vt_symbol,name,date,ym,组,出手,通道,位置,夹层,曾收顶上,res,D1开%,D1收%,板留%,距顶%,坑深%,弹回%,坑宽,ma_st,上波高,昨幅%,昨上影%,昨涨停家,is_wv,v3grp,is_lim,n1_lim,prev_lim
002806.SZSE,华锋股份,2024-07-19,2024-07,2板补涨阳,False,,U坑内,,True,封D1正,1.96,0.82,0.82,-7.54,-17.38,11.91,19,+++,2,-1.12,0.56,29.0,False,,True,False,False
002809.SZSE,红墙股份,2026-01-26,2026-01,2板补涨阳,False,,无U,,False,炸板,-8.23,-8.92,-8.92,-0.45,-1.73,1.3,3,+++,2,1.3,1.83,79.0,False,,False,False,False
002809.SZSE,红墙股份,2026-01-29,2026-01,2板补涨阳,False,,无U,,True,炸板,-6.9,3.72,3.72,0.98,-1.73,2.75,6,+++,2,1.2,3.39,72.0,False,,False,False,False
002809.SZSE,红墙股份,2026-01-30,2026-01,2板补涨阳,False,,无U,,True,炸板,-7.33,-10.96,-10.96,7.14,-1.73,9.02,7,+++,2,6.1,3.87,74.0,False,,False,False,False
002810.SZSE,山东赫达,2026-01-20,2026-01,2板补涨阳,False,,U突破,,False,封D1负,0.8,-1.66,-1.66,-0.56,-9.13,9.43,18,+-+,2,6.0,0.6,79.0,False,,True,False,False
002811.SZSE,郑中设计,2025-01-20,2025-01,2板补涨阳,False,,U突破,,False,封D1负,1.59,-4.51,-4.51,-2.74,-9.18,7.08,6,++-,2,2.59,2.79,47.0,False,,True,False,False
002821.SZSE,凯莱英,2026-04-28,2026-04,2板补涨阳,False,,U突破,,True,封D1负,-0.4,-2.08,-2.08,-3.39,-8.63,5.74,18,--+,2,0.55,1.73,54.0,False,,True,False,False
002827.SZSE,高争民爆,2023-10-27,2023-10,2板补涨阳,False,,U突破,,True,封D1负,-2.84,-0.11,-0.11,4.23,-11.14,17.3,9,+++,2,1.27,0.82,34.0,False,,True,False,False
002828.SZSE,贝肯能源,2026-03-09,2026-03,2板补涨阳,False,,U坑内,,False,炸板,-18.25,-15.37,-15.37,-9.65,-9.71,0.07,4,+++,2,0.07,1.22,65.0,False,,False,False,False
002835.SZSE,同为股份,2023-05-31,2023-05,2板补涨阳,False,,无U,,True,封D1正,3.55,1.34,1.34,-0.45,-1.27,0.84,19,--+,2,0.84,0.13,33.0,False,,True,False,False
002837.SZSE,英维克,2025-08-12,2025-08,2板补涨阳,False,,无U,,True,炸板,-1.82,3.52,3.52,24.47,1.96,22.07,8,+++,2,7.89,2.05,63.0,False,,False,False,False
002837.SZSE,英维克,2025-08-18,2025-08,2板补涨阳,False,,无U,,True,封D1负,-1.71,-3.9,-3.9,58.72,1.96,55.66,12,+++,2,9.6,0.39,70.0,False,,True,False,False
002848.SZSE,高斯贝尔,2024-11-20,2024-11,2板补涨阳,True,坑中纠缠,U坑内,,False,封D1负,0.3,-0.4,-0.4,-17.59,-20.29,3.38,7,-++,2,3.38,0.11,79.0,False,,True,False,False
002855.SZSE,捷荣技术,2023-11-08,2023-11,2板补涨阳,False,,U坑内,,False,连板,7.26,10.01,-0.99,-28.31,-33.25,7.41,10,---,2,3.15,1.25,42.0,True,05,True,True,False
002861.SZSE,瀛通通讯,2024-06-26,2024-06,2板补涨阳,True,坑底首阳,U坑内,,False,连板,0.57,9.95,19.68,-14.92,-16.4,1.77,9,-+-,2,1.77,1.14,43.0,True,03,True,True,False
002861.SZSE,瀛通通讯,2024-09-10,2024-09,2板补涨阳,True,坑中纠缠,U坑内,,False,封D1负,1.14,-2.2,-2.2,-6.34,-11.5,5.83,18,-++,2,1.57,1.38,39.0,False,,True,False,False
002861.SZSE,瀛通通讯,2025-04-14,2025-04,2板补涨阳,False,,U坑内,,False,封D1负,-0.98,-4.13,-4.13,-29.35,-35.94,10.29,13,---,2,2.54,0.93,64.0,False,,True,False,False
002862.SZSE,实丰文化,2024-04-18,2024-04,2板补涨阳,False,,U坑内,,False,封D1负,-0.89,-4.37,-4.37,-31.77,-34.08,3.5,18,--+,2,3.5,2.21,200.0,False,,True,False,False
002865.SZSE,钧达股份,2023-05-25,2023-05,2板补涨阳,False,,无U,,True,炸板,-4.3,-2.96,-2.96,11.76,-3.06,15.28,7,++-,2,9.36,0.64,30.0,False,,False,False,False
002865.SZSE,钧达股份,2024-10-31,2024-10,2板补涨阳,False,,无U,,True,封D1正,1.38,0.63,0.63,10.77,2.85,7.69,3,+++,2,7.69,2.18,118.0,False,,True,False,False
002865.SZSE,钧达股份,2025-12-26,2025-12,2板补涨阳,False,,U突破,,True,封D1正,2.86,5.7,5.7,4.7,-6.49,11.96,6,++-,2,1.78,3.9,72.0,False,,True,False,False
002865.SZSE,钧达股份,2026-01-08,2026-01,2板补涨阳,False,,U突破,,True,封D1正,2.13,3.11,3.11,30.77,-6.49,39.84,13,+++,2,7.47,2.54,63.0,False,,True,False,False
002866.SZSE,传艺科技,2024-09-12,2024-09,2板补涨阳,False,,U突破,,True,封D1负,0.51,-3.23,-3.23,-2.52,-4.65,2.23,13,-++,2,-0.24,2.26,19.0,False,,True,False,False
002875.SZSE,安奈儿,2024-10-15,2024-10,2板补涨阳,False,,U坑内,,False,封D1负,-0.86,-5.72,-5.72,-12.6,-13.52,1.07,4,+++,2,1.07,0.71,71.0,False,,True,False,False
002875.SZSE,安奈儿,2024-10-25,2024-10,2板补涨阳,False,,U突破,,True,炸板,-4.77,-5.26,-5.26,3.96,-13.52,20.21,12,+++,2,1.76,1.41,67.0,False,,False,False,False
002877.SZSE,智能自控,2024-02-26,2024-02,2板补涨阳,False,,无U,,True,封D1正,0.57,2.05,2.05,13.96,3.42,10.19,5,+--,2,3.63,0.78,79.0,False,,True,False,False
002877.SZSE,智能自控,2024-03-04,2024-03,2板补涨阳,False,,无U,,True,连板,0.84,9.98,3.99,23.22,3.42,19.15,10,++-,2,1.65,0.94,56.0,True,02,True,True,False
002877.SZSE,智能自控,2024-11-29,2024-11,2板补涨阳,False,,U坑内,,False,封D1正,1.48,0.99,0.99,-5.74,-10.04,4.78,4,+++,2,2.91,1.68,75.0,False,,True,False,False
002878.SZSE,元隆雅图,2025-01-09,2025-01,2板补涨阳,False,,U坑内,,True,封D1负,-0.46,-9.99,-9.99,-22.86,-32.78,14.77,13,--+,2,4.32,3.6,53.0,False,,True,False,False
002878.SZSE,元隆雅图,2025-01-14,2025-01,2板补涨阳,False,,U坑内,,False,封D1正,2.97,4.45,4.45,-25.81,-32.78,10.37,16,+-+,2,-2.85,2.41,42.0,False,,True,False,False
002882.SZSE,金龙羽,2025-06-04,2025-06,2板补涨阳,False,,无U,,False,炸板,-7.44,-7.85,-7.85,17.35,1.43,15.69,9,+++,2,4.74,1.28,57.0,False,,False,False,False
002882.SZSE,金龙羽,2026-08-24,2026-08,2板补涨阳,False,,U突破,,True,封D1负,-0.17,-6.65,-6.65,-0.09,-4.16,4.25,17,-++,2,2.76,1.09,47.0,False,,True,False,False
002889.SZSE,东方嘉盛,2024-03-25,2024-03,2板补涨阳,False,,U坑内,,True,封D1正,0.0,3.66,3.66,-4.85,-11.79,7.86,19,+++,2,-0.22,1.29,44.0,False,,True,False,False
002896.SZSE,中大力德,2025-02-17,2025-02,2板补涨阳,False,,无U,,True,炸板,-4.25,3.22,3.22,19.09,6.11,12.24,10,+++,2,0.53,2.4,53.0,False,,False,False,False
002896.SZSE,中大力德,2025-07-21,2025-07,2板补涨阳,False,,无U,,True,封D1正,-1.79,0.08,0.08,18.75,0.33,18.36,5,++-,2,5.04,1.57,37.0,False,,True,False,False
002896.SZSE,中大力德,2025-08-06,2025-08,2板补涨阳,False,,无U,,True,封D1正,4.9,9.1,9.1,26.96,0.33,26.55,17,-++,2,4.01,2.67,44.0,False,,True,False,False
002897.SZSE,意华股份,2026-06-18,2026-06,2板补涨阳,False,,无U,,True,封D1负,4.96,-2.79,-2.79,10.93,-3.06,14.43,18,-++,2,0.05,0.39,67.0,False,,True,False,False
002899.SZSE,英派斯,2025-01-09,2025-01,2板补涨阳,False,,U坑内,,True,封D1负,-1.88,-5.93,-5.93,-11.57,-15.76,4.97,19,--+,2,0.61,0.85,53.0,False,,True,False,False
002900.SZSE,哈三联,2025-06-10,2025-06,2板补涨阳,True,坑底首阳,U坑内,,False,封D1负,0.0,-6.89,-6.89,-8.17,-10.77,2.92,5,+++,2,2.92,1.49,54.0,False,,True,False,False
002902.SZSE,铭普光磁,2026-05-08,2026-05,2板补涨阳,False,,无U,,True,封D1正,5.31,5.03,5.03,4.51,-3.43,8.23,5,+++,2,3.46,0.98,91.0,False,,True,False,False
002903.SZSE,宇环数控,2024-01-09,2024-01,2板补涨阳,False,,U坑内,,True,封D1负,-0.45,-5.82,-5.82,-14.31,-14.31,0.0,10,-++,2,-2.43,2.7,29.0,False,,True,False,False
002905.SZSE,金逸影视,2023-07-10,2023-07,2板补涨阳,False,,U坑内,,False,封D1正,-2.58,0.94,0.94,-13.48,-16.26,3.32,18,+-+,2,0.86,1.43,18.0,False,,True,False,False
002907.SZSE,华森制药,2023-08-31,2023-08,2板补涨阳,False,,U坑内,,False,封D1负,-0.82,-3.93,-3.93,-13.37,-16.78,4.1,16,--+,2,0.45,1.17,25.0,False,,True,False,False
002907.SZSE,华森制药,2026-08-25,2026-08,2板补涨阳,True,坑底首阳,U坑内,,False,封D1正,0.89,2.92,2.92,-14.77,-15.07,0.35,6,+++,2,0.35,3.72,41.0,False,,True,False,False
002916.SZSE,深南电路,2024-10-18,2024-10,2板补涨阳,True,坑底首阳,U坑内,,False,炸板,-0.39,-1.18,-1.18,-15.07,-16.0,1.11,8,-++,2,1.11,2.26,41.0,False,,False,False,False
002918.SZSE,蒙娜丽莎,2025-01-08,2025-01,2板补涨阳,False,,U突破,,True,封D1负,0.6,-4.36,-4.36,8.14,-9.03,18.88,14,+++,2,1.09,2.59,77.0,False,,True,False,False
002929.SZSE,润建股份,2026-05-13,2026-05,2板补涨阳,False,,无U,,True,封D1负,10.0,-1.0,-1.0,2.01,-0.74,2.77,3,+++,2,2.77,2.19,50.0,False,,True,False,False
002931.SZSE,锋龙股份,2024-02-26,2024-02,2板补涨阳,False,,U突破,,False,封D1负,-4.73,-0.39,-0.39,-0.22,-6.34,6.54,7,++-,2,4.85,0.3,79.0,False,,True,False,False
002931.SZSE,锋龙股份,2026-06-08,2026-06,2板补涨阳,False,,U坑内,,True,封D1正,-0.44,4.77,4.77,-9.69,-20.91,14.19,11,---,2,3.08,3.27,63.0,False,,True,False,False
002931.SZSE,锋龙股份,2026-06-16,2026-06,2板补涨阳,False,,U突破,,True,封D1正,1.33,5.67,5.67,-0.97,-20.91,25.22,17,+++,2,1.38,1.16,127.0,False,,True,False,False
002931.SZSE,锋龙股份,2026-06-18,2026-06,2板补涨阳,False,,U突破,,True,炸板,-10.42,-10.24,-10.24,15.11,-20.91,45.55,19,+++,2,5.67,1.18,67.0,False,,False,False,False
002938.SZSE,鹏鼎控股,2026-06-17,2026-06,2板补涨阳,False,,U坑内,,True,封D1正,0.0,0.76,0.76,-5.36,-11.2,6.57,17,-++,2,3.39,2.3,105.0,False,,True,False,False
002953.SZSE,日丰股份,2025-08-26,2025-08,2板补涨阳,False,,无U,,False,封D1正,0.34,4.37,4.37,-2.38,-2.38,0.0,3,+++,2,-1.24,2.99,64.0,False,,True,False,False
002957.SZSE,科瑞技术,2026-05-28,2026-05,2板补涨阳,False,,无U,,True,封D1正,8.91,0.13,0.13,6.65,6.65,0.0,2,+++,2,6.65,3.33,45.0,False,,True,False,False
002961.SZSE,瑞达期货,2024-09-30,2024-09,2板补涨阳,False,,无U,,True,炸板,9.95,9.95,-1.03,7.03,4.46,2.46,3,+++,2,2.46,3.91,107.0,False,,False,True,False
002962.SZSE,五方光电,2024-03-12,2024-03,2板补涨阳,False,,无U,,True,炸板,-10.66,-7.64,-7.64,51.21,2.95,46.87,16,++-,2,6.76,0.25,69.0,False,,False,False,False
002962.SZSE,五方光电,2026-04-20,2026-04,2板补涨阳,False,,无U,,True,炸板,-7.18,-5.19,-5.19,2.6,-3.19,5.99,6,++-,2,3.89,3.89,57.0,False,,False,False,False
002965.SZSE,祥鑫科技,2026-07-06,2026-07,2板补涨阳,False,,U突破,,True,炸板,-7.52,-8.38,-8.38,1.39,-4.57,6.24,6,+++,2,2.77,1.76,92.0,False,,False,False,False
002971.SZSE,和远气体,2026-06-04,2026-06,2板补涨阳,False,,U坑内,,False,封D1正,3.26,5.11,5.11,-17.52,-22.59,6.55,14,+-+,2,-0.5,1.49,59.0,False,,True,False,False
002971.SZSE,和远气体,2026-06-09,2026-06,2板补涨阳,False,,U突破,,True,连板,10.0,10.0,30.26,-3.83,-22.59,24.23,17,+-+,2,0.84,3.92,45.0,True,05,True,True,False
002973.SZSE,侨银股份,2025-05-28,2025-05,2板补涨阳,False,,U坑内,,False,连板,4.01,10.04,-0.67,-8.32,-13.49,5.98,13,-++,2,5.52,0.52,51.0,True,02,True,True,False
002973.SZSE,侨银股份,2025-06-04,2025-06,2板补涨阳,False,,U坑内,,False,封D1负,2.46,-2.12,-2.12,-10.14,-10.14,0.0,3,+++,2,-0.45,3.44,57.0,False,,True,False,False
002975.SZSE,博杰股份,2026-04-17,2026-04,2板补涨阳,False,,无U,,True,封D1负,-1.97,-4.87,-4.87,4.58,0.02,4.56,6,+++,2,4.56,0.9,68.0,False,,True,False,False
002979.SZSE,雷赛智能,2024-11-01,2024-11,2板补涨阳,True,坑中纠缠,U坑内,,True,连板,6.93,9.99,12.83,-4.68,-7.5,3.05,18,-++,2,0.65,0.61,141.0,True,02,True,True,False
002980.SZSE,华盛昌,2026-05-14,2026-05,2板补涨阳,False,,无U,,True,封D1正,1.4,1.69,1.69,34.18,3.63,29.47,19,+++,2,4.32,1.73,101.0,False,,True,False,False
002980.SZSE,华盛昌,2026-06-16,2026-06,2板补涨阳,True,坑中纠缠,U坑内,,True,炸板,-4.84,1.02,1.02,-11.75,-20.38,10.84,16,-++,2,5.78,3.65,127.0,False,,False,False,False
002981.SZSE,朝阳科技,2024-11-21,2024-11,2板补涨阳,False,,U突破,,True,炸板,-11.76,-14.8,-14.8,2.31,-11.15,15.16,8,+++,2,4.25,3.44,119.0,False,,False,False,False
002981.SZSE,朝阳科技,2024-12-06,2024-12,2板补涨阳,False,,U突破,,True,炸板,-7.54,-7.16,-7.16,0.15,-11.15,12.72,19,+++,2,1.81,0.39,103.0,False,,False,False,False
002981.SZSE,朝阳科技,2025-06-05,2025-06,2板补涨阳,False,,U坑内,,False,封D1负,-1.34,-2.61,-2.61,-20.7,-23.87,4.17,16,--+,2,2.15,0.99,60.0,False,,True,False,False
002987.SZSE,京北方,2024-10-21,2024-10,2板补涨阳,False,,U突破,,True,封D1负,4.15,-6.79,-6.79,3.78,-5.58,9.91,9,+++,2,2.15,2.97,77.0,False,,True,False,False
002987.SZSE,京北方,2025-07-04,2025-07,2板补涨阳,False,,U突破,,True,连板,3.86,10.0,8.07,5.74,-5.19,11.53,6,+++,2,7.9,2.09,52.0,True,02,True,True,False
002989.SZSE,中天精装,2024-09-24,2024-09,2板补涨阳,False,,无U,,True,炸板,-2.99,0.98,0.98,-2.87,-3.03,0.17,11,+++,2,-1.4,1.57,45.0,False,,False,False,False
002990.SZSE,盛视科技,2025-03-17,2025-03,2板补涨阳,False,,U坑内,,False,封D1负,0.12,-5.67,-5.67,-7.18,-15.34,9.64,16,--+,2,8.88,0.77,66.0,False,,True,False,False
002990.SZSE,盛视科技,2026-06-24,2026-06,2板补涨阳,False,,无U,,True,连板,7.09,10.0,13.94,10.27,-1.05,11.44,5,++-,2,1.66,2.78,87.0,True,01,True,True,False
002995.SZSE,天地在线,2023-06-14,2023-06,2板补涨阳,True,坑中纠缠,U坑内,,False,封D1正,-3.48,2.41,2.41,-15.71,-21.62,7.54,8,-++,2,6.04,3.97,35.0,False,,True,False,False
002995.SZSE,天地在线,2023-06-16,2023-06,2板补涨阳,False,,U坑内,,True,封D1负,1.78,-1.04,-1.04,-5.04,-21.62,21.15,10,+++,2,2.41,2.59,32.0,False,,True,False,False
002996.SZSE,顺博合金,2024-03-15,2024-03,2板补涨阳,False,,无U,,True,封D1负,-1.0,-2.51,-2.51,23.47,4.09,18.61,19,+++,2,1.34,1.23,32.0,False,,True,False,False
003004.SZSE,声迅股份,2026-05-26,2026-05,2板补涨阳,False,,无U,,True,封D1正,-2.16,0.31,0.31,0.24,0.24,0.0,3,+++,2,-0.08,1.2,91.0,False,,True,False,False
003004.SZSE,声迅股份,2026-06-01,2026-06,2板补涨阳,False,,无U,,True,封D1正,3.53,9.09,9.09,20.29,0.24,20.0,7,+++,2,4.24,2.39,46.0,False,,True,False,False
003004.SZSE,声迅股份,2026-06-08,2026-06,2板补涨阳,False,,无U,,True,炸板,-2.39,-4.79,-4.79,25.48,0.24,25.18,12,+++,2,1.45,3.36,63.0,False,,False,False,False
003005.SZSE,竞业达,2024-03-06,2024-03,2板补涨阳,False,,无U,,True,连板,0.0,10.01,6.25,18.5,-0.6,19.21,11,++-,2,5.5,1.33,38.0,True,02,True,True,False
003005.SZSE,竞业达,2024-12-11,2024-12,2板补涨阳,False,,U坑内,,False,封D1负,-0.77,-3.83,-3.83,-5.28,-12.41,8.13,12,+++,2,5.2,3.6,82.0,False,,True,False,False
003007.SZSE,直真科技,2026-01-08,2026-01,2板补涨阳,False,,U坑内,,False,连板,0.42,9.99,31.74,-4.84,-6.05,1.28,8,++-,2,0.11,3.18,63.0,True,03,True,True,False
003010.SZSE,若羽臣,2025-06-12,2025-06,2板补涨阳,False,,U坑内,,False,封D1正,0.0,2.68,2.68,-31.84,-36.73,7.72,6,-++,2,2.68,0.13,44.0,False,,True,False,False
003015.SZSE,日久光电,2024-02-21,2024-02,2板补涨阳,False,,无U,,True,炸板,-6.05,-2.38,-2.38,2.06,2.06,0.0,2,---,2,2.06,0.85,80.0,False,,False,False,False
003015.SZSE,日久光电,2024-03-01,2024-03,2板补涨阳,False,,无U,,True,封D1正,4.98,6.05,6.05,12.99,2.06,10.7,9,+--,2,2.42,0.66,82.0,False,,True,False,False
003015.SZSE,日久光电,2024-03-05,2024-03,2板补涨阳,False,,无U,,True,封D1负,-2.93,-3.35,-3.35,31.8,2.06,29.13,11,++-,2,6.05,3.91,61.0,False,,True,False,False
003015.SZSE,日久光电,2024-09-10,2024-09,2板补涨阳,False,,U坑内,,False,封D1正,0.22,1.85,1.85,-6.96,-10.21,3.62,7,+++,2,3.62,3.2,39.0,False,,True,False,False
003015.SZSE,日久光电,2024-09-30,2024-09,2板补涨阳,False,,U坑内,,True,封D1正,9.99,9.92,9.92,-7.11,-16.34,11.03,19,--+,2,5.41,1.72,107.0,False,,True,False,False
003016.SZSE,欣贺股份,2024-12-12,2024-12,2板补涨阳,True,坑中纠缠,U坑内,,False,炸板,-2.93,-6.16,-6.16,-8.35,-11.41,3.45,10,-++,2,0.56,0.56,119.0,False,,False,False,False
003016.SZSE,欣贺股份,2025-12-24,2025-12,2板补涨阳,True,坑中纠缠,U坑内,,False,封D1正,7.94,4.36,4.36,-26.58,-28.85,3.19,10,-++,2,0.43,0.86,48.0,False,,True,False,False
003021.SZSE,兆威机电,2024-11-29,2024-11,2板补涨阳,False,,U突破,,True,封D1正,3.93,7.45,7.45,-3.95,-5.46,1.6,7,+++,2,-1.2,3.87,75.0,False,,True,False,False
003021.SZSE,兆威机电,2025-01-21,2025-01,2板补涨阳,False,,无U,,True,封D1负,-0.91,-4.04,-4.04,10.76,-0.19,10.97,8,+++,2,0.97,1.01,62.0,False,,True,False,False
003021.SZSE,兆威机电,2025-02-06,2025-02,2板补涨阳,False,,无U,,False,封D1正,-0.97,0.59,0.59,17.21,-0.19,17.43,14,+++,2,8.29,1.72,51.0,False,,True,False,False
003021.SZSE,兆威机电,2025-02-12,2025-02,2板补涨阳,False,,无U,,True,炸板,-3.1,-10.1,-10.1,37.31,-0.19,37.56,18,+++,2,3.93,3.86,57.0,False,,False,False,False
003026.SZSE,中晶科技,2024-08-02,2024-08,2板补涨阳,False,,无U,,True,封D1负,-10.01,-10.01,-10.01,6.78,6.78,0.0,2,+--,2,6.78,3.2,50.0,False,,True,False,False
003026.SZSE,中晶科技,2024-08-13,2024-08,2板补涨阳,False,,U突破,,False,封D1负,5.37,-3.0,-3.0,9.57,-4.0,14.14,9,-+-,2,-1.99,3.73,23.0,False,,True,False,False
003026.SZSE,中晶科技,2026-06-29,2026-06,2板补涨阳,False,,U突破,,True,炸板,-4.28,3.94,3.94,10.38,-8.16,20.19,12,+--,2,1.86,2.73,51.0,False,,False,False,False
003029.SZSE,吉大正元,2024-05-30,2024-05,2板补涨阳,False,,U坑内,,True,封D1正,2.22,3.02,3.02,-14.26,-16.62,2.83,20,--+,2,2.04,1.86,21.0,False,,True,False,False
003030.SZSE,祖名股份,2025-04-21,2025-04,2板补涨阳,False,,U突破,,True,封D1负,-2.6,-7.0,-7.0,-1.31,-11.88,12.0,10,-++,2,-0.2,1.37,50.0,False,,True,False,False
003031.SZSE,中瓷电子,2024-10-21,2024-10,2板补涨阳,False,,U坑内,,False,封D1负,0.93,-0.9,-0.9,-6.72,-12.45,6.54,9,-++,2,6.25,2.43,77.0,False,,True,False,False
003036.SZSE,泰坦股份,2026-05-08,2026-05,2板补涨阳,False,,U突破,,True,封D1正,5.25,1.74,1.74,3.11,-11.37,16.34,6,+++,2,7.63,0.48,91.0,False,,True,False,False
003036.SZSE,泰坦股份,2026-05-20,2026-05,2板补涨阳,False,,U突破,,True,封D1正,0.07,3.11,3.11,13.13,-11.37,27.63,14,+++,2,-0.62,1.43,75.0,False,,True,False,False
003036.SZSE,泰坦股份,2026-05-25,2026-05,2板补涨阳,False,,U突破,,True,连板,3.57,10.0,15.88,37.73,-11.37,55.39,17,+++,2,7.34,0.23,99.0,True,05,True,True,False
003036.SZSE,泰坦股份,2026-05-28,2026-05,2板补涨阳,False,,无U,,True,封D1负,2.96,-0.5,-0.5,5.34,5.34,0.0,2,+++,2,5.34,2.78,45.0,False,,True,False,False
003041.SZSE,真爱美家,2024-12-16,2024-12,2板补涨阳,False,,U坑内,,False,炸板,-4.68,-3.52,-3.52,-11.26,-17.17,7.14,7,-++,2,3.55,0.91,84.0,False,,False,False,False
003041.SZSE,真爱美家,2024-12-20,2024-12,2板补涨阳,False,,U突破,,True,炸板,-6.17,-14.72,-14.72,3.9,-17.17,25.44,11,+++,2,6.3,3.41,50.0,False,,False,False,False
003041.SZSE,真爱美家,2026-01-23,2026-01,2板补涨阳,True,坑底首阳,U坑内,,False,封D1负,1.8,-5.55,-5.55,-18.36,-19.86,1.88,8,-++,2,0.51,2.25,63.0,False,,True,False,False
003041.SZSE,真爱美家,2026-02-06,2026-02,2板补涨阳,False,,U坑内,,True,炸板,0.74,-2.32,-2.32,-18.21,-19.86,2.05,18,+++,2,-1.5,1.08,37.0,False,,False,False,False
003043.SZSE,华亚智能,2026-07-22,2026-07,2板补涨阳,False,,U坑内,,True,炸板,-6.04,-7.67,-7.67,-35.52,-38.87,5.48,16,--+,2,5.48,1.17,83.0,False,,False,False,False
600021.SSE,上海电力,2025-09-01,2025-09,2板补涨阳,False,,无U,,True,连板,9.8,9.98,14.25,18.32,1.16,16.96,10,+++,2,4.01,0.48,55.0,True,02,True,True,False
600021.SSE,上海电力,2025-09-15,2025-09,2板补涨阳,False,,无U,,True,炸板,-11.79,-13.72,-13.72,19.87,1.94,17.58,9,+++,2,0.86,2.27,57.0,False,,False,False,False
600072.SSE,中船科技,2023-04-27,2023-04,2板补涨阳,False,,U突破,,True,封D1正,5.52,3.08,3.08,4.03,-4.08,8.45,3,,2,8.45,1.57,39.0,False,,True,False,False
600072.SSE,中船科技,2023-05-05,2023-05,2板补涨阳,False,,U突破,,True,连板,2.62,10.0,15.27,28.19,-4.08,33.64,6,,2,8.68,1.33,76.0,True,02,True,True,False
600072.SSE,中船科技,2024-10-08,2024-10,2板补涨阳,False,,U突破,,True,炸板,-7.27,-14.36,-14.36,10.86,-11.77,25.65,17,+++,2,8.05,1.12,626.0,False,,False,False,False
600076.SSE,康欣新材,2026-07-28,2026-07,2板补涨阳,True,坑底首阳,U坑内,,False,封D1负,-2.0,-4.0,-4.0,-25.0,-26.92,2.63,19,---,2,2.63,0.0,101.0,False,,True,False,False
600095.SSE,湘财股份,2025-07-04,2025-07,2板补涨阳,False,,无U,,True,炸板,-6.75,-2.87,-2.87,-1.7,-2.5,0.82,7,+++,2,0.82,2.36,52.0,False,,False,False,False
600095.SSE,湘财股份,2025-07-09,2025-07,2板补涨阳,False,,无U,,True,炸板,-5.23,-8.37,-8.37,13.0,-2.5,15.9,10,+++,2,7.62,1.24,57.0,False,,False,False,False
600104.SSE,上汽集团,2024-12-02,2024-12,2板补涨阳,False,,无U,,True,炸板,-2.22,-2.12,-2.12,5.08,-1.26,6.42,13,+++,2,0.86,2.64,105.0,False,,False,False,False
600105.SSE,永鼎股份,2023-05-18,2023-05,2板补涨阳,True,坑底首阳,U坑内,,False,封D1负,-2.4,-4.48,-4.48,-23.86,-25.6,2.34,15,--+,2,2.34,0.9,30.0,False,,True,False,False
600105.SSE,永鼎股份,2025-10-28,2025-10,2板补涨阳,False,,无U,,False,炸板,-2.6,-2.97,-2.97,24.13,0.99,22.91,19,+++,2,4.09,1.73,45.0,False,,False,False,False
600105.SSE,永鼎股份,2025-12-11,2025-12,2板补涨阳,False,,U突破,,True,封D1正,0.0,3.99,3.99,10.64,-10.01,22.94,11,+++,2,7.59,0.17,50.0,False,,True,False,False
600110.SSE,诺德股份,2024-11-25,2024-11,2板补涨阳,False,,U突破,,True,炸板,-4.2,-10.11,-10.11,-3.64,-10.93,8.18,11,-++,2,2.37,2.37,60.0,False,,False,False,False
600110.SSE,诺德股份,2026-06-12,2026-06,2板补涨阳,False,,U突破,,True,炸板,1.19,5.88,30.73,-3.48,-15.17,13.78,10,-++,2,0.16,1.89,55.0,False,,False,True,False
600111.SSE,北方稀土,2025-07-18,2025-07,2板补涨阳,False,,无U,,True,炸板,0.0,6.21,6.21,0.98,-2.39,3.45,5,+++,2,3.31,1.69,49.0,False,,False,False,False
600111.SSE,北方稀土,2025-07-24,2025-07,2板补涨阳,False,,无U,,True,炸板,-0.75,-0.62,-0.62,17.77,-2.39,20.66,9,+++,2,1.8,3.2,43.0,False,,False,False,False
600113.SSE,浙江东日,2025-06-20,2025-06,2板补涨阳,False,,无U,,True,连板,-1.98,10.0,22.28,7.86,7.86,0.0,2,+++,2,7.86,2.12,26.0,True,03,True,True,False
600129.SSE,太极集团,2023-05-17,2023-05,2板补涨阳,False,,U坑内,,True,封D1正,0.41,3.02,3.02,-5.32,-11.65,7.17,9,-++,2,1.82,2.89,15.0,False,,True,False,False
600129.SSE,太极集团,2023-05-19,2023-05,2板补涨阳,False,,U突破,,True,炸板,-1.34,-1.76,-1.76,7.29,-11.65,21.44,11,+++,2,3.02,0.04,30.0,False,,False,False,False
600129.SSE,太极集团,2023-05-26,2023-05,2板补涨阳,False,,U突破,,True,封D1负,-1.92,-4.35,-4.35,12.59,-11.65,27.44,16,+++,2,1.17,1.67,36.0,False,,True,False,False
600152.SSE,维科技术,2026-04-17,2026-04,2板补涨阳,False,,无U,,True,封D1正,2.95,0.22,0.22,6.31,1.51,4.72,3,+++,2,4.72,0.5,68.0,False,,True,False,False
600159.SSE,大龙地产,2023-08-16,2023-08,2板补涨阳,False,,无U,,True,封D1正,-1.91,0.82,0.82,-1.48,-1.78,0.3,18,-++,2,0.3,0.6,21.0,False,,True,False,False
600162.SSE,香江控股,2026-07-15,2026-07,2板补涨阳,False,,U坑内,,False,连板,7.11,9.88,8.7,-41.62,-43.65,3.6,17,---,2,3.6,0.9,71.0,True,05,True,True,False
