vt_symbol,name,date,ym,组,出手,通道,位置,夹层,曾收顶上,res,D1开%,D1收%,板留%,距顶%,坑深%,弹回%,坑宽,ma_st,上波高,昨幅%,昨上影%,昨涨停家,is_wv,v3grp,is_lim,n1_lim,prev_lim
002428.SZSE,云南锗业,2026-05-12,2026-05,2板补涨阳,False,,无U,,True,封D1正,-1.4,0.09,0.09,35.19,0.29,34.8,13,+++,2,7.12,0.09,76.0,False,,True,False,False
002429.SZSE,兆驰股份,2026-03-11,2026-03,2板补涨阳,False,,U坑内,,True,炸板,-3.81,-1.63,-1.63,-11.79,-18.29,7.97,15,--+,2,3.3,1.75,49.0,False,,False,False,False
002429.SZSE,兆驰股份,2026-03-13,2026-03,2板补涨阳,False,,U坑内,,True,封D1负,-2.76,-5.11,-5.11,-4.57,-18.29,16.79,17,+-+,2,1.21,2.61,46.0,False,,True,False,False
002432.SZSE,九安医疗,2026-04-20,2026-04,2板补涨阳,False,,无U,,True,炸板,-3.05,-3.39,-3.39,-0.2,-2.54,2.41,14,-++,2,0.09,3.08,57.0,False,,False,False,False
002437.SZSE,誉衡药业,2026-08-17,2026-08,2板补涨阳,False,,无U,,True,封D1负,0.4,-4.42,-4.42,6.59,6.59,0.0,2,+++,2,6.59,3.53,51.0,False,,True,False,False
002453.SZSE,华软科技,2025-02-18,2025-02,2板补涨阳,False,,U坑内,,False,封D1正,1.52,4.55,4.55,-5.26,-10.35,5.68,12,+++,2,2.08,0.76,74.0,False,,True,False,False
002455.SZSE,百川股份,2024-04-18,2024-04,2板补涨阳,False,,U突破,,False,封D1正,0.27,6.42,6.42,-3.13,-7.83,5.1,4,+++,2,5.1,1.24,200.0,False,,True,False,False
002455.SZSE,百川股份,2024-04-30,2024-04,2板补涨阳,False,,U突破,,True,连板,10.0,10.0,38.52,13.96,-7.83,23.65,12,+++,2,7.67,0.81,90.0,True,03,True,True,False
002457.SZSE,青龙管业,2024-10-14,2024-10,2板补涨阳,False,,U突破,,True,连板,-0.08,10.0,13.49,1.65,-4.07,5.96,3,+++,2,5.96,3.34,28.0,True,03,True,True,False
002459.SZSE,晶澳科技,2024-10-21,2024-10,2板补涨阳,False,,U突破,,True,连板,1.06,10.01,17.18,1.18,-5.68,7.28,10,+++,2,2.47,2.69,77.0,True,02,True,True,False
002459.SZSE,晶澳科技,2024-10-31,2024-10,2板补涨阳,False,,无U,,True,封D1负,-1.66,-6.06,-6.06,5.85,-1.93,7.93,7,+++,2,1.56,1.39,118.0,False,,True,False,False
002471.SZSE,中超控股,2026-03-05,2026-03,2板补涨阳,True,坑底首阳,U坑内,,False,封D1正,-0.11,1.0,1.0,-13.2,-15.1,2.24,16,--+,2,2.24,2.49,34.0,False,,True,False,False
002474.SZSE,榕基软件,2024-03-12,2024-03,2板补涨阳,False,,无U,,True,连板,4.46,9.95,13.21,15.97,2.41,13.25,16,-+-,2,2.32,0.0,69.0,True,02,True,True,False
002491.SZSE,通鼎互联,2026-03-02,2026-03,2板补涨阳,False,,无U,,True,炸板,-0.34,4.98,8.58,22.57,3.82,18.06,14,+++,2,1.05,3.72,69.0,False,,False,True,False
002491.SZSE,通鼎互联,2026-04-07,2026-04,2板补涨阳,False,,U突破,,True,连板,7.6,9.99,16.79,10.18,-4.74,15.65,8,+++,2,4.67,0.17,26.0,True,05,True,True,False
002505.SZSE,鹏都农牧,2021-10-15,2021-10,2板补涨阳,False,,无U,,True,炸板,-8.16,-2.62,-2.62,4.35,1.34,2.97,4,+++,2,2.97,3.3,0.0,False,,False,False,False
002506.SZSE,协鑫集成,2026-02-04,2026-02,2板补涨阳,False,,U突破,,True,连板,6.08,10.05,39.15,-0.29,-4.64,4.56,7,+++,2,4.24,0.91,61.0,True,03,True,True,False
002515.SZSE,金字火腿,2026-06-25,2026-06,2板补涨阳,False,,无U,,True,炸板,-0.77,-5.91,-5.91,16.47,3.95,12.04,6,+++,2,2.61,0.87,87.0,False,,False,False,False
002519.SZSE,银河电子,2025-12-11,2025-12,2板补涨阳,False,,无U,,False,封D1负,0.15,-3.92,-3.92,10.62,4.96,5.4,8,+++,2,-2.65,2.8,50.0,False,,True,False,False
002520.SZSE,日发精机,2025-02-18,2025-02,2板补涨阳,False,,U突破,,True,封D1正,6.59,5.43,5.43,1.44,-4.47,6.18,7,+++,2,6.18,0.45,74.0,False,,True,False,False
002520.SZSE,日发精机,2025-02-26,2025-02,2板补涨阳,False,,U突破,,True,封D1负,-0.93,-6.03,-6.03,12.97,-4.47,18.25,13,+++,2,0.13,2.81,46.0,False,,True,False,False
002527.SZSE,新时达,2023-09-04,2023-09,2板补涨阳,False,,U突破,,True,炸板,-6.78,-8.64,-8.64,0.07,-11.27,12.78,11,-++,2,-1.79,2.87,17.0,False,,False,False,False
002529.SZSE,海源复材,2024-01-04,2024-01,2板补涨阳,False,,无U,,False,封D1负,-1.09,-8.76,-8.76,-1.03,-2.52,1.54,3,++-,2,1.54,0.73,33.0,False,,True,False,False
002529.SZSE,海源复材,2024-08-14,2024-08,2板补涨阳,True,坑底首阳,U坑内,,False,封D1负,-0.37,-1.28,-1.28,-14.46,-16.52,2.47,5,+++,2,2.47,2.27,25.0,False,,True,False,False
002535.SZSE,林州重机,2023-08-03,2023-08,2板补涨阳,False,,U坑内,,True,封D1负,1.36,-2.91,-2.91,-12.17,-14.04,2.18,15,--+,2,-1.05,2.11,20.0,False,,True,False,False
002536.SZSE,飞龙股份,2026-04-20,2026-04,2板补涨阳,False,,无U,,True,封D1负,-7.23,-6.01,-6.01,10.97,2.23,8.54,7,++-,2,3.42,2.11,57.0,False,,True,False,False
002536.SZSE,飞龙股份,2026-05-08,2026-05,2板补涨阳,False,,无U,,False,封D1正,3.92,2.68,2.68,17.4,2.23,14.84,18,-++,2,7.92,0.55,91.0,False,,True,False,False
002552.SZSE,宝鼎科技,2025-01-15,2025-01,2板补涨阳,False,,U坑内,,False,封D1负,-1.32,-4.96,-4.96,-4.58,-9.67,5.63,7,+++,2,3.19,1.7,111.0,False,,True,False,False
002552.SZSE,宝鼎科技,2025-02-11,2025-02,2板补涨阳,False,,U突破,,True,炸板,-4.41,-3.82,-3.82,-3.01,-9.67,7.37,20,-++,2,0.59,0.26,85.0,False,,False,False,False
002552.SZSE,宝鼎科技,2026-07-09,2026-07,2板补涨阳,False,,U坑内,,False,封D1负,5.36,-6.51,-6.51,-17.28,-20.19,3.64,16,--+,2,3.64,3.52,41.0,False,,True,False,False
002553.SZSE,南方精工,2024-03-12,2024-03,2板补涨阳,False,,U坑内,,False,炸板,-5.46,-6.03,-6.03,-5.51,-10.68,5.79,10,+++,2,0.45,0.99,69.0,False,,False,False,False
002553.SZSE,南方精工,2024-12-04,2024-12,2板补涨阳,False,,U坑内,,False,封D1正,1.69,3.83,3.83,-18.41,-22.38,5.11,9,-++,2,0.57,2.44,92.0,False,,True,False,False
002558.SZSE,巨人网络,2023-05-29,2023-05,2板补涨阳,False,,U突破,,True,炸板,-1.66,8.11,11.86,-2.76,-5.4,2.79,17,-++,2,1.01,1.37,39.0,False,,False,True,False
002558.SZSE,巨人网络,2023-05-30,2023-05,2板补涨阳,False,,U突破,,True,封D1正,0.79,3.48,3.48,5.11,-5.4,11.1,18,-++,2,8.09,1.89,27.0,False,,True,False,False
002561.SZSE,徐家汇,2023-11-30,2023-11,2板补涨阳,False,,U坑内,,False,封D1负,3.64,-3.73,-3.73,-5.71,-7.83,2.3,6,+++,2,-1.54,1.73,25.0,False,,True,False,False
002565.SZSE,顺灏股份,2026-03-31,2026-03,2板补涨阳,True,坑底首阳,U坑内,,False,封D1负,-0.06,-1.82,-1.82,-4.63,-6.85,2.38,9,-+-,2,1.18,0.85,55.0,False,,True,False,False
002568.SZSE,百润股份,2024-11-07,2024-11,2板补涨阳,False,,无U,,False,封D1负,1.47,-3.08,-3.08,-0.71,-0.9,0.2,3,+++,2,0.2,2.57,104.0,False,,True,False,False
002570.SZSE,贝因美,2024-10-18,2024-10,2板补涨阳,False,,U坑内,,True,封D1负,0.29,-0.87,-0.87,-10.09,-10.95,0.97,9,-++,2,0.97,3.88,41.0,False,,True,False,False
002570.SZSE,贝因美,2024-10-24,2024-10,2板补涨阳,False,,U突破,,True,封D1负,2.82,-2.11,-2.11,11.53,-10.95,25.24,13,+++,2,3.48,3.21,76.0,False,,True,False,False
002571.SZSE,德力股份,2025-02-10,2025-02,2板补涨阳,False,,U坑内,,False,封D1正,-0.64,0.43,0.43,-19.81,-23.21,4.42,15,+-+,2,1.92,0.24,63.0,False,,True,False,False
002574.SZSE,明牌珠宝,2024-04-12,2024-04,2板补涨阳,False,,无U,,True,封D1负,-5.85,-9.94,-9.94,3.15,-3.98,7.43,20,+++,2,-0.8,3.19,41.0,False,,True,False,False
002574.SZSE,明牌珠宝,2025-06-04,2025-06,2板补涨阳,False,,U坑内,,False,炸板,-3.11,-9.86,-9.86,-5.91,-8.86,3.24,4,+++,2,3.24,3.98,57.0,False,,False,False,False
002577.SZSE,雷柏科技,2025-02-20,2025-02,2板补涨阳,False,,无U,,False,封D1正,4.21,0.78,0.78,4.49,-0.6,5.12,9,+++,2,5.12,3.96,90.0,False,,True,False,False
002578.SZSE,闽发铝业,2025-12-01,2025-12,2板补涨阳,False,,U坑内,,True,封D1正,-1.13,1.35,1.35,-17.04,-23.41,8.31,12,--+,2,3.86,0.26,61.0,False,,True,False,False
002579.SZSE,中京电子,2026-08-07,2026-08,2板补涨阳,False,,无U,,True,炸板,-3.0,-3.26,-3.26,7.32,7.32,0.0,2,+--,2,7.32,2.0,69.0,False,,False,False,False
002584.SZSE,西陇科学,2026-07-02,2026-07,2板补涨阳,False,,U坑内,,False,封D1负,-4.0,-9.55,-9.55,-9.26,-15.15,6.95,6,+++,2,5.49,0.95,130.0,False,,True,False,False
002587.SZSE,奥拓电子,2024-03-06,2024-03,2板补涨阳,False,,U突破,,False,炸板,-4.84,-9.13,-9.13,-0.9,-11.01,11.36,7,++-,2,1.86,3.26,38.0,False,,False,False,False
002596.SZSE,海南瑞泽,2024-12-27,2024-12,2板补涨阳,False,,U坑内,,True,封D1正,-0.57,4.57,4.57,-9.92,-11.05,1.27,18,-++,2,1.27,2.87,79.0,False,,True,False,False
002600.SZSE,领益智造,2025-08-25,2025-08,2板补涨阳,False,,无U,,True,连板,3.32,10.03,9.0,0.74,-0.65,1.4,4,+++,2,1.4,0.41,55.0,True,01,True,True,False
002611.SZSE,东方精工,2025-01-23,2025-01,2板补涨阳,False,,U突破,,True,炸板,-8.14,-4.46,-4.46,4.13,-6.73,11.63,11,++-,2,-1.86,2.62,36.0,False,,False,False,False
002611.SZSE,东方精工,2025-08-13,2025-08,2板补涨阳,False,,无U,,True,封D1正,2.21,1.26,1.26,0.29,-2.27,2.62,4,+++,2,2.62,1.78,42.0,False,,True,False,False
002611.SZSE,东方精工,2025-08-25,2025-08,2板补涨阳,False,,无U,,True,封D1负,1.88,-3.02,-3.02,6.86,-2.27,9.34,12,+++,2,1.6,1.44,55.0,False,,True,False,False
002617.SZSE,露笑科技,2025-01-20,2025-01,2板补涨阳,False,,U坑内,,False,炸板,-3.61,-2.99,-2.99,-22.51,-31.42,13.0,19,+-+,2,5.04,2.45,47.0,False,,False,False,False
002622.SZSE,皓宸医疗,2024-09-30,2024-09,2板补涨阳,False,,U突破,,True,连板,10.1,10.1,11.11,4.65,-16.28,25.0,12,+++,2,3.45,1.72,107.0,True,02,True,True,False
002623.SZSE,亚玛顿,2026-02-04,2026-02,2板补涨阳,False,,无U,,True,封D1负,-4.57,-5.62,-5.62,13.56,3.16,10.09,7,+++,2,7.48,2.41,61.0,False,,True,False,False
002625.SZSE,光启技术,2024-10-21,2024-10,2板补涨阳,False,,无U,,True,封D1正,3.88,0.3,0.3,21.91,-2.91,25.56,9,+++,2,7.17,2.4,77.0,False,,True,False,False
002625.SZSE,光启技术,2024-11-05,2024-11,2板补涨阳,False,,无U,,True,封D1正,3.89,6.12,6.12,48.07,-2.91,52.51,20,+++,2,2.88,3.57,122.0,False,,True,False,False
002629.SZSE,仁智股份,2025-01-24,2025-01,2板补涨阳,False,,U突破,,True,封D1负,-0.21,-9.96,-9.96,3.06,-17.41,24.79,17,++-,2,5.04,1.2,36.0,False,,True,False,False
002629.SZSE,仁智股份,2026-03-17,2026-03,2板补涨阳,True,坑底首阳,U坑内,,False,封D1正,0.0,0.72,0.72,-21.82,-23.3,1.93,10,-++,2,1.6,1.76,39.0,False,,True,False,False
002631.SZSE,德尔未来,2026-06-30,2026-06,2板补涨阳,False,,无U,,True,封D1正,3.63,1.68,1.68,3.74,-1.21,5.02,4,+++,2,3.74,0.2,89.0,False,,True,False,False
002632.SZSE,道明光学,2024-03-18,2024-03,2板补涨阳,False,,U突破,,False,炸板,-5.79,-6.31,-6.31,-2.66,-7.42,5.14,5,+++,2,5.14,2.27,56.0,False,,False,False,False
002636.SZSE,金安国纪,2026-02-11,2026-02,2板补涨阳,False,,U突破,,True,炸板,-3.07,-4.17,-4.17,-3.04,-8.47,5.92,13,-++,2,2.26,2.63,48.0,False,,False,False,False
002639.SZSE,雪人集团,2025-06-05,2025-06,2板补涨阳,False,,无U,,True,炸板,-1.57,-3.66,-3.66,20.14,1.88,17.93,7,+++,2,5.46,3.73,60.0,False,,False,False,False
002640.SZSE,跨境通,2024-11-05,2024-11,2板补涨阳,False,,U坑内,,True,炸板,-3.99,0.0,0.0,-5.13,-7.37,2.42,15,+++,2,2.42,1.04,122.0,False,,False,False,False
002640.SZSE,跨境通,2026-05-11,2026-05,2板补涨阳,False,,无U,,True,封D1负,1.32,-4.63,-4.63,2.74,2.24,0.49,3,+++,2,0.49,1.95,89.0,False,,True,False,False
002642.SZSE,荣联科技,2023-09-19,2023-09,2板补涨阳,False,,U坑内,,True,封D1正,0.0,3.45,3.45,-13.9,-14.84,1.1,6,+++,2,1.1,1.92,36.0,False,,True,False,False
002642.SZSE,荣联科技,2024-03-07,2024-03,2板补涨阳,False,,无U,,True,封D1负,-0.4,-3.91,-3.91,27.41,2.08,24.81,13,++-,2,5.31,3.28,63.0,False,,True,False,False
002645.SZSE,华宏科技,2024-03-29,2024-03,2板补涨阳,False,,无U,,True,封D1负,0.0,-0.35,-0.35,2.87,1.88,0.97,10,-++,2,0.97,3.01,59.0,False,,True,False,False
002645.SZSE,华宏科技,2026-05-11,2026-05,2板补涨阳,False,,无U,,True,炸板,-1.73,-4.55,-4.55,6.25,0.31,5.92,4,+++,2,1.63,0.74,89.0,False,,False,False,False
002645.SZSE,华宏科技,2026-05-20,2026-05,2板补涨阳,False,,无U,,True,封D1负,0.46,-5.58,-5.58,6.21,0.31,5.88,11,+++,2,-0.29,1.06,75.0,False,,True,False,False
002645.SZSE,华宏科技,2026-05-25,2026-05,2板补涨阳,False,,无U,,False,封D1正,3.53,1.94,1.94,12.77,0.31,12.42,14,-++,2,2.22,2.53,99.0,False,,True,False,False
002647.SZSE,仁东控股,2024-09-05,2024-09,2板补涨阳,False,,U坑内,,False,封D1负,2.41,-2.84,-2.84,-5.68,-13.41,8.92,12,+++,2,1.47,1.71,31.0,False,,True,False,False
002649.SZSE,博彦科技,2024-10-31,2024-10,2板补涨阳,False,,无U,,True,封D1负,1.61,-9.83,-9.83,5.63,-1.88,7.65,17,-++,2,5.72,0.51,118.0,False,,True,False,False
002651.SZSE,利君股份,2026-08-24,2026-08,2板补涨阳,True,坑底首阳,U坑内,,False,封D1负,-2.44,-3.25,-3.25,-15.17,-15.28,0.13,5,+++,2,0.13,0.38,47.0,False,,True,False,False
002655.SZSE,共达电声,2026-05-21,2026-05,2板补涨阳,True,坑底首阳,U坑内,,False,炸板,-2.73,-3.36,-3.36,-16.17,-16.17,0.0,9,-++,2,-0.69,2.65,51.0,False,,False,False,False
002655.SZSE,共达电声,2026-05-28,2026-05,2板补涨阳,False,,U突破,,False,炸板,0.49,-5.26,-5.26,-1.29,-16.17,17.75,14,+++,2,5.17,1.68,45.0,False,,False,False,False
002657.SZSE,中科金财,2023-11-08,2023-11,2板补涨阳,False,,U突破,,False,封D1负,2.09,-1.17,-1.17,5.71,-5.88,12.31,16,-++,2,3.95,0.78,42.0,False,,True,False,False
002657.SZSE,中科金财,2024-03-21,2024-03,2板补涨阳,False,,U突破,,True,封D1正,1.98,1.02,1.02,1.64,-6.94,9.23,20,+-+,2,2.03,0.32,64.0,False,,True,False,False
002657.SZSE,中科金财,2024-10-28,2024-10,2板补涨阳,False,,U坑内,,False,连板,6.0,9.98,5.58,-12.46,-17.1,5.59,14,+++,2,2.0,1.47,121.0,True,05,True,True,False
002663.SZSE,普邦股份,2024-12-02,2024-12,2板补涨阳,False,,U坑内,,False,封D1负,-0.45,-0.9,-0.9,-16.46,-22.22,7.41,16,+-+,2,2.01,0.5,105.0,False,,True,False,False
002663.SZSE,普邦股份,2024-12-06,2024-12,2板补涨阳,False,,U坑内,,True,封D1负,2.03,-5.28,-5.28,-7.82,-22.22,18.52,20,+-+,2,4.67,0.93,103.0,False,,True,False,False
002676.SZSE,顺威股份,2024-04-22,2024-04,2板补涨阳,False,,U坑内,,True,封D1负,-5.75,-2.53,-2.53,-22.24,-31.5,13.51,15,--+,2,0.25,0.76,41.0,False,,True,False,False
002679.SZSE,福建金森,2025-11-12,2025-11,2板补涨阳,False,,U突破,,False,炸板,-4.55,0.67,0.67,-3.07,-5.14,2.18,8,+++,2,0.74,1.19,52.0,False,,False,False,False
002679.SZSE,福建金森,2025-11-13,2025-11,2板补涨阳,False,,U突破,,False,炸板,-8.44,-3.15,-3.15,3.14,-5.14,8.73,9,-++,2,6.41,3.61,48.0,False,,False,False,False
002679.SZSE,福建金森,2025-11-17,2025-11,2板补涨阳,False,,U突破,,True,封D1负,-0.53,-9.99,-9.99,9.86,-5.14,15.81,11,+++,2,2.33,3.33,59.0,False,,True,False,False
002685.SZSE,华东重机,2024-08-29,2024-08,2板补涨阳,True,坑底首阳,U坑内,,False,封D1正,-0.96,1.61,1.61,-31.14,-32.36,1.8,20,--+,2,1.8,1.44,30.0,False,,True,False,False
002685.SZSE,华东重机,2024-10-15,2024-10,2板补涨阳,False,,U坑内,,False,封D1正,0.0,3.52,3.52,-10.0,-10.0,0.0,4,+++,2,0.0,0.97,71.0,False,,True,False,False
002685.SZSE,华东重机,2024-10-17,2024-10,2板补涨阳,False,,U突破,,True,炸板,-6.18,7.53,33.2,2.39,-10.0,13.77,6,+++,2,3.52,3.3,67.0,False,,False,True,False
002685.SZSE,华东重机,2024-10-18,2024-10,2板补涨阳,False,,U突破,,True,连板,10.05,10.05,23.88,10.0,-10.0,22.22,7,+++,2,7.43,2.55,41.0,True,05,True,True,False
002687.SZSE,乔治白,2026-06-29,2026-06,2板补涨阳,False,,U坑内,,False,封D1正,1.61,5.43,5.43,-10.85,-10.85,0.0,3,++-,2,-0.88,2.41,51.0,False,,True,False,False
002687.SZSE,乔治白,2026-07-10,2026-07,2板补涨阳,False,,U突破,,True,炸板,-0.51,-6.14,-6.14,5.13,-10.85,17.92,12,+++,2,0.76,0.38,63.0,False,,False,False,False
002709.SZSE,天赐材料,2024-11-05,2024-11,2板补涨阳,False,,U坑内,,True,封D1正,0.05,2.43,2.43,-9.92,-22.78,16.66,20,+++,2,0.0,2.83,122.0,False,,True,False,False
002709.SZSE,天赐材料,2025-09-29,2025-09,2板补涨阳,False,,无U,,True,封D1正,-1.57,1.54,1.54,21.95,-0.86,23.0,15,+++,2,4.82,2.55,39.0,False,,True,False,False
002712.SZSE,思美传媒,2024-05-09,2024-05,2板补涨阳,False,,无U,,True,炸板,-2.19,-6.88,-6.88,8.79,-1.12,10.02,4,++-,2,0.87,3.99,37.0,False,,False,False,False
002713.SZSE,东易日盛,2024-12-13,2024-12,2板补涨阳,False,,U突破,,True,炸板,-1.69,-10.48,-10.48,-2.8,-5.6,2.97,5,+++,2,2.97,3.14,119.0,False,,False,False,False
002713.SZSE,东易日盛,2024-12-19,2024-12,2板补涨阳,False,,U坑内,,True,封D1负,-4.05,-6.75,-6.75,-11.2,-13.18,2.28,9,-++,2,2.28,1.71,84.0,False,,True,False,False
002716.SZSE,湖南白银,2025-08-05,2025-08,2板补涨阳,False,,U坑内,,True,炸板,0.0,-1.19,-1.19,-5.15,-7.84,2.91,16,-++,2,2.68,0.22,41.0,False,,False,False,False
002718.SZSE,友邦吊顶,2024-11-05,2024-11,2板补涨阳,False,,U坑内,,False,封D1负,-1.34,-3.34,-3.34,-8.59,-19.19,13.12,17,+-+,2,5.79,0.35,122.0,False,,True,False,False
002718.SZSE,友邦吊顶,2024-12-10,2024-12,2板补涨阳,False,,U坑内,,False,炸板,-4.67,-3.2,-3.2,-16.66,-19.12,3.05,9,-++,2,1.5,0.5,83.0,False,,False,False,False
002729.SZSE,好利科技,2023-10-24,2023-10,2板补涨阳,False,,U坑内,,False,炸板,-6.41,-1.73,-1.73,-7.61,-7.61,0.0,3,++-,2,-2.31,3.72,31.0,False,,False,False,False
002729.SZSE,好利科技,2023-11-15,2023-11,2板补涨阳,False,,U突破,,True,炸板,-6.16,-0.73,-0.73,6.04,-8.42,15.79,19,+++,2,2.25,0.96,32.0,False,,False,False,False
002739.SZSE,儒意电影,2026-08-10,2026-08,2板补涨阳,False,,U坑内,,False,封D1正,3.73,1.91,1.91,-12.5,-17.34,5.86,17,+--,2,0.89,0.78,59.0,False,,True,False,False
002741.SZSE,光华科技,2024-03-01,2024-03,2板补涨阳,False,,无U,,True,封D1负,4.4,-4.1,-4.1,3.66,-2.55,6.37,10,++-,2,4.37,1.8,82.0,False,,True,False,False
002741.SZSE,光华科技,2024-03-11,2024-03,2板补涨阳,False,,无U,,False,封D1负,-3.6,-6.07,-6.07,3.23,-2.55,5.93,16,-+-,2,0.58,0.5,52.0,False,,True,False,False
002741.SZSE,光华科技,2024-07-11,2024-07,2板补涨阳,False,,U坑内,,False,封D1负,1.47,-6.95,-6.95,-4.06,-4.06,0.0,3,++-,2,-2.2,2.2,34.0,False,,True,False,False
002741.SZSE,光华科技,2026-06-15,2026-06,2板补涨阳,False,,U突破,,True,连板,10.0,10.0,26.73,6.2,-7.74,15.11,15,+++,2,7.24,2.75,83.0,True,03,True,True,False
002757.SZSE,南兴股份,2025-02-07,2025-02,2板补涨阳,False,,无U,,True,炸板,-6.83,-4.21,-4.21,2.01,2.01,0.0,4,++-,2,-1.43,1.82,71.0,False,,False,False,False
002757.SZSE,南兴股份,2025-02-17,2025-02,2板补涨阳,False,,无U,,True,连板,-4.4,9.99,7.07,12.21,2.01,10.01,10,+++,2,3.48,2.88,53.0,True,05,True,True,False
002762.SZSE,金发拉比,2025-04-10,2025-04,2板补涨阳,False,,U坑内,,False,封D1负,-0.17,-0.52,-0.52,-27.42,-30.19,3.97,17,---,2,0.96,0.77,87.0,False,,True,False,False
002767.SZSE,先锋电子,2024-02-19,2024-02,2板补涨阳,False,,U坑内,,False,封D1负,0.48,-0.96,-0.96,-49.66,-53.52,8.3,17,---,2,8.3,0.46,430.0,False,,True,False,False
002769.SZSE,普路通,2024-12-11,2024-12,2板补涨阳,False,,U坑内,,False,连板,3.0,9.98,-0.21,-4.62,-10.14,6.14,6,+++,2,2.79,2.55,82.0,True,02,True,True,False
002771.SZSE,真视通,2023-10-16,2023-10,2板补涨阳,True,坑中纠缠,U坑内,,False,连板,9.99,9.99,92.94,-9.52,-9.82,0.33,4,+--,2,0.33,1.78,28.0,True,03,True,True,False
002771.SZSE,真视通,2024-03-04,2024-03,2板补涨阳,False,,无U,,False,炸板,-4.5,0.87,0.87,17.74,0.86,16.75,9,++-,2,3.48,3.05,56.0,False,,False,False,False
002777.SZSE,久远银海,2023-05-05,2023-05,2板补涨阳,False,,U坑内,,True,连板,1.39,9.99,12.77,-23.53,-27.37,5.3,17,,2,0.77,2.92,76.0,True,02,True,True,False
002777.SZSE,久远银海,2023-05-31,2023-05,2板补涨阳,False,,U坑内,,True,封D1正,-0.29,0.0,0.0,-25.38,-31.19,8.45,17,---,2,1.03,0.07,33.0,False,,True,False,False
002777.SZSE,久远银海,2024-11-05,2024-11,2板补涨阳,False,,U突破,,True,封D1负,0.39,-1.6,-1.6,11.22,-11.54,25.73,20,+++,2,-0.85,0.38,122.0,False,,True,False,False
002779.SZSE,中坚科技,2024-12-20,2024-12,2板补涨阳,False,,U坑内,,True,连板,1.99,10.0,10.06,-11.79,-14.69,3.41,14,-++,2,2.48,3.5,50.0,True,02,True,True,False
002779.SZSE,中坚科技,2025-01-08,2025-01,2板补涨阳,False,,U坑内,,True,封D1正,-0.17,6.79,6.79,-10.93,-11.87,1.06,11,-++,2,1.06,2.02,77.0,False,,True,False,False
002779.SZSE,中坚科技,2025-01-10,2025-01,2板补涨阳,False,,U突破,,True,炸板,-4.1,-11.65,-11.65,4.63,-11.87,18.71,13,-+-,2,6.79,3.21,77.0,False,,False,False,False
002782.SZSE,可立克,2026-06-16,2026-06,2板补涨阳,False,,U坑内,,False,封D1负,0.51,-3.93,-3.93,-23.03,-27.35,5.94,19,--+,2,5.94,0.05,127.0,False,,True,False,False
002787.SZSE,华源控股,2026-05-20,2026-05,2板补涨阳,False,,U突破,,True,封D1负,0.78,-7.67,-7.67,19.83,-12.91,37.59,15,+++,2,-1.2,1.85,75.0,False,,True,False,False
002787.SZSE,华源控股,2026-06-25,2026-06,2板补涨阳,False,,U坑内,,False,封D1正,4.35,7.02,7.02,-9.34,-17.36,9.71,14,+++,2,0.44,1.24,87.0,False,,True,False,False
002792.SZSE,通宇通讯,2024-02-23,2024-02,2板补涨阳,False,,无U,,True,炸板,-5.3,-2.31,-2.31,7.82,1.37,6.36,4,+--,2,6.36,0.95,56.0,False,,False,False,False
002792.SZSE,通宇通讯,2024-03-06,2024-03,2板补涨阳,False,,无U,,True,炸板,-4.56,-8.87,-8.87,20.55,1.37,18.92,12,++-,2,-1.51,2.57,38.0,False,,False,False,False
002792.SZSE,通宇通讯,2024-11-20,2024-11,2板补涨阳,True,坑底首阳,U坑内,,False,连板,3.82,10.03,5.37,-8.91,-10.77,2.08,7,+++,2,2.08,0.07,79.0,True,02,True,True,False
002792.SZSE,通宇通讯,2026-01-05,2026-01,2板补涨阳,False,,U突破,,True,炸板,-8.22,0.83,0.83,1.67,-5.48,7.56,4,+++,2,7.56,2.44,49.0,False,,False,False,False
002792.SZSE,通宇通讯,2026-01-23,2026-01,2板补涨阳,True,坑中纠缠,U坑内,,True,封D1正,2.55,5.9,5.9,-17.24,-20.96,4.7,11,-++,2,4.7,0.95,63.0,False,,True,False,False
002792.SZSE,通宇通讯,2026-08-06,2026-08,2板补涨阳,False,,无U,,True,连板,10.0,10.0,0.86,6.92,6.92,0.0,2,+--,2,6.92,3.1,93.0,True,01,True,True,False
002795.SZSE,永和智控,2024-05-22,2024-05,2板补涨阳,False,,U坑内,,False,炸板,-6.69,-10.04,-10.04,-7.23,-15.06,9.22,11,++-,2,0.87,0.66,16.0,False,,False,False,False
002796.SZSE,世嘉科技,2024-03-11,2024-03,2板补涨阳,False,,无U,,True,封D1负,0.2,-3.51,-3.51,27.21,1.26,25.62,15,++-,2,3.66,0.8,52.0,False,,True,False,False
002796.SZSE,世嘉科技,2026-01-27,2026-01,2板补涨阳,False,,无U,,True,封D1负,1.49,-1.17,-1.17,5.43,0.37,5.04,7,+++,2,0.93,3.5,57.0,False,,True,False,False
002802.SZSE,洪汇新材,2024-11-14,2024-11,2板补涨阳,False,,U突破,,True,封D1负,-0.89,-4.47,-4.47,0.74,-4.79,5.81,13,+++,2,0.58,1.15,50.0,False,,True,False,False
002806.SZSE,华锋股份,2024-07-10,2024-07,2板补涨阳,True,坑中纠缠,U坑内,,False,封D1正,5.05,1.65,1.65,-13.3,-17.38,4.94,12,-++,2,4.94,0.76,36.0,False,,True,False,False
