vt_symbol,name,date,ym,res,D1开%,D1收%,板留%,地基,回撤%,蹲深%,弹回%,低点位置,振幅%,破顶,断板,上波高,昨幅%,昨上影%,昨涨停家,is_wv,is_lim,n1_lim
002300.SZSE,太阳电缆,2026-01-14,2026-01,炸板,-5.34,-7.67,-7.67,DN·阴跌到点,-27.67,-29.37,2.41,0.6470588235294118,27.46,False,19,3,-6.68,0.0,52.0,False,False,False
002300.SZSE,太阳电缆,2026-08-10,2026-08,封D1负,-1.39,-3.67,-3.67,HIGH·新高贴顶,1.13,-1.83,3.01,0.3333333333333333,7.03,True,11,2,-1.1,0.14,59.0,False,True,False
002301.SZSE,齐心集团,2025-11-24,2025-11,封D1负,-0.9,-0.77,-0.77,DN·阴跌到点,-13.34,-13.34,0.0,1.0,4.66,False,3,2,-4.45,3.91,23.0,False,True,False
002301.SZSE,齐心集团,2025-12-02,2025-12,炸板,-3.27,-3.87,-3.87,U·U型蹲,-8.08,-13.34,6.07,0.14285714285714285,11.02,False,9,2,-1.7,0.79,54.0,False,False,False
002302.SZSE,西部建设,2025-08-08,2025-08,连板,6.1,10.07,11.06,DN·阴跌到点,-12.07,-12.48,0.47,0.6363636363636364,17.4,True,13,2,0.31,0.31,47.0,True,True,True
002307.SZSE,北新路桥,2025-12-15,2025-12,封D1负,-1.04,-6.43,-6.43,DN·阴跌到点,-8.73,-8.73,0.0,1.0,12.81,True,15,2,-1.32,0.19,67.0,False,True,False
002309.SZSE,中利集团,2025-12-11,2025-12,连板,9.89,9.89,4.12,U·U型蹲,-21.56,-27.49,8.17,0.2777777777777778,30.39,False,20,3,-2.07,0.3,50.0,True,True,True
002309.SZSE,中利集团,2026-03-30,2026-03,封D1正,0.84,3.78,3.78,DN·阴跌到点,-14.6,-14.6,0.0,1.0,9.47,False,3,4,-8.65,2.11,72.0,False,True,False
002309.SZSE,中利集团,2026-04-02,2026-04,封D1正,-2.61,1.0,1.0,MID·中位浅调,-10.65,-14.6,4.62,0.25,14.09,False,6,4,-8.3,2.83,49.0,False,True,False
002309.SZSE,中利集团,2026-04-20,2026-04,封D1负,2.97,-1.6,-1.6,DN·阴跌到点,-21.5,-21.5,0.0,1.0,31.41,True,17,4,-2.69,2.93,57.0,False,True,False
002310.SZSE,东方新能,2026-03-27,2026-03,封D1负,6.51,-1.04,-1.04,FLAT·横盘平台,-8.88,-8.88,0.0,1.0,8.88,False,4,3,-8.16,1.58,36.0,False,True,False
002310.SZSE,东方新能,2026-04-07,2026-04,封D1正,1.29,2.25,2.25,DN·阴跌到点,-26.11,-26.11,0.0,1.0,35.69,True,10,3,-6.6,0.99,26.0,False,True,False
002312.SZSE,川发龙蟒,2024-02-21,2024-02,封D1负,0.85,-1.13,-1.13,FLAT·横盘平台,-4.31,-4.31,0.0,1.0,1.09,False,3,3,-1.08,0.46,80.0,False,True,False
002312.SZSE,川发龙蟒,2024-11-19,2024-11,炸板,-4.2,7.39,12.09,DN·阴跌到点,-23.09,-23.09,0.0,1.0,57.44,True,13,4,-3.65,1.13,74.0,False,False,True
002313.SZSE,日海智能,2023-12-27,2023-12,封D1正,2.42,3.54,3.54,DN·阴跌到点,-25.84,-25.84,0.0,1.0,36.37,True,10,2,-3.84,0.39,35.0,False,True,False
002313.SZSE,日海智能,2024-03-04,2024-03,封D1正,2.29,4.03,4.03,FLAT·横盘平台,-11.36,-11.36,0.0,1.0,3.71,False,4,4,-3.58,2.08,56.0,False,True,False
002313.SZSE,日海智能,2024-03-08,2024-03,连板,3.12,9.97,19.21,MID·中位浅调,-7.11,-11.36,4.79,0.3333333333333333,14.49,True,8,4,-6.62,1.07,44.0,True,True,True
002313.SZSE,日海智能,2025-02-05,2025-02,封D1正,1.2,5.22,5.22,DN·阴跌到点,-11.83,-11.83,0.0,1.0,19.64,True,13,2,-5.44,0.91,35.0,False,True,False
002315.SZSE,焦点科技,2023-05-23,2023-05,炸板,-4.96,-2.36,-2.36,MID·中位浅调,-6.83,-8.41,1.72,0.5,21.96,True,12,3,-4.8,0.62,31.0,False,False,False
002316.SZSE,亚联发展,2023-04-28,2023-04,封D1正,0.67,3.14,3.14,DN·阴跌到点,-25.14,-25.14,0.0,1.0,35.31,True,8,2,-4.48,0.0,28.0,False,True,False
002316.SZSE,亚联发展,2023-08-21,2023-08,封D1正,0.0,3.77,3.77,DN·阴跌到点,-24.61,-24.61,0.0,1.0,20.75,False,19,2,-4.33,1.62,16.0,False,True,False
002317.SZSE,众生药业,2025-06-20,2025-06,炸板,-2.77,-3.94,-3.94,DN·阴跌到点,-12.35,-12.35,0.0,1.0,21.21,True,8,2,-1.99,1.66,26.0,False,False,False
002319.SZSE,乐通股份,2024-03-04,2024-03,封D1负,5.49,-0.42,-0.42,U·U型蹲,-16.02,-26.09,13.64,0.2857142857142857,39.75,True,16,2,-1.56,1.28,56.0,False,True,False
002320.SZSE,海峡股份,2025-11-05,2025-11,封D1负,5.45,-7.66,-7.66,HIGH·新高贴顶,0.0,-7.64,8.28,0.45454545454545453,13.69,True,13,2,-2.51,1.25,44.0,False,True,False
002329.SZSE,皇氏集团,2024-12-20,2024-12,封D1负,-0.89,-8.24,-8.24,DN·阴跌到点,-5.34,-5.34,0.0,1.0,21.57,True,16,2,-2.16,1.44,50.0,False,True,False
002333.SZSE,罗普斯金,2024-01-30,2024-01,封D1负,3.95,-4.26,-4.26,DN·阴跌到点,-24.4,-24.4,0.0,1.0,20.23,False,8,2,-5.23,1.27,25.0,False,True,False
002339.SZSE,积成电子,2026-01-23,2026-01,封D1正,0.96,2.79,2.79,FLAT·横盘平台,-8.42,-8.42,0.0,1.0,6.13,False,4,2,-3.42,1.48,63.0,False,True,False
002339.SZSE,积成电子,2026-02-02,2026-02,封D1正,-2.34,1.33,1.33,MID·中位浅调,-4.39,-8.42,4.41,0.25,17.91,True,10,2,-5.87,0.86,41.0,False,True,False
002339.SZSE,积成电子,2026-02-06,2026-02,封D1正,-0.71,1.49,1.49,HIGH·新高贴顶,1.75,-8.42,11.11,0.16666666666666666,18.01,True,14,2,-5.84,2.27,37.0,False,True,False
002339.SZSE,积成电子,2026-03-18,2026-03,封D1负,-0.48,-4.16,-4.16,DN·阴跌到点,-10.4,-10.4,0.0,1.0,16.18,True,9,2,-3.81,0.85,33.0,False,True,False
002339.SZSE,积成电子,2026-03-24,2026-03,炸板,-5.77,-4.7,-4.7,DN·阴跌到点,-13.08,-13.08,0.0,1.0,19.76,True,13,2,-5.0,3.88,24.0,False,False,False
002342.SZSE,巨力索具,2025-04-18,2025-04,封D1正,0.43,4.96,4.96,LB·L趴底,-29.08,-30.08,1.44,0.5555555555555556,59.86,True,20,6,0.24,2.85,78.0,False,True,False
002342.SZSE,巨力索具,2026-01-21,2026-01,连板,5.27,10.01,22.52,DN·阴跌到点,-23.48,-23.48,0.0,1.0,37.66,True,6,4,-5.75,1.48,50.0,True,True,True
002343.SZSE,慈文传媒,2023-05-11,2023-05,封D1负,1.95,-1.95,-1.95,DN·阴跌到点,-21.76,-21.76,0.0,1.0,35.08,True,12,2,-1.53,2.94,26.0,False,True,False
002346.SZSE,柘中股份,2025-01-14,2025-01,封D1负,1.7,-1.54,-1.54,HIGH·新高贴顶,-1.51,-2.85,1.38,0.3333333333333333,9.99,True,5,2,-7.83,1.41,42.0,False,True,False
002346.SZSE,柘中股份,2026-07-31,2026-07,封D1正,2.16,1.87,1.87,DN·阴跌到点,-28.61,-28.61,0.0,1.0,31.6,False,15,2,-5.64,1.15,46.0,False,True,False
002348.SZSE,高乐股份,2024-12-05,2024-12,封D1正,1.14,0.91,0.91,DN·阴跌到点,-10.31,-10.31,0.0,1.0,20.25,True,7,2,-5.88,0.0,69.0,False,True,False
002348.SZSE,高乐股份,2024-12-13,2024-12,炸板,-3.36,-10.67,-10.67,HIGH·新高贴顶,3.14,-10.31,15.0,0.45454545454545453,20.25,True,13,2,-0.86,1.29,119.0,False,False,False
002348.SZSE,高乐股份,2025-12-11,2025-12,炸板,-5.19,-4.47,-4.47,HIGH·新高贴顶,-1.41,-3.12,1.77,0.0,9.19,True,5,4,-0.79,2.36,50.0,False,False,False
002348.SZSE,高乐股份,2026-04-29,2026-04,封D1正,3.87,5.1,5.1,HIGH·新高贴顶,8.69,0.9,7.72,0.07692307692307693,11.97,True,15,2,-2.92,0.71,53.0,False,True,False
002351.SZSE,漫步者,2023-06-01,2023-06,炸板,-4.11,-4.62,-4.62,MID·中位浅调,-19.65,-22.1,3.15,0.8888888888888888,32.21,True,20,2,-0.62,1.68,32.0,False,False,False
002354.SZSE,天娱数科,2024-12-05,2024-12,连板,9.96,9.96,37.37,U·U型蹲,-4.66,-13.06,9.66,0.5,26.39,True,10,2,-4.13,3.94,69.0,True,True,True
002354.SZSE,天娱数科,2026-06-18,2026-06,连板,4.79,9.96,4.92,DN·阴跌到点,-20.74,-20.74,0.0,1.0,13.51,False,6,4,-3.17,0.83,67.0,True,True,True
002355.SZSE,兴民智通,2025-05-29,2025-05,封D1负,1.97,-1.58,-1.58,HIGH·新高贴顶,0.44,-2.76,3.28,0.4,7.16,True,17,2,-0.14,2.02,49.0,False,True,False
002355.SZSE,兴民智通,2026-02-13,2026-02,封D1正,5.49,1.07,1.07,FLAT·横盘平台,-9.22,-9.22,0.0,1.0,7.07,False,6,2,-1.59,1.45,55.0,False,True,False
002356.SZSE,鹏飞绿能,2023-08-02,2023-08,封D1正,8.77,3.68,3.68,FLAT·横盘平台,-10.84,-11.36,0.58,0.8333333333333334,5.44,False,20,4,-2.63,0.19,25.0,False,True,False
002356.SZSE,鹏飞绿能,2024-11-25,2024-11,炸板,-6.95,-0.25,-0.25,FLAT·横盘平台,-8.04,-8.04,0.0,1.0,9.29,True,5,2,-8.5,0.5,60.0,False,False,False
002356.SZSE,鹏飞绿能,2026-03-13,2026-03,炸板,-3.4,-2.76,-2.76,FLAT·横盘平台,-7.76,-7.76,0.0,1.0,4.91,False,9,2,-3.17,2.94,46.0,False,False,False
002358.SZSE,森源电气,2026-02-12,2026-02,炸板,-2.47,-5.77,-5.77,HIGH·新高贴顶,-1.15,-13.06,13.7,0.4,16.35,True,17,3,0.26,2.6,46.0,False,False,False
002358.SZSE,森源电气,2026-02-24,2026-02,封D1正,3.75,2.05,2.05,HIGH·新高贴顶,2.43,-13.06,17.82,0.35294117647058826,21.94,True,19,3,-3.38,0.97,29.0,False,True,False
002361.SZSE,神剑股份,2025-01-16,2025-01,封D1正,-0.19,0.0,0.0,DN·阴跌到点,-10.46,-10.46,0.0,1.0,26.43,True,11,3,-6.15,1.15,54.0,False,True,False
002361.SZSE,神剑股份,2026-04-08,2026-04,封D1负,0.0,-2.21,-2.21,DN·阴跌到点,-7.58,-7.58,0.0,1.0,13.38,True,5,4,-3.11,3.94,81.0,False,True,False
002364.SZSE,中恒电气,2025-01-02,2025-01,封D1负,1.1,-2.78,-2.78,HIGH·新高贴顶,10.33,4.29,5.78,0.0,12.75,True,6,2,-6.17,3.91,39.0,False,True,False
002364.SZSE,中恒电气,2025-01-06,2025-01,连板,2.44,10.01,8.9,HIGH·新高贴顶,18.0,4.29,13.14,0.0,16.37,True,8,2,-2.78,1.94,41.0,True,True,True
002364.SZSE,中恒电气,2025-09-05,2025-09,封D1正,1.03,6.11,6.11,MID·中位浅调,-8.29,-13.1,5.53,0.09090909090909091,28.62,True,13,3,-6.64,0.61,33.0,False,True,False
002364.SZSE,中恒电气,2026-05-13,2026-05,封D1正,5.04,0.7,0.7,HIGH·新高贴顶,3.55,-6.45,10.69,0.625,16.48,True,18,4,-1.63,0.65,50.0,False,True,False
002365.SZSE,永安药业,2025-06-12,2025-06,连板,2.05,10.02,17.86,HIGH·新高贴顶,2.46,-6.34,9.39,0.6363636363636364,29.16,True,13,3,-8.87,2.53,44.0,True,True,True
002365.SZSE,永安药业,2026-07-27,2026-07,封D1正,2.89,2.03,2.03,FLAT·横盘平台,-11.76,-11.76,0.0,1.0,8.34,False,7,2,-6.21,2.98,36.0,False,True,False
002365.SZSE,永安药业,2026-08-07,2026-08,炸板,-2.82,-3.66,-3.66,HIGH·新高贴顶,-2.05,-11.76,11.01,0.35714285714285715,12.21,False,16,2,1.25,1.33,69.0,False,False,False
002366.SZSE,融发核电,2025-06-12,2025-06,封D1正,0.27,1.48,1.48,LB·L趴底,-17.84,-18.81,1.2,0.14285714285714285,10.91,False,9,5,-4.51,0.85,44.0,False,True,False
002366.SZSE,融发核电,2025-06-23,2025-06,封D1负,-2.79,-2.43,-2.43,U·U型蹲,-9.1,-18.81,11.96,0.07142857142857142,26.46,True,16,5,-8.55,2.32,36.0,False,True,False
002369.SZSE,卓翼科技,2025-01-03,2025-01,封D1负,-0.88,-6.42,-6.42,DN·阴跌到点,-32.28,-32.28,0.0,1.0,53.93,True,11,2,-2.04,1.73,51.0,False,True,False
002370.SZSE,亚太药业,2025-10-22,2025-10,封D1负,0.26,-5.58,-5.58,DN·阴跌到点,-7.28,-7.28,0.0,1.0,10.71,True,4,3,-4.76,1.22,63.0,False,True,False
002374.SZSE,中锐股份,2025-11-21,2025-11,炸板,-12.34,-11.02,-11.02,DN·阴跌到点,-17.81,-17.81,0.0,1.0,21.39,False,7,3,-1.98,0.85,35.0,False,False,False
002378.SZSE,章源钨业,2026-03-06,2026-03,炸板,-3.26,-2.33,-2.33,HIGH·新高贴顶,2.96,2.54,0.41,0.3333333333333333,8.05,True,5,3,-7.07,0.27,55.0,False,False,False
002380.SZSE,科远智慧,2024-03-06,2024-03,封D1负,6.09,-3.07,-3.07,HIGH·新高贴顶,21.03,2.73,17.81,0.0,22.03,True,12,2,-3.46,1.54,38.0,False,True,False
002388.SZSE,新亚制程,2024-10-30,2024-10,连板,9.93,9.93,-1.08,HIGH·新高贴顶,-2.7,-12.74,11.5,0.14285714285714285,17.04,True,16,2,-3.63,1.15,93.0,True,True,True
002396.SZSE,星网锐捷,2026-07-13,2026-07,炸板,2.58,-5.29,-5.29,HIGH·新高贴顶,6.72,2.76,3.86,0.0,10.02,True,5,2,-5.15,3.8,79.0,False,False,False
002397.SZSE,梦洁股份,2025-01-20,2025-01,封D1正,-0.3,0.3,0.3,DN·阴跌到点,-15.21,-15.21,0.0,1.0,37.54,True,11,3,-3.53,0.0,47.0,False,True,False
002398.SZSE,垒知集团,2025-02-18,2025-02,封D1正,0.96,1.76,1.76,HIGH·新高贴顶,1.97,-7.9,10.72,0.125,11.11,True,10,3,0.18,3.35,74.0,False,True,False
002400.SZSE,省广集团,2024-11-13,2024-11,封D1负,0.13,-2.18,-2.18,FLAT·横盘平台,-8.99,-8.99,0.0,1.0,5.5,False,4,2,-5.21,2.94,65.0,False,True,False
002400.SZSE,省广集团,2024-11-29,2024-11,连板,2.8,10.05,2.22,HIGH·新高贴顶,-0.13,-10.65,11.78,0.5,22.7,True,16,2,-7.93,3.79,75.0,True,True,True
002400.SZSE,省广集团,2026-01-28,2026-01,炸板,-9.47,0.89,0.89,MID·中位浅调,-18.68,-23.24,5.94,0.25,20.75,False,10,4,-0.18,2.4,46.0,False,False,False
002403.SZSE,爱仕达,2024-11-15,2024-11,封D1正,2.87,3.66,3.66,DN·阴跌到点,-12.49,-12.49,0.0,1.0,17.65,True,7,3,-1.61,1.18,27.0,False,True,False
002403.SZSE,爱仕达,2024-12-24,2024-12,炸板,-5.61,-10.98,-10.98,DN·阴跌到点,-23.97,-23.97,0.0,1.0,47.33,True,9,4,-8.84,2.7,26.0,False,False,False
002404.SZSE,嘉欣丝绸,2026-06-17,2026-06,封D1负,-1.75,-9.94,-9.94,LB·L趴底,-15.95,-15.95,0.0,0.5555555555555556,21.38,True,11,2,-1.89,0.0,105.0,False,True,False
002406.SZSE,远东传动,2023-10-18,2023-10,炸板,-7.86,-9.15,-9.15,LB·L趴底,-16.77,-18.06,1.59,0.42857142857142855,9.8,False,9,3,-6.5,0.4,22.0,False,False,False
002407.SZSE,多氟多,2025-09-15,2025-09,炸板,-5.64,-6.59,-6.59,HIGH·新高贴顶,2.33,1.56,0.77,0.3333333333333333,4.12,True,5,2,-3.23,1.3,57.0,False,False,False
002407.SZSE,多氟多,2025-10-13,2025-10,封D1负,1.2,-3.22,-3.22,HIGH·新高贴顶,13.29,-4.13,18.16,0.5882352941176471,27.97,True,19,2,-7.07,1.18,53.0,False,True,False
002410.SZSE,广联达,2024-10-14,2024-10,封D1正,2.76,3.05,3.05,DN·阴跌到点,-13.72,-13.72,0.0,1.0,16.91,True,4,4,-5.94,2.27,28.0,False,True,False
002413.SZSE,雷科防务,2025-12-09,2025-12,封D1负,-5.42,-7.16,-7.16,FLAT·横盘平台,-4.1,-10.46,7.11,0.3333333333333333,7.11,False,5,3,1.14,3.41,63.0,False,True,False
002413.SZSE,雷科防务,2025-12-15,2025-12,封D1负,6.21,-3.01,-3.01,HIGH·新高贴顶,-2.16,-10.46,9.28,0.14285714285714285,17.83,True,9,3,-2.99,3.64,67.0,False,True,False
002418.SZSE,康盛股份,2026-05-06,2026-05,封D1正,0.0,2.74,2.74,DN·阴跌到点,-17.18,-17.18,0.0,1.0,19.5,False,9,2,-3.75,0.34,69.0,False,True,False
002423.SZSE,中粮资本,2023-05-12,2023-05,封D1正,3.1,1.18,1.18,DN·阴跌到点,-5.76,-5.76,0.0,1.0,10.69,True,5,2,-4.38,1.69,35.0,False,True,False
002425.SZSE,凯撒文化,2024-05-21,2024-05,封D1正,2.05,2.64,2.64,FLAT·横盘平台,-8.01,-8.01,0.0,1.0,5.16,False,4,2,-3.12,0.94,36.0,False,True,False
002425.SZSE,凯撒文化,2026-08-11,2026-08,炸板,-9.07,-4.67,-4.67,DN·阴跌到点,-13.35,-13.35,0.0,1.0,5.14,False,3,3,-4.89,3.16,93.0,False,False,False
002426.SZSE,胜利精密,2024-11-22,2024-11,炸板,-4.98,5.69,-0.36,MID·中位浅调,-9.25,-11.39,2.41,0.5555555555555556,17.27,True,11,2,-1.54,0.0,88.0,False,False,True
002426.SZSE,胜利精密,2025-01-03,2025-01,封D1正,1.71,7.88,7.88,DN·阴跌到点,-34.41,-34.41,0.0,1.0,62.64,True,16,2,-1.12,2.99,51.0,False,True,False
002427.SZSE,尤夫股份,2025-05-23,2025-05,封D1正,1.07,5.49,5.49,DN·阴跌到点,-11.29,-11.29,0.0,1.0,23.75,True,6,3,-7.07,0.98,32.0,False,True,False
002427.SZSE,尤夫股份,2025-06-26,2025-06,封D1负,2.12,-4.12,-4.12,DN·阴跌到点,-23.76,-25.07,1.75,0.8333333333333334,32.21,False,20,2,-0.24,1.1,50.0,False,True,False
002428.SZSE,云南锗业,2026-03-20,2026-03,封D1负,-1.06,-6.58,-6.58,DN·阴跌到点,-10.99,-10.99,0.0,1.0,22.15,True,16,2,-3.04,1.82,25.0,False,True,False
002428.SZSE,云南锗业,2026-03-24,2026-03,封D1正,7.48,8.44,8.44,DN·阴跌到点,-8.54,-10.99,2.76,0.875,22.15,True,18,2,-6.58,3.45,24.0,False,True,False
002432.SZSE,九安医疗,2026-03-27,2026-03,连板,-1.01,9.99,7.2,FLAT·横盘平台,-5.38,-8.23,3.11,0.25,5.25,False,6,2,-2.04,0.24,36.0,True,True,True
002432.SZSE,九安医疗,2026-06-15,2026-06,封D1正,5.11,5.84,5.84,DN·阴跌到点,-30.69,-30.69,0.0,1.0,50.38,True,15,2,-1.36,0.83,83.0,False,True,False
002432.SZSE,九安医疗,2026-07-31,2026-07,封D1负,-2.56,-5.57,-5.57,DN·阴跌到点,-7.09,-7.09,0.0,1.0,31.17,True,12,2,-6.84,0.73,46.0,False,True,False
002440.SZSE,闰土股份,2026-02-06,2026-02,连板,4.01,9.99,16.43,HIGH·新高贴顶,1.52,1.52,0.0,1.0,4.83,True,6,2,-3.69,1.12,37.0,True,True,True
002442.SZSE,龙星科技,2026-06-18,2026-06,封D1正,0.0,2.92,2.92,DN·阴跌到点,-38.59,-38.59,0.0,1.0,57.63,False,19,3,-3.49,0.0,67.0,False,True,False
002446.SZSE,盛路通信,2026-01-27,2026-01,封D1负,-0.64,-1.28,-1.28,MID·中位浅调,-22.77,-26.24,4.71,0.3333333333333333,22.0,False,8,2,-5.66,1.17,57.0,False,True,False
002449.SZSE,国星光电,2025-01-20,2025-01,炸板,-0.08,-2.54,-2.54,MID·中位浅调,-4.72,-5.24,0.54,0.0,29.71,True,19,3,-7.5,0.75,47.0,False,False,False
002453.SZSE,华软科技,2026-05-22,2026-05,封D1正,2.08,1.44,1.44,DN·阴跌到点,-7.78,-7.78,0.0,1.0,14.94,True,12,2,-5.79,0.5,32.0,False,True,False
002455.SZSE,百川股份,2026-02-24,2026-02,炸板,0.52,-6.04,-6.04,FLAT·横盘平台,-6.61,-6.61,0.0,1.0,1.81,False,3,4,-1.77,3.12,29.0,False,False,False
002456.SZSE,欧菲光,2023-10-23,2023-10,炸板,-2.42,-11.43,-11.43,DN·阴跌到点,-5.05,-5.05,0.0,1.0,10.63,True,6,6,-7.47,3.22,35.0,False,False,False
002456.SZSE,欧菲光,2024-11-08,2024-11,封D1负,-1.96,-1.21,-1.21,DN·阴跌到点,-10.66,-10.66,0.0,1.0,10.85,False,6,3,-5.06,0.66,157.0,False,True,False
002462.SZSE,嘉事堂,2026-01-12,2026-01,炸板,-4.29,-7.67,-7.67,DN·阴跌到点,-15.74,-15.74,0.0,1.0,6.83,False,3,3,-6.39,2.27,79.0,False,False,False
002465.SZSE,海格通信,2026-01-12,2026-01,连板,10.0,10.0,8.91,HIGH·新高贴顶,4.93,2.05,2.83,0.0,4.42,True,4,2,-1.53,0.49,79.0,True,True,True
002470.SZSE,金正大,2026-03-06,2026-03,封D1正,9.79,3.5,3.5,DN·阴跌到点,-16.13,-16.13,0.0,1.0,11.92,False,5,4,-7.8,1.06,55.0,False,True,False
002470.SZSE,金正大,2026-03-13,2026-03,封D1正,7.14,1.55,1.55,U·U型蹲,-5.48,-16.13,12.69,0.375,15.77,False,10,4,-2.66,3.99,46.0,False,True,False
002470.SZSE,金正大,2026-03-27,2026-03,封D1正,3.24,4.21,4.21,U·U型蹲,-9.35,-16.13,8.08,0.16666666666666666,38.46,True,20,4,-4.1,2.39,36.0,False,True,False
002471.SZSE,中超控股,2025-04-14,2025-04,封D1正,7.9,3.04,3.04,FLAT·横盘平台,-10.48,-10.48,0.0,1.0,7.69,False,6,2,-2.29,2.61,64.0,False,True,False
002471.SZSE,中超控股,2025-05-16,2025-05,连板,1.01,10.13,4.3,DN·阴跌到点,-9.34,-9.34,0.0,1.0,16.99,True,6,4,-8.88,2.03,40.0,True,True,True
002471.SZSE,中超控股,2025-05-22,2025-05,连板,8.64,10.05,28.74,FLAT·横盘平台,-10.57,-10.57,0.0,1.0,5.91,False,3,2,-5.58,1.46,45.0,True,True,True
002471.SZSE,中超控股,2025-06-18,2025-06,封D1负,0.0,-8.3,-8.3,DN·阴跌到点,-11.58,-11.58,0.0,1.0,24.6,True,15,4,-2.33,0.19,37.0,False,True,False
002471.SZSE,中超控股,2025-12-24,2025-12,封D1正,2.91,3.64,3.64,DN·阴跌到点,-14.55,-14.55,0.0,1.0,23.65,True,7,3,-8.94,0.36,48.0,False,True,False
002474.SZSE,榕基软件,2024-03-20,2024-03,封D1负,1.93,-1.64,-1.64,FLAT·横盘平台,-4.68,-4.68,0.0,1.0,8.02,True,5,2,-2.71,0.8,46.0,False,True,False
002478.SZSE,常宝股份,2025-11-28,2025-11,炸板,-5.93,-6.06,-6.06,MID·中位浅调,-10.58,-14.11,4.11,0.7142857142857143,25.35,True,16,2,0.96,1.37,41.0,False,False,False
002491.SZSE,通鼎互联,2026-02-26,2026-02,封D1正,-3.44,1.05,1.05,HIGH·新高贴顶,10.3,3.82,6.24,0.2,14.72,True,12,2,-6.48,1.37,61.0,False,True,False
002491.SZSE,通鼎互联,2026-04-16,2026-04,封D1负,0.0,-3.14,-3.14,DN·阴跌到点,-6.58,-6.58,0.0,1.0,13.66,True,6,2,-5.9,3.18,53.0,False,True,False
002491.SZSE,通鼎互联,2026-04-20,2026-04,封D1正,0.18,0.66,0.66,HIGH·新高贴顶,-0.46,-6.58,6.55,0.6666666666666666,13.66,True,8,2,-3.14,2.24,57.0,False,True,False
002491.SZSE,通鼎互联,2026-05-18,2026-05,炸板,-6.76,-4.67,-4.67,DN·阴跌到点,-9.64,-9.64,0.0,1.0,19.3,True,4,4,-8.36,1.46,46.0,False,False,False
002491.SZSE,通鼎互联,2026-05-28,2026-05,炸板,-1.54,2.44,2.44,DN·阴跌到点,-15.04,-15.04,0.0,1.0,26.88,True,12,4,-2.34,2.8,45.0,False,False,False
002495.SZSE,佳隆股份,2024-01-02,2024-01,封D1负,0.85,-1.7,-1.7,DN·阴跌到点,-11.85,-11.85,0.0,1.0,10.62,False,4,2,-6.71,0.0,54.0,False,True,False
002496.SZSE,辉丰股份,2023-07-14,2023-07,炸板,-8.12,-5.84,-5.84,FLAT·横盘平台,-9.39,-9.39,0.0,1.0,3.57,False,3,2,-3.45,0.34,30.0,False,False,False
002498.SZSE,汉缆股份,2026-02-02,2026-02,封D1正,-0.89,4.43,4.43,HIGH·新高贴顶,-2.84,-2.84,0.0,1.0,20.27,True,9,3,-6.56,0.91,41.0,False,True,False
002498.SZSE,汉缆股份,2026-02-12,2026-02,连板,2.11,10.08,36.26,HIGH·新高贴顶,5.87,-2.84,8.97,0.4666666666666667,20.27,True,17,3,-2.27,0.7,46.0,True,True,True
002498.SZSE,汉缆股份,2026-03-04,2026-03,连板,9.72,9.96,22.51,DN·阴跌到点,-9.88,-9.88,0.0,1.0,13.4,True,5,4,-7.51,0.0,67.0,True,True,True
002498.SZSE,汉缆股份,2026-03-12,2026-03,封D1负,2.89,-9.44,-9.44,HIGH·新高贴顶,-3.97,-3.97,0.0,1.0,5.51,True,4,3,-2.18,1.04,48.0,False,True,False
002506.SZSE,协鑫集成,2026-03-17,2026-03,封D1负,-0.53,-1.95,-1.95,HIGH·新高贴顶,1.59,-14.48,18.79,0.16666666666666666,40.84,True,20,4,-5.54,0.74,39.0,False,True,False
002510.SZSE,天汽模,2023-12-12,2023-12,炸板,-3.83,-0.35,-0.35,FLAT·横盘平台,-11.38,-11.38,0.0,1.0,3.83,False,3,2,-3.69,0.74,33.0,False,False,False
002510.SZSE,天汽模,2023-12-18,2023-12,炸板,-6.43,-5.77,-5.77,FLAT·横盘平台,-6.28,-11.38,5.75,0.2,9.77,False,7,2,-3.66,0.7,42.0,False,False,False
002513.SZSE,蓝丰生化,2024-10-31,2024-10,连板,2.32,10.06,53.38,FLAT·横盘平台,-9.79,-9.79,0.0,1.0,3.4,False,3,2,-3.29,1.44,118.0,True,True,True
002513.SZSE,蓝丰生化,2024-11-27,2024-11,炸板,-4.76,-6.35,-6.35,MID·中位浅调,-31.29,-34.17,4.37,0.5,44.44,False,14,6,-1.38,1.2,79.0,False,False,False
002513.SZSE,蓝丰生化,2025-10-21,2025-10,连板,2.93,10.05,-0.9,MID·中位浅调,-22.6,-26.35,5.09,0.5714285714285714,22.19,False,9,7,-4.62,3.55,66.0,True,True,True
002519.SZSE,银河电子,2026-01-22,2026-01,封D1正,3.95,5.35,5.35,DN·阴跌到点,-31.82,-31.82,0.0,1.0,46.55,False,8,6,-1.64,1.89,72.0,False,True,False
002520.SZSE,日发精机,2024-03-06,2024-03,炸板,-1.61,-3.94,-3.94,DN·阴跌到点,-12.28,-12.28,0.0,1.0,7.3,False,6,3,-2.5,2.69,38.0,False,False,False
002523.SZSE,天桥起重,2024-12-13,2024-12,封D1正,1.32,5.52,5.52,FLAT·横盘平台,-10.82,-10.82,0.0,1.0,4.61,False,3,2,-4.41,1.16,119.0,False,True,False
