vt_symbol,name,g2,n1_date,touch,seal,ret_d1,ret_bw
603083.SSE,剑桥科技,yang2,2025-09-25,14:15,True,0.06550812845359189,0.06550812845359189
603083.SSE,剑桥科技,yin2,2025-10-20,09:45,True,0.03907621247113169,0.03907621247113169
603088.SSE,宁波精达,yin2,2024-12-09,09:45,True,0.10017889087656529,0.0894454382826475
603088.SSE,宁波精达,yin2,2025-11-05,09:45,False,-0.05740181268882172,-0.05740181268882172
603090.SSE,宏盛股份,yin2,2025-09-26,13:15,True,-0.06189522856189522,-0.06189522856189522
603093.SSE,南华期货,yang2,2024-09-30,13:45,True,0.0998487140695914,-0.009833585476550777
603093.SSE,南华期货,yang2,2025-07-09,11:00,True,0.10017421602787469,0.08928571428571441
603093.SSE,南华期货,yin2,2026-05-29,09:45,False,-0.04091509018917727,-0.04091509018917727
603095.SSE,越剑智能,yin2,2024-10-24,11:15,True,0.10010266940451751,0.1498973305954825
603095.SSE,越剑智能,yang2,2024-11-05,10:45,True,0.025000000000000133,0.025000000000000133
603095.SSE,越剑智能,yin2,2026-02-03,10:00,True,0.03311590566984446,0.03311590566984446
603095.SSE,越剑智能,yin2,2026-08-21,09:45,True,-0.022935779816513735,-0.022935779816513735
603095.SSE,越剑智能,yang2,2026-08-25,09:45,True,0.01768292682926842,0.01768292682926842
603098.SSE,森特股份,yin2,2024-11-05,10:15,True,-0.0661596958174906,-0.0661596958174906
603098.SSE,森特股份,yin2,2025-08-22,09:45,False,0.06971677559912859,0.061002178649237404
603098.SSE,森特股份,yang2,2025-08-25,10:30,True,0.09979633401221988,-0.008146639511201648
603098.SSE,森特股份,yang2,2025-09-08,11:30,True,0.04846938775510212,0.04846938775510212
603101.SSE,汇嘉时代,yang2,2024-12-04,09:45,True,0.02298850574712663,0.02298850574712663
603103.SSE,横店影视,yang2,2024-12-16,14:30,False,-0.14845474613686538,-0.14845474613686538
603106.SSE,恒银科技,yang2,2025-02-07,10:15,False,-0.03070624360286578,-0.03070624360286578
603106.SSE,恒银科技,yin2,2025-07-11,10:15,False,-0.06631762652705075,-0.06631762652705075
603109.SSE,神驰机电,yang2,2025-03-18,14:45,True,-0.03261703760552559,-0.03261703760552559
603110.SSE,东方材料,yin2,2025-04-28,11:15,False,0.010186757215619568,0.010186757215619568
603110.SSE,东方材料,yang2,2025-04-30,09:45,False,-0.03716904276985744,-0.03716904276985744
603111.SSE,康尼机电,yang2,2025-01-21,09:45,False,-0.07142857142857151,-0.07142857142857151
603115.SSE,海星股份,yin2,2026-05-06,11:00,True,0.018376478108021788,0.018376478108021788
603115.SSE,海星股份,yang2,2026-05-18,10:00,True,0.10003602738080941,0.1714903326528161
603115.SSE,海星股份,yang2,2026-05-21,10:45,False,0.0838691641039977,0.06439288043984703
603115.SSE,海星股份,yang2,2026-05-22,10:00,True,-0.01796922018743019,-0.01796922018743019
603115.SSE,海星股份,yin2,2026-06-15,10:15,True,0.0999697367093717,0.15706647836174725
603115.SSE,海星股份,yin2,2026-08-13,09:45,False,0.03852698104035013,0.036217792902284884
603118.SSE,共进股份,yin2,2025-01-16,09:45,True,0.03143418467583503,0.03143418467583503
603118.SSE,共进股份,yang2,2025-02-06,11:30,False,-0.01449275362318847,-0.01449275362318847
603118.SSE,共进股份,yang2,2026-07-28,11:30,False,-0.06621773288439958,-0.06621773288439958
603118.SSE,共进股份,yang2,2026-08-05,09:45,False,-0.014009339559706513,-0.014009339559706513
603118.SSE,共进股份,yin2,2026-08-13,09:45,True,0.10025062656641581,0.19110275689223055
603120.SSE,肯特催化,yin2,2026-07-13,09:45,True,-0.0406607369758577,-0.0406607369758577
603122.SSE,合富中国,yang2,2024-08-27,09:45,True,-0.05061082024432806,-0.05061082024432806
603122.SSE,合富中国,yin2,2025-12-30,14:00,False,-0.09428359317000756,-0.09428359317000756
603123.SSE,翠微股份,yin2,2025-12-19,10:15,False,-0.04624664879356566,-0.04624664879356566
603123.SSE,翠微股份,yang2,2025-12-29,13:30,True,0.02183406113537112,0.02183406113537112
603126.SSE,中材节能,yin2,2024-12-30,09:45,True,0.02689486552567244,0.02689486552567244
603130.SSE,云中马,yang2,2025-08-14,09:45,False,-0.08062446535500423,-0.08062446535500423
603138.SSE,海量数据,yang2,2026-03-09,09:45,True,0.034778875053671277,0.034778875053671277
603150.SSE,万朗磁塑,yang2,2025-02-25,13:30,False,-0.025407005426739016,-0.025407005426739016
603155.SSE,新亚强,yin2,2025-11-28,09:45,False,-0.066536203522505,-0.066536203522505
603155.SSE,新亚强,yin2,2026-06-24,13:15,False,-0.005181347150259086,-0.005181347150259086
603155.SSE,新亚强,yang2,2026-06-26,13:45,True,0.09984214680347292,0.12786108918705597
603155.SSE,新亚强,yin2,2026-07-06,09:45,True,-0.08014879945891107,-0.08014879945891107
603155.SSE,新亚强,yang2,2026-07-10,09:45,True,-0.10007072135785011,-0.10007072135785011
603160.SSE,汇顶科技,yin2,2024-10-14,15:00,True,0.028725094731695267,0.028725094731695267
603160.SSE,汇顶科技,yang2,2024-10-18,14:00,True,0.027239908106334143,0.027239908106334143
603162.SSE,海通发展,yang2,2025-10-28,13:15,True,-0.051882845188284454,-0.051882845188284454
603162.SSE,海通发展,yang2,2025-11-14,11:15,False,0.01869158878504673,0.01869158878504673
603163.SSE,圣晖集成,yin2,2025-09-26,13:30,True,-0.023377165518680854,-0.023377165518680854
603166.SSE,福达股份,yang2,2025-03-12,10:30,True,-0.10021321961620466,-0.10021321961620466
603166.SSE,福达股份,yang2,2025-03-17,09:45,True,0.04369274136715995,0.04369274136715995
603166.SSE,福达股份,yin2,2025-03-24,09:45,False,-0.10464355788096791,-0.10464355788096791
603169.SSE,兰石重装,yin2,2025-04-03,09:45,True,-0.07949790794979072,-0.07949790794979072
603169.SSE,兰石重装,yin2,2025-04-09,14:00,False,-0.027805362462760774,-0.027805362462760774
603169.SSE,兰石重装,yang2,2025-11-24,14:15,False,-0.06083976006855174,-0.06083976006855174
603171.SSE,税友股份,yin2,2026-01-14,10:00,False,-0.043237250554323814,-0.043237250554323814
603171.SSE,税友股份,yang2,2026-08-28,10:15,True,0.024808299503833897,0.024808299503833897
603178.SSE,圣龙股份,yin2,2025-04-02,09:45,True,0.030506721820062088,0.030506721820062088
603178.SSE,圣龙股份,yin2,2025-05-16,11:15,True,0.014351614556637582,0.014351614556637582
603185.SSE,弘元绿能,yin2,2024-11-04,11:00,True,0.004040404040404066,0.004040404040404066
603186.SSE,华正新材,yang2,2026-06-12,09:45,False,-0.00048020488741851164,0.27046206381389415
603186.SSE,华正新材,yang2,2026-08-07,10:30,True,0.06293706293706292,0.06293706293706292
603186.SSE,华正新材,yin2,2026-08-14,09:45,True,0.10002984183825725,0.09937332139659794
603186.SSE,华正新材,yin2,2026-08-21,10:30,False,-0.08381374722838142,-0.08381374722838142
603188.SSE,亚邦股份,yin2,2024-10-28,09:45,True,-0.04148471615720528,-0.04148471615720528
603188.SSE,亚邦股份,yang2,2025-04-11,09:45,True,0.09921671018276768,0.07571801566579639
603188.SSE,亚邦股份,yin2,2025-04-17,09:45,True,-0.0625,-0.0625
603191.SSE,望变电气,yin2,2026-09-03,09:45,False,-0.01064495929868503,-0.01064495929868503
603194.SSE,中力股份,yin2,2025-06-04,10:00,False,-0.03471904979442675,-0.03471904979442675
603194.SSE,中力股份,yin2,2025-06-09,11:30,True,-0.01936659831396681,-0.01936659831396681
603200.SSE,上海洗霸,yin2,2025-10-09,09:45,False,-0.14849304095323923,-0.14849304095323923
603203.SSE,快克智能,yang2,2026-05-25,13:15,True,0.035011269722013516,0.035011269722013516
603206.SSE,嘉环科技,yang2,2026-06-08,09:45,True,0.05470588235294116,0.05470588235294116
603211.SSE,晋拓股份,yin2,2026-07-10,10:30,True,-0.10190073917634634,-0.10190073917634634
603211.SSE,晋拓股份,yin2,2026-08-03,09:45,False,0.01591956430666097,0.01591956430666097
603212.SSE,赛伍技术,yin2,2024-09-19,11:00,False,-0.06813819577735114,-0.06813819577735114
603212.SSE,赛伍技术,yin2,2026-07-10,13:15,False,-0.09393183707398167,-0.09393183707398167
603212.SSE,赛伍技术,yin2,2026-07-23,13:15,True,-0.024856596558317512,-0.024856596558317512
603214.SSE,爱婴室,yin2,2025-04-08,09:45,True,0.0352831940575673,0.0352831940575673
603214.SSE,爱婴室,yang2,2025-04-10,13:30,True,-0.03465144720750113,-0.03465144720750113
603220.SSE,中贝通信,yang2,2024-10-30,14:15,False,-0.031060606060606122,-0.031060606060606122
603222.SSE,济民健康,yin2,2026-07-06,13:15,False,-0.03563474387527843,-0.03563474387527843
603222.SSE,济民健康,yang2,2026-07-09,13:45,True,-0.02371541501976271,-0.02371541501976271
603228.SSE,景旺电子,yin2,2026-08-12,14:45,True,-0.01028408512371437,-0.01028408512371437
603228.SSE,景旺电子,yin2,2026-09-04,13:15,False,,
603232.SSE,格尔软件,yin2,2025-11-25,09:45,True,-0.03774981495188745,-0.03774981495188745
603236.SSE,移远通信,yang2,2024-12-26,11:30,True,-0.02610002732987171,-0.02610002732987171
603238.SSE,诺邦股份,yang2,2025-03-25,11:15,True,0.037247474747474696,0.037247474747474696
603238.SSE,诺邦股份,yang2,2025-04-02,11:00,True,0.017709563164108433,0.017709563164108433
603239.SSE,浙江仙通,yin2,2025-09-26,11:15,True,-0.05308142150247408,-0.05308142150247408
603256.SSE,宏和科技,yin2,2024-12-04,10:30,False,-0.014395393474088358,-0.014395393474088358
603256.SSE,宏和科技,yang2,2024-12-12,10:30,True,-0.020776874435411097,-0.020776874435411097
603256.SSE,宏和科技,yang2,2025-07-28,15:00,True,-0.005143591941705883,-0.005143591941705883
603256.SSE,宏和科技,yin2,2025-07-31,09:45,True,0.09983007646559061,0.14528462192013603
603256.SSE,宏和科技,yin2,2025-08-13,11:15,True,0.10018416206261516,0.30755064456721914
603256.SSE,宏和科技,yang2,2025-11-25,10:45,True,0.06296992481203012,0.06296992481203012
603256.SSE,宏和科技,yin2,2026-01-28,11:30,True,-0.01614453200076882,-0.01614453200076882
603256.SSE,宏和科技,yang2,2026-02-10,10:30,False,0.06236044657097284,0.1419457735247207
603256.SSE,宏和科技,yang2,2026-02-11,09:45,True,0.09998498723915317,0.07491367662513126
603256.SSE,宏和科技,yin2,2026-05-28,10:45,True,0.021423879541205615,0.021423879541205615
603256.SSE,宏和科技,yin2,2026-07-14,13:30,False,-0.08513708513708518,-0.08513708513708518
603257.SSE,中国瑞林,yin2,2025-09-04,10:30,True,0.03388332351208034,0.03388332351208034
603257.SSE,中国瑞林,yin2,2025-09-09,10:30,True,-0.029902163428413786,-0.029902163428413786
603261.SSE,立航科技,yin2,2026-06-23,13:45,False,-0.04595015576323991,-0.04595015576323991
603261.SSE,立航科技,yang2,2026-06-26,10:00,True,-0.08024475524475527,-0.08024475524475527
603261.SSE,立航科技,yang2,2026-08-13,10:15,True,-0.022137005403520926,-0.022137005403520926
603261.SSE,立航科技,yang2,2026-08-27,09:45,True,-0.029456836369827988,-0.029456836369827988
603267.SSE,鸿远电子,yang2,2024-10-21,09:45,True,0.02531929195608318,0.02531929195608318
603267.SSE,鸿远电子,yin2,2025-03-25,10:00,True,-0.009264208088366366,-0.009264208088366366
603269.SSE,海鸥股份,yin2,2025-09-22,09:45,True,0.05462490895848515,0.05462490895848515
603270.SSE,金帝股份,yin2,2025-02-19,11:30,True,0.027235772357723453,0.027235772357723453
603270.SSE,金帝股份,yang2,2025-03-06,09:45,True,0.03781204111600589,0.03781204111600589
603278.SSE,大业股份,yin2,2025-12-24,10:15,True,0.10018903591682427,0.5217391304347827
603286.SSE,日盈电子,yang2,2025-02-11,13:15,True,0.02254178002331897,0.02254178002331897
603286.SSE,日盈电子,yin2,2026-07-10,10:45,True,-0.047698900689398194,-0.047698900689398194
603286.SSE,日盈电子,yin2,2026-07-31,11:15,True,-0.007947019867549643,-0.007947019867549643
603290.SSE,斯达半导,yin2,2024-10-18,14:45,False,0.0011073082343466822,0.0011073082343466822
603297.SSE,永新光学,yang2,2024-11-06,13:15,False,-0.09029424681598597,-0.09029424681598597
603297.SSE,永新光学,yin2,2024-11-08,13:45,False,-0.027473009742824628,-0.027473009742824628
603301.SSE,振德医疗,yang2,2025-10-09,10:15,True,0.09994155464640575,0.1774790570816287
603301.SSE,振德医疗,yang2,2025-10-28,10:00,True,0.06707844348363179,0.06707844348363179
603305.SSE,旭升集团,yang2,2026-01-22,13:45,True,0.06021717670286275,0.06021717670286275
603306.SSE,华懋科技,yang2,2024-10-21,09:45,True,0.03593508500772802,0.03593508500772802
603306.SSE,华懋科技,yin2,2026-04-29,14:00,False,0.0,0.0
603306.SSE,华懋科技,yin2,2026-05-07,13:30,True,-0.01076455975710744,-0.01076455975710744
603306.SSE,华懋科技,yang2,2026-08-07,14:00,False,0.05050505050505061,0.05050505050505061
603315.SSE,福鞍股份,yang2,2025-03-06,13:15,True,0.008995502248875686,0.008995502248875686
603315.SSE,福鞍股份,yin2,2025-03-17,15:00,True,0.10034364261168394,0.19793814432989687
603315.SSE,福鞍股份,yang2,2026-05-07,10:45,True,0.005291005291005346,0.005291005291005346
603316.SSE,诚邦股份,yang2,2024-10-08,14:45,True,-0.021937842778793404,-0.021937842778793404
603316.SSE,诚邦股份,yin2,2025-10-14,09:45,False,-0.08176555716353118,-0.08176555716353118
603316.SSE,诚邦股份,yin2,2025-10-20,09:45,True,0.053117782909930744,0.053117782909930744
603322.SSE,超讯科技,yin2,2025-10-09,13:45,False,-0.024793388429752095,-0.024793388429752095
603324.SSE,盛剑科技,yin2,2024-08-30,10:45,True,-0.02020202020202022,-0.02020202020202022
603324.SSE,盛剑科技,yang2,2026-06-11,10:00,True,-0.0020691693762932006,-0.0020691693762932006
603324.SSE,盛剑科技,yang2,2026-06-17,11:30,True,0.1000510464522717,0.06687085247575286
603324.SSE,盛剑科技,yang2,2026-06-24,13:45,True,0.054304635761589504,0.054304635761589504
603331.SSE,百达精工,yin2,2025-05-13,11:00,True,-0.02654109589041098,-0.02654109589041098
603333.SSE,福华尚纬,yang2,2024-12-13,14:30,True,-0.056057866184448524,-0.056057866184448524
603333.SSE,福华尚纬,yin2,2024-12-19,09:45,True,-0.02197802197802201,-0.02197802197802201
603335.SSE,迪生力,yin2,2026-06-25,09:45,True,-0.006593406593406681,-0.006593406593406681
603335.SSE,迪生力,yin2,2026-06-30,13:15,True,0.022099447513812098,0.022099447513812098
603353.SSE,和顺石油,yang2,2024-12-23,10:00,True,0.02392344497607679,0.02392344497607679
603358.SSE,华达科技,yin2,2026-08-04,11:30,True,0.0535218379197171,0.0535218379197171
603360.SSE,百傲化学,yin2,2024-10-23,10:15,False,-0.030000000000000027,-0.030000000000000027
603360.SSE,百傲化学,yin2,2024-10-29,11:15,False,-0.015151515151515138,-0.015151515151515138
603363.SSE,傲农生物,yin2,2025-09-08,09:45,True,-0.015473887814313358,-0.015473887814313358
603363.SSE,傲农生物,yang2,2025-09-15,10:00,True,-0.04304635761589404,-0.04304635761589404
603367.SSE,辰欣药业,yang2,2025-07-28,10:45,True,0.10012728044123875,0.2732286805260926
603380.SSE,易德龙,yin2,2026-07-08,09:45,True,-0.10002114611968693,-0.10002114611968693
603382.SSE,海阳科技,yang2,2025-09-09,15:00,True,-0.023199613339777714,-0.023199613339777714
603387.SSE,基蛋生物,yin2,2026-03-27,10:15,True,0.031313131313131404,0.031313131313131404
603387.SSE,基蛋生物,yin2,2026-04-10,10:00,False,-0.06989748369058713,-0.06989748369058713
603389.SSE,亚振家居,yang2,2024-07-12,10:15,True,-0.02303262955854124,-0.02303262955854124
603389.SSE,亚振家居,yang2,2024-08-21,13:30,True,-0.015625,-0.015625
603389.SSE,亚振家居,yang2,2024-08-30,13:15,False,-0.06832298136645965,-0.06832298136645965
603389.SSE,亚振家居,yang2,2026-08-17,10:00,True,-0.006011608623548881,-0.006011608623548881
603390.SSE,通达电气,yin2,2025-05-26,10:15,True,0.1000758150113723,0.3646702047005308
603390.SSE,通达电气,yin2,2026-05-15,10:00,True,-0.02972972972972987,-0.02972972972972987
603400.SSE,华之杰,yin2,2026-08-04,13:30,True,-0.0013324450366423157,-0.0013324450366423157
603400.SSE,华之杰,yang2,2026-08-18,10:15,True,-0.022226838388034853,-0.022226838388034853
603400.SSE,华之杰,yin2,2026-08-20,14:30,False,-0.056585554268057114,-0.056585554268057114
603421.SSE,鼎信通讯,yang2,2024-09-18,11:30,True,0.0036101083032489267,0.0036101083032489267
603421.SSE,鼎信通讯,yin2,2025-09-30,09:45,True,0.004999999999999893,0.004999999999999893
603421.SSE,鼎信通讯,yang2,2026-03-19,10:00,False,-0.09090909090909094,-0.09090909090909094
603456.SSE,九洲药业,yin2,2024-10-31,11:00,False,-0.09144196951934347,-0.09144196951934347
603458.SSE,勘设股份,yin2,2026-01-14,09:45,True,-0.024408848207475242,-0.024408848207475242
603459.SSE,红板科技,yang2,2026-07-22,10:00,False,0.05123966942148761,0.05123966942148761
603459.SSE,红板科技,yang2,2026-07-23,10:00,False,-0.0879609544468547,-0.0879609544468547
603488.SSE,展鹏科技,yin2,2026-01-12,10:45,True,0.10028116213683225,0.08716026241799435
603488.SSE,展鹏科技,yin2,2026-01-27,13:15,True,-0.0056657223796034994,-0.0056657223796034994
603496.SSE,恒为科技,yin2,2026-01-14,13:15,False,-0.12300683371298404,-0.12300683371298404
603507.SSE,振江股份,yang2,2025-04-30,09:45,True,0.03888259720649301,0.03888259720649301
603516.SSE,淳中科技,yin2,2024-12-06,13:45,True,0.04584242905338365,0.04584242905338365
603516.SSE,淳中科技,yin2,2025-08-05,13:30,True,0.08601706578585189,0.08601706578585189
603516.SSE,淳中科技,yang2,2025-08-07,10:00,True,0.03686635944700467,0.03686635944700467
603516.SSE,淳中科技,yin2,2025-08-13,10:00,True,0.060508308895405705,0.060508308895405705
603516.SSE,淳中科技,yang2,2025-08-18,10:15,True,-0.10000789328281634,-0.10000789328281634
603516.SSE,淳中科技,yin2,2026-07-14,09:45,True,-0.09996331621423338,-0.09996331621423338
603538.SSE,美诺华,yang2,2025-07-02,09:45,True,0.10008628127696295,0.09792924935289049
603538.SSE,美诺华,yin2,2026-07-06,10:30,False,0.023658936519091345,0.023658936519091345
603538.SSE,美诺华,yang2,2026-07-07,10:15,False,-0.140139921294272,-0.140139921294272
603538.SSE,美诺华,yang2,2026-07-15,10:00,True,-0.016666666666666607,-0.016666666666666607
603556.SSE,海兴电力,yang2,2025-11-11,09:45,False,-0.09386458078709359,-0.09386458078709359
603559.SSE,中通国脉,yin2,2026-07-10,09:45,True,-0.02050113895216399,-0.02050113895216399
603567.SSE,珍宝岛,yin2,2026-08-04,10:15,True,-0.010494752623688153,-0.010494752623688153
603567.SSE,珍宝岛,yin2,2026-08-07,09:45,True,-0.0028248587570621764,-0.0028248587570621764
603578.SSE,三星新材,yin2,2025-04-10,09:45,True,0.03579418344519025,0.03579418344519025
603580.SSE,艾艾精工,yin2,2026-08-17,10:00,True,0.09999999999999987,0.16821305841924383
603580.SSE,艾艾精工,yang2,2026-08-20,10:45,True,0.0800909212461558,0.0800909212461558
603585.SSE,苏利股份,yin2,2024-12-04,13:45,True,0.0164348925410871,0.0164348925410871
603585.SSE,苏利股份,yin2,2025-06-12,10:15,False,-0.04887398179204594,-0.04887398179204594
603585.SSE,苏利股份,yang2,2025-07-03,11:30,True,0.0037523452157597337,0.0037523452157597337
603585.SSE,苏利股份,yang2,2026-04-03,09:45,True,0.04447164422684624,0.04447164422684624
603585.SSE,苏利股份,yang2,2026-04-14,09:45,True,-0.054166666666666696,-0.054166666666666696
603601.SSE,再升科技,yin2,2025-08-21,09:45,True,-0.04836193447737913,-0.04836193447737913
603601.SSE,再升科技,yang2,2026-03-10,09:45,False,-0.012688342585249868,-0.012688342585249868
603601.SSE,再升科技,yin2,2026-03-18,10:00,True,0.01954120645709434,0.01954120645709434
603601.SSE,再升科技,yang2,2026-03-25,09:45,True,0.09983633387888702,0.07855973813420625
603601.SSE,再升科技,yang2,2026-03-30,10:45,True,0.06827586206896563,0.06827586206896563
603608.SSE,天创时尚,yin2,2026-01-12,10:45,True,0.05498981670061087,0.05498981670061087
603608.SSE,天创时尚,yang2,2026-01-21,09:45,True,0.10045662100456632,0.09223744292237468
603608.SSE,天创时尚,yin2,2026-02-11,09:45,True,-0.01826086956521744,-0.01826086956521744
603610.SSE,麒盛科技,yin2,2024-12-25,10:45,True,0.036437246963562764,0.036437246963562764
603610.SSE,麒盛科技,yin2,2024-12-30,11:30,False,-0.07074428887251294,-0.07074428887251294
603610.SSE,麒盛科技,yang2,2025-01-08,10:00,False,-0.051150895140664954,-0.051150895140664954
603616.SSE,韩建河山,yin2,2026-06-18,10:15,True,0.018575851393188847,0.018575851393188847
603617.SSE,君禾股份,yang2,2025-08-11,09:45,True,0.01734104046242768,0.01734104046242768
603618.SSE,杭电股份,yang2,2026-04-22,10:00,True,0.1001751313485113,0.07040280210157612
603618.SSE,杭电股份,yin2,2026-05-06,09:45,True,0.10003216468317788,0.19974268253457694
603618.SSE,杭电股份,yin2,2026-09-02,11:30,True,0.05454056958624398,0.05454056958624398
603626.SSE,科森科技,yang2,2024-11-12,11:30,False,-0.028846153846153855,-0.028846153846153855
603626.SSE,科森科技,yin2,2026-03-12,09:45,True,-0.043906442347148134,-0.043906442347148134
603629.SSE,利通电子,yang2,2026-02-06,11:30,False,0.06592249368155012,0.09372367312552665
603629.SSE,利通电子,yang2,2026-02-09,13:15,True,0.02608180201541188,0.02608180201541188
603629.SSE,利通电子,yang2,2026-02-11,10:15,True,0.04971988795518212,0.04971988795518212
603629.SSE,利通电子,yin2,2026-02-27,11:00,True,0.09996582365003426,-0.0071770334928229484
603629.SSE,利通电子,yin2,2026-03-11,15:00,True,0.016943784639746662,0.016943784639746662
603629.SSE,利通电子,yang2,2026-03-19,10:00,True,-0.10004407227853673,-0.10004407227853673
603629.SSE,利通电子,yin2,2026-03-25,10:00,True,0.053765156349712795,0.053765156349712795
603629.SSE,利通电子,yang2,2026-04-17,10:45,True,0.017450682852807375,0.017450682852807375
603629.SSE,利通电子,yang2,2026-04-23,09:45,False,-0.08065871282137449,-0.08065871282137449
603629.SSE,利通电子,yang2,2026-05-06,10:45,True,-0.0035882908404154534,-0.0035882908404154534
603629.SSE,利通电子,yin2,2026-05-13,10:00,True,-0.013375021712697555,-0.013375021712697555
603629.SSE,利通电子,yin2,2026-08-04,09:45,True,0.09999023532858131,0.19636754223220398
603629.SSE,利通电子,yin2,2026-08-13,09:45,False,0.04722010662604714,0.08789032749428771
603630.SSE,拉芳家化,yang2,2025-06-12,14:30,True,-0.06572769953051638,-0.06572769953051638
603630.SSE,拉芳家化,yang2,2025-06-17,10:00,False,-0.09318181818181803,-0.09318181818181803
603636.SSE,南威软件,yang2,2025-02-11,11:00,False,-0.06559405940594065,-0.06559405940594065
603636.SSE,南威软件,yang2,2025-02-13,11:00,True,0.09993979530403374,0.01625526791089693
603636.SSE,南威软件,yin2,2026-05-19,09:45,True,-0.06661379857256144,-0.06661379857256144
603648.SSE,畅联股份,yin2,2025-04-25,11:00,True,-0.05491585473870675,-0.05491585473870675
603650.SSE,彤程新材,yang2,2026-01-15,13:15,True,0.040026684456304196,0.040026684456304196
603662.SSE,柯力传感,yin2,2024-11-08,10:15,False,-0.0240274599542335,-0.0240274599542335
603662.SSE,柯力传感,yin2,2024-11-19,14:30,True,0.10011862396204041,0.08659549228944252
603662.SSE,柯力传感,yang2,2024-12-05,10:45,True,0.0629415542710341,0.0629415542710341
603662.SSE,柯力传感,yang2,2024-12-09,09:45,True,0.0999725350178522,0.1630046690469651
603662.SSE,柯力传感,yin2,2025-01-02,11:00,False,-0.04840979453982541,-0.04840979453982541
603662.SSE,柯力传感,yang2,2025-01-08,14:15,False,-0.025037745344740903,-0.025037745344740903
603663.SSE,三祥新材,yang2,2026-05-27,10:30,True,-0.006705130204272436,-0.006705130204272436
603663.SSE,三祥新材,yang2,2026-06-03,09:45,True,-0.015742239223186627,-0.015742239223186627
603663.SSE,三祥新材,yang2,2026-06-09,09:45,True,0.07148997134670498,0.07148997134670498
603663.SSE,三祥新材,yang2,2026-06-16,11:30,True,-0.041455772475295194,-0.041455772475295194
603663.SSE,三祥新材,yin2,2026-06-18,09:45,True,0.1000114298777004,0.15521773917019077
603666.SSE,亿嘉和,yang2,2024-09-26,10:15,True,0.0663900414937757,0.0663900414937757
603667.SSE,五洲新春,yang2,2025-01-09,13:15,True,0.10010611956137261,0.11071807569862036
603667.SSE,五洲新春,yin2,2025-01-14,10:00,True,0.09988419224088019,0.1667631731325998
603667.SSE,五洲新春,yang2,2025-02-07,10:00,False,-0.09162034177475809,-0.09162034177475809
603667.SSE,五洲新春,yin2,2026-02-06,10:30,True,0.02767075306479838,0.02767075306479838
603669.SSE,灵康药业,yang2,2024-12-10,09:45,False,-0.11844863731656174,-0.11844863731656174
603676.SSE,卫信康,yin2,2025-07-08,09:45,True,0.007823613086771042,0.007823613086771042
603678.SSE,火炬电子,yin2,2026-06-11,13:15,True,-0.060733322565013736,-0.060733322565013736
603678.SSE,火炬电子,yin2,2026-06-15,09:45,True,0.05830858214788193,0.05830858214788193
603678.SSE,火炬电子,yin2,2026-06-24,09:45,True,0.10000000000000009,0.16383601756954613
603678.SSE,火炬电子,yang2,2026-07-01,10:00,False,-0.10985761226725088,-0.10985761226725088
603678.SSE,火炬电子,yin2,2026-07-23,09:45,False,-0.1316387683405662,-0.1316387683405662
603679.SSE,华体科技,yin2,2024-11-04,10:30,True,0.09981167608286245,0.22284996861268058
603679.SSE,华体科技,yang2,2026-01-09,10:45,False,-0.05159574468085115,-0.05159574468085115
603682.SSE,锦和商管,yang2,2024-12-26,15:00,True,-0.024242424242424176,-0.024242424242424176
603682.SSE,锦和商管,yang2,2024-12-31,09:45,True,0.10026737967914445,-0.009358288770053513
603686.SSE,福龙马,yin2,2025-11-04,10:15,True,0.024798326859874376,0.024798326859874376
603687.SSE,大胜达,yang2,2026-04-30,14:30,True,0.023282887077997527,0.023282887077997527
603688.SSE,石英股份,yang2,2025-04-09,10:00,True,0.09988584474885842,0.1952054794520548
603690.SSE,至纯科技,yang2,2026-08-12,10:00,True,-0.03663003663003661,-0.03663003663003661
603693.SSE,江苏新能,yin2,2025-03-31,15:00,True,0.09991941982272357,0.08783239323126502
603693.SSE,江苏新能,yin2,2025-04-14,10:30,True,0.008185538881309684,0.008185538881309684
603697.SSE,有友食品,yang2,2024-11-07,14:00,False,-0.05074626865671661,-0.05074626865671661
603697.SSE,有友食品,yang2,2024-11-15,13:15,True,-0.032710280373831724,-0.032710280373831724
603698.SSE,航天工程,yang2,2026-04-17,13:30,False,-0.02433817250213499,-0.02433817250213499
603698.SSE,航天工程,yang2,2026-04-30,10:00,True,0.001364566750056806,0.001364566750056806
603703.SSE,盛洋科技,yang2,2025-12-25,11:00,False,-0.03182125930941093,-0.03182125930941093
603703.SSE,盛洋科技,yang2,2026-01-08,09:45,True,0.029976019184652314,0.029976019184652314
603703.SSE,盛洋科技,yin2,2026-01-12,09:45,True,-0.07619047619047603,-0.07619047619047603
603713.SSE,密尔克卫,yin2,2026-07-03,09:45,True,-0.011106903950523939,-0.011106903950523939
603716.SSE,塞力医疗,yin2,2024-11-25,09:45,True,0.09966777408637872,0.03765227021040962
603716.SSE,塞力医疗,yin2,2024-12-09,09:45,True,-0.029029029029029152,-0.029029029029029152
603716.SSE,塞力医疗,yin2,2025-02-14,09:45,True,0.10000000000000009,0.14020618556701048
603716.SSE,塞力医疗,yin2,2025-03-03,10:00,True,0.04695304695304703,0.04695304695304703
603716.SSE,塞力医疗,yang2,2025-09-12,11:15,True,-0.03960396039603953,-0.03960396039603953
603716.SSE,塞力医疗,yin2,2026-01-08,10:45,True,0.04388597149287321,0.04388597149287321
