vt_symbol,name,g4,trade_date,n1_date,h,seal,a1,a2,st3,st3c,bias10,bias20,bias30,vr_d0,vr_tm1,touch,tseg
603716.SSE,塞力医疗,yang4,2023-08-30,2023-08-31,0,False,False,False,-+,混合,0~5,-5~0,0~5,2.176392167936876,0.843152402020007,,
603716.SSE,塞力医疗,yin2,2024-07-26,2024-07-29,2,True,True,False,+-,混合,>5,>5,>5,1.0920003071087507,1.609169907790673,,
603716.SSE,塞力医疗,yin2,2024-08-07,2024-08-08,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.028316657817644,0.6106371444707342,,
603716.SSE,塞力医疗,yang2,2024-08-15,2024-08-16,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.3096003378048358,0.49721395149527287,,
603716.SSE,塞力医疗,yin2,2024-11-22,2024-11-25,2,True,True,False,++,全多(10>20>30),0~5,>5,>5,0.29013042971593345,0.7982421268470167,09:45,早09:30~10:30
603716.SSE,塞力医疗,yin2,2024-12-06,2024-12-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.39978412738753294,0.7224847032926615,09:45,早09:30~10:30
603716.SSE,塞力医疗,yin2,2025-02-13,2025-02-14,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.41902673403809654,0.9151102668293726,09:45,早09:30~10:30
603716.SSE,塞力医疗,yin2,2025-02-28,2025-03-03,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,0.7939439464375366,0.5505347998489549,10:00,早09:30~10:30
603716.SSE,塞力医疗,yang4,2025-07-09,2025-07-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9675095402094505,1.533128299284933,09:45,早09:30~10:30
603716.SSE,塞力医疗,yang4,2025-07-24,2025-07-25,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.0952244447519977,1.2761227913077475,10:15,早09:30~10:30
603716.SSE,塞力医疗,yang2,2025-09-11,2025-09-12,1,True,False,False,-+,混合,>5,0~5,0~5,2.102036277388497,1.1867560381778226,11:15,中10:30~11:30
603716.SSE,塞力医疗,yin2,2026-01-07,2026-01-08,1,True,False,False,++,全多(10>20>30),>5,>5,>5,3.0800728414774152,6.8533492349714304,10:45,中10:30~11:30
603716.SSE,塞力医疗,yang2,2026-08-05,2026-08-06,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.7834148423656584,0.8952419593741751,11:30,中10:30~11:30
603716.SSE,塞力医疗,yin2,2026-08-19,2026-08-20,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,1.2481987601667295,0.6621172906635079,10:00,早09:30~10:30
603717.SSE,天域生物,yang4,2024-12-26,2024-12-27,0,False,False,False,-+,混合,0~5,0~5,>5,1.232511998921757,0.7377745800627661,13:45,午13:00~14:00
603717.SSE,天域生物,yang2,2025-09-11,2025-09-12,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0047058031546419,1.1454242691386387,13:45,午13:00~14:00
603719.SSE,良品铺子,yang2,2023-12-27,2023-12-28,0,False,False,False,-+,混合,>5,0~5,0~5,2.4796328662980045,1.4287946459922192,,
603721.SSE,中广天择,yin2,2023-11-03,2023-11-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9166856341484078,1.0893672418349365,,
603721.SSE,中广天择,yang2,2024-02-22,2024-02-23,0,False,False,False,--,全空(10<20<30),>5,>5,0~5,1.547923759924396,1.5133441102598113,,
603721.SSE,中广天择,yang2,2024-02-23,2024-02-26,0,False,False,False,--,全空(10<20<30),>5,>5,>5,1.2975408131129902,1.547923759924396,,
603721.SSE,中广天择,yang2,2024-03-01,2024-03-04,2,True,True,False,+-,混合,>5,>5,>5,1.0571514507263933,0.7567849337550129,,
603721.SSE,中广天择,yin2,2024-03-12,2024-03-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8514519291162406,0.7594757038579095,,
603726.SSE,朗迪集团,yang2,2023-11-06,2023-11-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.435141519190515,1.0710890237723731,,
603726.SSE,朗迪集团,yin2,2023-11-13,2023-11-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1148194705653707,0.4860615334124682,,
603726.SSE,朗迪集团,yin2,2023-11-15,2023-11-16,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1297473540264569,1.2177074470071572,,
603727.SSE,博迈科,yang2,2026-03-20,2026-03-23,1,True,False,False,-+,混合,>5,>5,>5,1.9125819746949206,1.3057451885081177,10:30,早09:30~10:30
603728.SSE,鸣志电器,yin2,2023-05-19,2023-05-22,0,False,False,False,+-,混合,>5,>5,>5,3.126469893500118,7.680684575336175,,
603728.SSE,鸣志电器,yang2,2023-05-30,2023-05-31,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.4403231330877255,0.9345944022770398,,
603728.SSE,鸣志电器,yang2,2023-06-09,2023-06-12,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.9484379760647907,0.6782276772768843,,
603728.SSE,鸣志电器,yang2,2023-06-14,2023-06-15,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4696804012087976,1.3587435095496918,,
603728.SSE,鸣志电器,yang2,2025-02-19,2025-02-20,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.6190166347904384,1.4383098553228537,13:30,午13:00~14:00
603738.SSE,泰晶科技,yin2,2026-03-26,2026-03-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7621060969656934,0.7353672067067346,11:00,中10:30~11:30
603739.SSE,蔚蓝生物,yin4,2024-05-17,2024-05-20,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,0.9924903605899213,0.693247722660858,,
603757.SSE,大元泵业,yang2,2026-05-08,2026-05-11,1,True,False,False,-+,混合,>5,>5,>5,0.9015590981486622,1.4059592889380124,10:00,早09:30~10:30
603757.SSE,大元泵业,yin2,2026-07-03,2026-07-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1487671575542686,0.9216654923351779,10:00,早09:30~10:30
603758.SSE,秦安股份,yin2,2024-11-22,2024-11-25,1,True,False,False,-+,混合,0~5,0~5,>5,1.1896006079628558,1.082420878956052,10:45,中10:30~11:30
603758.SSE,秦安股份,yin4,2026-08-20,2026-08-21,1,True,False,False,++,全多(10>20>30),<-5,>5,>5,1.0919943020663865,1.1575854406413777,13:45,午13:00~14:00
603758.SSE,秦安股份,yin4,2026-08-24,2026-08-25,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,1.346189075801604,0.796841187408264,13:15,午13:00~14:00
603767.SSE,中马传动,yang4,2023-07-14,2023-07-17,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.279289637004956,1.0486066037143276,,
603767.SSE,中马传动,yin4,2023-07-18,2023-07-19,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.1327361803925857,0.8841167198967145,,
603767.SSE,中马传动,yin2,2023-08-01,2023-08-02,1,True,False,False,-+,混合,-5~0,-5~0,-5~0,1.7101124110372754,0.6245276947693318,,
603767.SSE,中马传动,yin2,2023-08-16,2023-08-17,1,True,False,False,--,全空(10<20<30),0~5,0~5,0~5,1.3887565988425414,0.7688724898190828,,
603767.SSE,中马传动,yang4,2024-02-19,2024-02-20,1,True,False,False,+-,混合,0~5,>5,>5,1.1399497395788338,0.7013718589798369,,
603767.SSE,中马传动,yang4,2024-02-22,2024-02-23,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.1678184952013577,1.033103546724771,,
603767.SSE,中马传动,yang4,2025-08-12,2025-08-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.355978426006516,1.6948757724711998,14:00,午13:00~14:00
603767.SSE,中马传动,yang4,2025-08-25,2025-08-26,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7047758078460495,1.0033575585094199,10:45,中10:30~11:30
603768.SSE,常青股份,yang4,2023-11-14,2023-11-15,1,True,False,False,-+,混合,>5,0~5,>5,1.483589487178289,0.6603421291084324,,
603773.SSE,沃格光电,yang2,2026-04-14,2026-04-15,1,True,False,False,+-,混合,>5,>5,>5,0.7591237061601849,1.1370188592281758,10:45,中10:30~11:30
603773.SSE,沃格光电,yin2,2026-04-16,2026-04-17,2,True,True,False,+-,混合,>5,>5,>5,0.7977901648623374,1.1442636930292482,09:45,早09:30~10:30
603773.SSE,沃格光电,yin2,2026-04-24,2026-04-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.45114215549214925,0.923410403619013,09:45,早09:30~10:30
603773.SSE,沃格光电,yin2,2026-04-28,2026-04-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8140086748305896,0.8976670528857396,09:45,早09:30~10:30
603773.SSE,沃格光电,yang2,2026-05-08,2026-05-11,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8459116042812053,1.175026748498022,09:45,早09:30~10:30
603773.SSE,沃格光电,yang2,2026-05-20,2026-05-21,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.5861995272197555,1.5169860141620544,10:00,早09:30~10:30
603773.SSE,沃格光电,yang4,2026-08-14,2026-08-17,1,True,False,False,+-,混合,>5,>5,>5,0.2776534568777565,0.5668225985144353,09:45,早09:30~10:30
603776.SSE,永安行,yin2,2025-07-02,2025-07-03,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7210914363612039,0.6007977947997561,10:00,早09:30~10:30
603778.SSE,国晟科技,yang2,2025-11-07,2025-11-10,5,True,True,True,++,全多(10>20>30),>5,>5,>5,0.5832592120163873,1.2140482183097205,09:45,早09:30~10:30
603778.SSE,国晟科技,yang4,2025-11-26,2025-11-27,3,True,True,True,++,全多(10>20>30),>5,>5,>5,0.4214055947873846,1.1872985492475054,09:45,早09:30~10:30
603778.SSE,国晟科技,yang4,2025-12-10,2025-12-11,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.7750707146839348,0.7533426115477126,11:00,中10:30~11:30
603778.SSE,国晟科技,yin2,2026-03-02,2026-03-03,1,True,False,False,--,全空(10<20<30),>5,0~5,<-5,2.1777638415860063,1.0341151581337529,09:45,早09:30~10:30
603778.SSE,国晟科技,yin2,2026-03-05,2026-03-06,1,True,False,False,+-,混合,>5,>5,>5,1.0989813686814711,0.952899065855295,10:30,早09:30~10:30
603778.SSE,国晟科技,yang2,2026-03-10,2026-03-11,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3554208195916513,0.9862771689720798,11:15,中10:30~11:30
603778.SSE,国晟科技,yang2,2026-03-27,2026-03-30,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9748358571680217,0.7902041275614488,13:15,午13:00~14:00
603778.SSE,国晟科技,yin2,2026-03-31,2026-04-01,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0543481245563744,1.142945580801845,11:00,中10:30~11:30
603786.SSE,科博达,yang2,2025-09-26,2025-09-29,0,False,False,False,++,全多(10>20>30),>5,>5,>5,0.6575584511140158,0.7495072816814282,11:00,中10:30~11:30
603798.SSE,康普顿,yin2,2024-01-18,2024-01-19,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,0.6390967043303337,0.6279223099898329,,
603798.SSE,康普顿,yin2,2024-01-22,2024-01-23,0,False,False,False,++,全多(10>20>30),-5~0,0~5,0~5,0.8460107367911516,0.8303967716767336,,
603800.SSE,洪田股份,yang2,2025-08-12,2025-08-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8564673517092779,1.2857756382726417,11:00,中10:30~11:30
603800.SSE,洪田股份,yin2,2025-08-27,2025-08-28,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.0234091214852683,0.6304732151817951,14:30,尾14:00~15:00
603800.SSE,洪田股份,yin2,2025-08-29,2025-09-01,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0148887342224564,1.12628137691442,14:00,午13:00~14:00
603801.SSE,志邦家居,yang2,2026-08-28,2026-08-31,0,False,False,False,++,全多(10>20>30),-5~0,0~5,>5,1.2042161523673933,0.5200817861313383,10:00,早09:30~10:30
603803.SSE,瑞斯康达,yang2,2023-06-14,2023-06-15,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.476688624140082,0.8825976478061778,,
603803.SSE,瑞斯康达,yin2,2024-03-07,2024-03-08,1,True,False,False,+-,混合,>5,>5,>5,2.061454207439966,0.9548871753146806,,
603803.SSE,瑞斯康达,yin4,2025-01-03,2025-01-06,0,False,False,False,++,全多(10>20>30),<-5,<-5,<-5,0.7499447416706391,0.4817083903256248,10:00,早09:30~10:30
603803.SSE,瑞斯康达,yin2,2026-03-17,2026-03-18,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9352479275441083,1.082972783279174,09:45,早09:30~10:30
603803.SSE,瑞斯康达,yin2,2026-03-20,2026-03-23,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.2417452388969954,1.3116440731685715,10:30,早09:30~10:30
603803.SSE,瑞斯康达,yin2,2026-03-31,2026-04-01,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,0.9880209089926025,0.7426863988350568,09:45,早09:30~10:30
603808.SSE,歌力思,yin2,2026-04-08,2026-04-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.7043231316848664,0.6102921245599707,10:45,中10:30~11:30
603809.SSE,豪能股份,yin2,2024-05-06,2024-05-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.530862974611272,2.8187088196766186,,
603809.SSE,豪能股份,yin2,2024-11-28,2024-11-29,1,True,False,False,-+,混合,0~5,-5~0,>5,1.9026293010526178,0.7637495999012672,14:00,午13:00~14:00
603809.SSE,豪能股份,yang2,2025-02-10,2025-02-11,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2223241327194194,1.134718170737431,10:15,早09:30~10:30
603810.SSE,丰山集团,yin2,2024-01-24,2024-01-25,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.3118766489956952,3.8151472798802897,,
603810.SSE,丰山集团,yang2,2024-02-20,2024-02-21,0,False,False,False,--,全空(10<20<30),0~5,<-5,<-5,1.4340808637055287,0.7497630998894466,,
603810.SSE,丰山集团,yin2,2025-10-15,2025-10-16,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6281941747572816,0.35663305923591515,09:45,早09:30~10:30
603811.SSE,诚意药业,yin2,2025-07-11,2025-07-14,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.7721404165119591,0.43588106518280867,09:45,早09:30~10:30
603811.SSE,诚意药业,yin2,2025-08-01,2025-08-04,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.599816893361139,1.1872454395298395,09:45,早09:30~10:30
603811.SSE,诚意药业,yin2,2025-08-07,2025-08-08,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0338657913133171,1.112166778837713,13:30,午13:00~14:00
603811.SSE,诚意药业,yang2,2025-08-18,2025-08-19,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9067563478867865,0.545330500834125,10:00,早09:30~10:30
603819.SSE,神力股份,yin2,2024-11-21,2024-11-22,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.3517572633552015,0.49545844682049944,09:45,早09:30~10:30
603819.SSE,神力股份,yin2,2024-11-26,2024-11-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7243623959204466,1.061350990354863,09:45,早09:30~10:30
603823.SSE,百合花,yang4,2024-05-14,2024-05-15,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.3974841581042219,1.6145431920507978,,
603823.SSE,百合花,yang2,2026-08-10,2026-08-11,1,True,False,False,-+,混合,>5,>5,>5,1.1680317384806638,1.0823558456675224,14:00,午13:00~14:00
603823.SSE,百合花,yin2,2026-08-14,2026-08-17,2,True,True,False,+-,混合,>5,>5,>5,0.5852117165656919,0.9343824704886742,09:45,早09:30~10:30
603826.SSE,坤彩科技,yang2,2026-02-24,2026-02-25,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4300580904411733,0.48752152487362815,11:30,中10:30~11:30
603829.SSE,洛凯股份,yin2,2025-11-20,2025-11-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.3074057520941419,0.898110173092688,09:45,早09:30~10:30
603829.SSE,洛凯股份,yang2,2025-12-08,2025-12-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.43535470909329,0.9026550188420692,13:15,午13:00~14:00
603839.SSE,安正时尚,yin2,2024-08-16,2024-08-19,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.3928811282740092,4.962158170934311,09:45,早09:30~10:30
603839.SSE,安正时尚,yang2,2025-04-29,2025-04-30,1,True,False,False,+-,混合,0~5,>5,>5,0.45871322005801907,0.5449187323900904,09:45,早09:30~10:30
603839.SSE,安正时尚,yin2,2025-05-14,2025-05-15,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.4204358151519432,0.6426315789473684,13:15,午13:00~14:00
603839.SSE,安正时尚,yin2,2025-05-21,2025-05-22,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.3601180163435412,0.8567390076888388,09:45,早09:30~10:30
603839.SSE,安正时尚,yang2,2025-05-27,2025-05-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7576470252259229,1.1862515257307102,09:45,早09:30~10:30
603839.SSE,安正时尚,yang4,2025-10-09,2025-10-10,1,True,False,False,-+,混合,>5,>5,>5,2.202121346021228,0.9626108366189217,09:45,早09:30~10:30
603848.SSE,好太太,yin2,2023-07-24,2023-07-25,1,True,False,False,-+,混合,>5,0~5,0~5,2.130537633062775,1.1539787242670414,,
603859.SSE,能科科技,yang2,2024-10-31,2024-11-01,4,True,True,True,++,全多(10>20>30),>5,>5,>5,2.6503140950525337,1.1595140139131717,09:45,早09:30~10:30
603859.SSE,能科科技,yang4,2024-11-13,2024-11-14,0,False,False,False,++,全多(10>20>30),>5,>5,>5,0.8754749982809684,0.8030395113705319,13:15,午13:00~14:00
603859.SSE,能科科技,yang2,2026-06-30,2026-07-01,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.3159872821858658,0.6718649991364334,09:45,早09:30~10:30
603860.SSE,中公高科,yang2,2024-02-27,2024-02-28,0,False,False,False,--,全空(10<20<30),>5,>5,0~5,1.4258279509891607,0.8679339669834917,,
603861.SSE,白云电器,yang2,2024-05-20,2024-05-21,0,False,False,False,++,全多(10>20>30),>5,>5,>5,3.6513816066243243,0.6048555835975754,,
603861.SSE,白云电器,yang2,2026-02-27,2026-03-02,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4777994486636086,0.7499306201244178,13:30,午13:00~14:00
603861.SSE,白云电器,yin2,2026-07-22,2026-07-23,1,True,False,False,--,全空(10<20<30),0~5,-5~0,<-5,1.5085276889352068,0.6885760263947404,14:45,尾14:00~15:00
603863.SSE,松炀资源,yang2,2023-10-11,2023-10-12,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2973966102142376,0.8925353446350764,,
603863.SSE,松炀资源,yin2,2023-10-13,2023-10-16,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0230843344212206,0.786651824795062,,
603863.SSE,松炀资源,yin2,2023-10-26,2023-10-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.2060945638204326,0.9343426600229973,,
603863.SSE,松炀资源,yin2,2024-06-21,2024-06-24,1,True,False,False,--,全空(10<20<30),-5~0,<-5,<-5,0.7394462192767441,0.7197425117473166,,
603863.SSE,松炀资源,yin2,2024-11-04,2024-11-05,1,True,False,False,-+,混合,-5~0,-5~0,0~5,1.1225159658961974,1.0692416391898256,13:30,午13:00~14:00
603879.SSE,永悦科技,yang4,2024-04-18,2024-04-19,1,True,False,False,-+,混合,0~5,<-5,<-5,1.5756252766615626,1.4157505716938394,,
603879.SSE,永悦科技,yin2,2025-12-23,2025-12-24,1,True,False,False,--,全空(10<20<30),0~5,0~5,0~5,0.9448932243507747,0.8224086428989361,10:30,早09:30~10:30
603879.SSE,永悦科技,yang2,2025-12-26,2025-12-29,1,True,False,False,-+,混合,>5,>5,>5,2.748996990094292,1.5882697574837978,09:45,早09:30~10:30
603881.SSE,数据港,yang4,2025-03-05,2025-03-06,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.3949460342552407,1.281231747288341,14:45,尾14:00~15:00
603881.SSE,数据港,yin4,2025-03-10,2025-03-11,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.945661743591254,0.6672649758384686,15:00,尾14:00~15:00
603882.SSE,金域医学,yin2,2025-02-13,2025-02-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1965395814029094,0.7720391835681405,11:00,中10:30~11:30
603882.SSE,金域医学,yin2,2025-02-18,2025-02-19,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9452663338060028,0.9299282876996975,11:00,中10:30~11:30
603883.SSE,老百姓,yang4,2024-09-18,2024-09-19,1,True,False,False,++,全多(10>20>30),<-5,0~5,>5,1.7296545515123305,1.0631012909649278,10:00,早09:30~10:30
603883.SSE,老百姓,yin2,2024-11-05,2024-11-06,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.560162455151197,2.0559409982528485,13:45,午13:00~14:00
603883.SSE,老百姓,yang2,2024-11-27,2024-11-28,0,False,False,False,-+,混合,>5,0~5,>5,3.1839682025031957,0.9772540964693465,14:30,尾14:00~15:00
603887.SSE,城地香江,yin2,2024-06-28,2024-07-01,0,False,False,False,+-,混合,>5,>5,>5,1.895842428559393,2.9994659790844236,,
603887.SSE,城地香江,yin4,2024-11-07,2024-11-08,1,True,False,False,++,全多(10>20>30),<-5,>5,>5,1.0865633891718653,0.8637453701767217,13:30,午13:00~14:00
603890.SSE,春秋电子,yang2,2024-02-29,2024-03-01,0,False,False,False,+-,混合,>5,>5,>5,2.0059392662132387,0.8807684093442646,,
603890.SSE,春秋电子,yang2,2024-03-01,2024-03-04,1,True,False,False,+-,混合,>5,>5,>5,2.1162158180664803,2.0059392662132387,,
603893.SSE,瑞芯微,yin2,2024-10-11,2024-10-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.018671922686493,0.6994999033924061,11:00,中10:30~11:30
603893.SSE,瑞芯微,yang2,2024-10-17,2024-10-18,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.2810668339194649,1.0908931428623279,14:00,午13:00~14:00
603893.SSE,瑞芯微,yin2,2024-12-25,2024-12-26,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9850649675474906,0.7012199939532292,13:15,午13:00~14:00
603893.SSE,瑞芯微,yang2,2025-01-06,2025-01-07,2,True,True,False,++,全多(10>20>30),0~5,>5,>5,0.9732478335895289,0.7173708140761647,11:15,中10:30~11:30
603893.SSE,瑞芯微,yang2,2025-01-14,2025-01-15,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.4048755374361686,1.3250119185560079,10:30,早09:30~10:30
603893.SSE,瑞芯微,yin2,2025-01-16,2025-01-17,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9012344335012908,1.0295376765243704,11:00,中10:30~11:30
603893.SSE,瑞芯微,yin2,2025-09-17,2025-09-18,0,False,False,False,-+,混合,>5,>5,>5,1.9986926586299387,0.7605718431702332,10:15,早09:30~10:30
603895.SSE,天永智能,yin4,2024-03-20,2024-03-21,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.5837239081517214,0.7595614755561904,,
603895.SSE,天永智能,yin4,2024-03-26,2024-03-27,1,True,False,False,-+,混合,0~5,-5~0,>5,0.5331959232292187,0.6528074760433991,,
603897.SSE,长城科技,yin2,2026-03-13,2026-03-16,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,2.104407723227472,1.047012425132811,09:45,早09:30~10:30
603897.SSE,长城科技,yin2,2026-03-17,2026-03-18,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,1.1167650999069307,1.3838262416230902,09:45,早09:30~10:30
603897.SSE,长城科技,yang2,2026-03-27,2026-03-30,1,True,False,False,-+,混合,>5,0~5,>5,1.349719324606581,0.8225917686519479,14:15,尾14:00~15:00
603898.SSE,好莱客,yin2,2025-12-01,2025-12-02,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.6065590432469974,0.558820194996599,09:45,早09:30~10:30
603898.SSE,好莱客,yin2,2025-12-05,2025-12-08,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6240150949655802,0.8263025089409657,11:30,中10:30~11:30
603900.SSE,莱绅通灵,yang4,2024-05-07,2024-05-08,1,True,False,False,-+,混合,>5,<-5,>5,1.6840758098079305,1.0263876220001624,,
