代码,买入日,方案点,四组,年,封住,缩量强趋势,E0,E1,E2,E3,E4,E5,E6
002342.SZSE,2026-01-23,—,二接三阴,2026,True,True,1.255539143279183,7.237813884785815,1.255539143279183,1.255539143279183,1.255539143279183,-2.437223042836034,-2.437223042836034
002343.SZSE,2025-02-24,—,三接四阴,2025,False,False,-15.71125265392781,-17.728237791932056,-15.71125265392781,-8.59872611464969,-17.728237791932056,-15.71125265392781,-17.834394904458595
002344.SZSE,2024-11-20,—,三接四阴,2024,True,False,14.583333333333325,7.638888888888906,10.069444444444443,14.583333333333325,14.583333333333325,3.125,3.125
002346.SZSE,2025-01-08,—,二接三阴,2025,False,False,-11.711026615969589,-12.547528517110273,-11.711026615969589,-5.475285171102662,-12.547528517110273,-11.711026615969589,-2.8897338403041872
002347.SZSE,2024-01-10,—,二接三阴,2024,False,False,-15.12915129151292,-22.50922509225093,-15.12915129151292,-13.899138991389925,-22.50922509225093,-15.12915129151292,-20.787207872078728
002347.SZSE,2024-03-19,—,二接三阳,2024,False,False,-6.009244992295848,-11.402157164869031,-6.009244992295848,-6.779661016949157,-11.402157164869031,-6.009244992295848,-11.402157164869031
002347.SZSE,2024-10-11,—,二接三阴,2024,False,False,-18.927973199329983,-18.927973199329983,-18.927973199329983,-9.88274706867671,-18.927973199329983,-18.927973199329983,-22.948073701842553
002347.SZSE,2024-12-03,B3,三接四阳,2024,True,False,49.601063829787236,6.382978723404253,9.97340425531914,49.601063829787236,49.601063829787236,34.70744680851065,34.70744680851065
002347.SZSE,2025-12-29,—,二接三阳,2025,True,False,28.445747800586506,-9.97067448680351,9.97067448680351,28.445747800586506,-9.97067448680351,31.182795698924725,31.182795698924725
002347.SZSE,2025-12-30,—,三接四阳,2025,True,False,16.800000000000015,6.311111111111112,10.044444444444455,16.800000000000015,16.800000000000015,19.288888888888888,19.288888888888888
002348.SZSE,2024-11-08,—,二接三阳,2024,True,False,-10.024449877750607,-4.645476772616131,-10.024449877750607,-10.024449877750607,-4.645476772616131,-10.268948655256727,-10.268948655256727
002348.SZSE,2024-11-27,—,二接三阳,2024,False,False,-4.276985743380857,7.7393075356415375,-4.276985743380857,-2.0366598778004175,-4.276985743380857,-4.276985743380857,-13.849287169042768
002354.SZSE,2024-11-22,—,二接三阳,2024,False,False,-0.16949152542373724,-2.5423728813559365,-0.16949152542373724,-6.779661016949157,-2.5423728813559365,-0.16949152542373724,-10.169491525423735
002354.SZSE,2024-12-10,—,三接四阴,2024,True,False,3.208556149732611,-1.4705882352941235,3.208556149732611,3.208556149732611,-1.4705882352941235,3.342245989304815,3.342245989304815
002354.SZSE,2026-06-09,—,二接三阳,2026,True,False,-0.992555831265507,2.7295285359801413,10.049627791563264,-0.992555831265507,-0.992555831265507,-6.699751861042191,-6.699751861042191
002354.SZSE,2026-06-10,—,三接四阳,2026,True,False,-10.033821871476878,-1.3528748590755257,-10.033821871476878,-10.033821871476878,-1.3528748590755257,-15.219842164599772,-15.219842164599772
002354.SZSE,2026-08-04,—,二接三阴,2026,True,False,0.50761421319796,-4.695431472081224,0.50761421319796,0.50761421319796,-4.695431472081224,2.7918781725888353,2.7918781725888353
002355.SZSE,2025-05-07,—,二接三阳,2025,False,False,-6.728232189973616,-9.49868073878628,-6.728232189973616,-5.277044854881274,-9.49868073878628,-6.728232189973616,-10.026385224274403
002356.SZSE,2023-07-04,—,二接三阳,2023,True,False,2.2727272727272707,1.325757575757569,10.037878787878785,2.2727272727272707,2.2727272727272707,1.8939393939393812,1.8939393939393812
002356.SZSE,2023-07-05,—,三接四阳,2023,True,False,-7.056798623063676,4.991394148020656,-7.056798623063676,-7.056798623063676,-7.056798623063676,-7.40103270223752,-7.40103270223752
002356.SZSE,2024-06-11,—,二接三阴,2024,False,False,-7.299270072992703,-19.7080291970803,-7.299270072992703,-10.705596107055971,-19.7080291970803,-7.299270072992703,-16.301703163017034
002356.SZSE,2025-07-11,—,二接三阳,2025,True,False,-8.845208845208852,-1.7199017199017286,-8.845208845208852,-8.845208845208852,-1.7199017199017286,-14.004914004914015,-14.004914004914015
002358.SZSE,2025-01-23,—,二接三阳,2025,False,False,-19.03276131045242,-21.216848673946963,-19.03276131045242,-16.068642745709827,-21.216848673946963,-19.03276131045242,-26.053042121684868
002361.SZSE,2024-12-31,—,二接三阳,2024,True,False,-2.0183486238532167,4.587155963302747,-2.0183486238532167,-2.0183486238532167,-2.0183486238532167,2.9357798165137616,7.706422018348613
002361.SZSE,2025-01-02,—,三接四阳,2025,False,False,-6.499999999999995,-4.999999999999993,-2.166666666666661,-10.999999999999998,-4.999999999999993,-6.499999999999995,2.833333333333332
002361.SZSE,2025-12-22,—,二接三阴,2025,True,False,45.050055617352605,9.899888765294772,10.011123470522797,45.050055617352605,45.050055617352605,52.39154616240267,59.51056729699666
002361.SZSE,2025-12-23,—,三接四阴,2025,True,False,31.850353892821026,-3.2355915065722995,10.01011122345803,31.850353892821026,-3.2355915065722995,38.52376137512636,44.994944388270966
002361.SZSE,2026-03-30,—,二接三阳,2026,True,False,13.33333333333333,7.666666666666666,10.000000000000009,13.33333333333333,13.33333333333333,15.266666666666652,15.266666666666652
002361.SZSE,2026-03-31,B3,三接四阳,2026,True,False,3.0303030303030276,3.0303030303030276,3.0303030303030276,3.0303030303030276,3.0303030303030276,4.787878787878785,4.787878787878785
002362.SZSE,2024-02-21,—,二接三阳,2024,False,False,-7.1462153267512925,-12.646920545369067,-7.1462153267512925,-9.826046074283024,-12.646920545369067,-7.1462153267512925,-1.739539257169731
002362.SZSE,2024-12-09,—,二接三阴,2024,True,False,-1.0038860103626868,0.38860103626943143,10.006476683937816,-1.0038860103626868,-1.0038860103626868,-10.20077720207253,-10.20077720207253
002362.SZSE,2024-12-10,—,三接四阴,2024,True,False,-10.008831321754485,-7.653812187224018,-10.008831321754485,-10.008831321754485,-7.653812187224018,-18.369149249337646,-18.369149249337646
002363.SZSE,2025-12-26,—,二接三阴,2025,True,False,-9.964726631393294,-2.910052910052907,-9.964726631393294,-9.964726631393294,-2.910052910052907,-4.761904761904756,-4.761904761904756
002364.SZSE,2024-12-25,—,二接三阴,2024,False,False,-2.9739776951672847,-9.572490706319691,-2.9739776951672847,-5.204460966542756,-9.572490706319691,-2.9739776951672847,6.691449814126393
002364.SZSE,2025-01-08,—,二接三阴,2025,True,False,-10.026041666666663,-2.669270833333337,-10.026041666666663,-10.026041666666663,-2.669270833333337,-8.59375,-8.59375
002364.SZSE,2025-08-19,—,二接三阴,2025,True,False,-10.012014417300763,-8.289947937525033,-10.012014417300763,-10.012014417300763,-8.289947937525033,-13.0957148578294,-13.0957148578294
002364.SZSE,2026-04-14,—,三接四阳,2026,True,False,2.1416803953871355,0.0,2.1416803953871355,2.1416803953871355,2.1416803953871355,0.7295834313956195,0.7295834313956195
002365.SZSE,2025-04-25,—,二接三阳,2025,False,False,-5.212922173274592,-11.894273127753296,-4.258443465491924,-12.995594713656388,-11.894273127753296,-5.212922173274592,-14.68428781204112
002365.SZSE,2025-05-23,—,二接三阴,2025,True,False,6.483300589390972,1.4734774066797574,6.483300589390972,6.483300589390972,6.483300589390972,9.970530451866399,9.970530451866399
002365.SZSE,2025-06-16,—,二接三阴,2025,False,False,-7.48740100791937,0.10799136069112869,-7.48740100791937,-2.627789776817857,-7.48740100791937,-7.48740100791937,1.7638588912886943
002366.SZSE,2023-05-24,—,二接三阳,2023,True,False,2.9329608938547524,2.6536312849162025,10.05586592178771,2.9329608938547524,2.9329608938547524,-6.284916201117319,-6.284916201117319
002366.SZSE,2023-05-25,—,三接四阳,2023,True,False,-6.472081218274106,9.137055837563457,-6.472081218274106,-6.472081218274106,-6.472081218274106,-14.847715736040612,-14.847715736040612
002366.SZSE,2025-05-28,—,三接四阴,2025,True,False,-0.9345794392523366,3.738317757009346,10.01335113484647,-0.9345794392523366,-0.9345794392523366,-10.680907877169554,-10.680907877169554
002368.SZSE,2024-10-08,—,二接三阳,2024,True,False,1.9043401240035562,-0.3542958370239102,1.9043401240035562,1.9043401240035562,-0.3542958370239102,-0.9743135518157642,-0.9743135518157642
002369.SZSE,2024-03-05,—,二接三阳,2024,True,False,-3.7906137184115507,-7.581227436823101,-3.7906137184115507,-3.7906137184115507,-7.581227436823101,-13.357400722021662,-13.357400722021662
002369.SZSE,2024-08-19,—,三接四阳,2024,False,False,-16.103379721669985,-16.103379721669985,-16.103379721669985,-6.759443339960236,-16.103379721669985,-16.103379721669985,-24.453280318091466
002369.SZSE,2024-12-13,—,二接三阴,2024,False,False,-18.015102481121904,-12.297734627831701,-18.015102481121904,-10.895361380798274,-12.297734627831701,-18.015102481121904,-9.816612729234087
002369.SZSE,2024-12-19,—,二接三阴,2024,False,False,-13.833992094861646,-15.909090909090907,-13.833992094861646,-14.229249011857704,-15.909090909090907,-13.833992094861646,-5.23715415019762
002369.SZSE,2025-02-21,—,二接三阴,2025,True,False,20.483091787439633,5.120772946859908,10.048309178743974,20.483091787439633,20.483091787439633,26.37681159420291,32.56038647342996
002369.SZSE,2025-02-24,A2,三接四阴,2025,True,False,9.482001755926262,-2.985074626865669,10.008779631255482,9.482001755926262,-2.985074626865669,14.83757682177349,20.45654082528534
002370.SZSE,2024-08-19,—,二接三阴,2024,True,False,-8.605341246290799,-10.089020771513358,-8.605341246290799,-8.605341246290799,-10.089020771513358,-7.121661721068251,-7.121661721068251
002370.SZSE,2025-07-18,—,二接三阴,2025,False,False,-2.621722846441943,-8.988764044943808,1.6853932584269593,-7.490636704119835,-8.988764044943808,-2.621722846441943,1.4981273408239737
002370.SZSE,2025-07-30,—,二接三阳,2025,False,False,-10.14686248331108,-8.41121495327103,-10.14686248331108,-4.272363150867831,-8.41121495327103,-10.14686248331108,-1.2016021361815787
002370.SZSE,2025-10-17,—,三接四阳,2025,False,False,-11.55234657039712,-7.340553549939832,-11.55234657039712,-6.73886883273166,-7.340553549939832,-11.55234657039712,-15.764139590854398
002374.SZSE,2024-11-11,—,二接三阳,2024,True,True,-9.870129870129862,2.0779220779220786,-9.870129870129862,-9.870129870129862,-9.870129870129862,-13.506493506493511,-13.506493506493511
002374.SZSE,2025-11-12,—,二接三阴,2025,True,False,-0.23752969121139111,3.0878859857482066,-0.23752969121139111,-0.23752969121139111,-0.23752969121139111,-8.313539192399055,-8.313539192399055
002374.SZSE,2025-11-13,—,三接四阴,2025,False,False,-16.630669546436284,-15.118790496760258,-16.630669546436284,-9.287257019438444,-15.118790496760258,-16.630669546436284,-15.33477321814255
002377.SZSE,2023-07-28,—,二接三阳,2023,True,False,18.100890207715125,10.089020771513347,10.089020771513347,18.100890207715125,18.100890207715125,11.275964391691385,11.275964391691385
002378.SZSE,2025-08-26,—,二接三阳,2025,False,False,4.619565217391308,-4.891304347826086,4.619565217391308,-0.6114130434782594,-4.891304347826086,4.619565217391308,1.5625
002378.SZSE,2026-02-27,B1,二接三阴,2026,True,True,8.226600985221655,9.999999999999986,8.226600985221655,8.226600985221655,8.226600985221655,2.536945812807878,2.536945812807878
002378.SZSE,2026-03-02,—,三接四阴,2026,False,False,-6.784594715629188,-1.81370353784146,-6.784594715629188,-1.6121809225257522,-1.81370353784146,-6.784594715629188,0.71652485445588
002379.SZSE,2025-01-08,—,二接三阳,2025,True,False,-5.893186003683226,-1.3812154696132506,-5.893186003683226,-5.893186003683226,-1.3812154696132506,-10.957642725598527,-10.957642725598527
002384.SZSE,2026-04-10,—,二接三阴,2026,False,False,1.1992556344338157,-1.0200565166448294,1.1992556344338157,-1.0614101592115177,-1.0200565166448294,1.1992556344338157,0.627196912261363
002387.SZSE,2024-11-07,—,二接三阳,2024,True,False,0.49059689288633024,0.0,0.49059689288633024,0.49059689288633024,0.49059689288633024,3.4341782502044227,3.4341782502044227
002387.SZSE,2025-11-12,—,二接三阳,2025,False,False,-14.36170212765957,-13.120567375886516,-14.36170212765957,-10.460992907801414,-13.120567375886516,-14.36170212765957,-14.00709219858156
002388.SZSE,2024-09-05,—,三接四阳,2024,True,False,6.560283687943258,2.4822695035461084,6.560283687943258,6.560283687943258,6.560283687943258,-4.07801418439716,-4.07801418439716
002388.SZSE,2026-07-28,—,二接三阳,2026,True,False,-6.439393939393934,-4.545454545454552,-6.439393939393934,-6.439393939393934,-4.545454545454552,-15.719696969696972,-15.719696969696972
002393.SZSE,2025-07-17,—,二接三阳,2025,True,False,4.682146935668063,0.22839741149600634,4.682146935668063,4.682146935668063,4.682146935668063,2.169775409212038,2.169775409212038
002394.SZSE,2025-07-17,—,二接三阳,2025,True,False,-6.0477001703577615,3.747870528109032,-6.0477001703577615,-6.0477001703577615,-6.0477001703577615,-4.599659284497449,-4.599659284497449
002395.SZSE,2023-06-02,—,二接三阳,2023,False,False,-13.726708074534166,-14.844720496894414,-4.161490683229829,-12.857142857142867,-14.844720496894414,-13.726708074534166,-19.875776397515533
002395.SZSE,2023-12-27,—,二接三阴,2023,True,False,11.086596800882532,3.4197462768891462,9.983452840595719,11.086596800882532,11.086596800882532,9.983452840595719,22.17319360176504
002395.SZSE,2023-12-28,—,三接四阴,2023,True,False,1.0030090270812364,6.218655967903697,1.0030090270812364,1.0030090270812364,1.0030090270812364,0.0,11.083249749247726
002396.SZSE,2026-08-31,—,二接三阴,2026,True,False,-1.5113974231912741,-0.49554013875124925,-1.5113974231912741,-1.5113974231912741,-0.49554013875124925,-1.3131813676907855,-1.3131813676907855
002397.SZSE,2025-01-03,—,二接三阴,2025,True,False,5.915492957746471,-3.0985915492957705,5.915492957746471,5.915492957746471,-3.0985915492957705,13.239436619718315,16.619718309859156
002397.SZSE,2025-01-06,—,三接四阴,2025,False,False,2.813299232736566,-4.347826086956519,5.88235294117645,-3.8363171355498826,-4.347826086956519,2.813299232736566,-3.8363171355498826
002398.SZSE,2025-01-27,—,二接三阴,2025,True,False,0.538599640933568,-1.9748653500897717,0.538599640933568,0.538599640933568,-1.9748653500897717,-7.899461400359076,-7.899461400359076
002400.SZSE,2023-07-17,—,二接三阴,2023,False,False,-11.451612903225804,-7.41935483870968,-11.451612903225804,-6.451612903225811,-7.41935483870968,-11.451612903225804,-2.580645161290329
002400.SZSE,2024-12-13,—,二接三阳,2024,True,False,-5.1512673753066345,-1.9623875715453765,-5.1512673753066345,-5.1512673753066345,-1.9623875715453765,-11.28372853638594,-11.28372853638594
002400.SZSE,2026-01-13,—,二接三阳,2026,True,False,1.9920318725099584,-0.3984063745020028,10.039840637450204,1.9920318725099584,-0.3984063745020028,-8.207171314741046,-8.207171314741046
002400.SZSE,2026-01-14,—,三接四阳,2026,True,False,-7.313540912382333,0.2896451846488013,-7.313540912382333,-7.313540912382333,-7.313540912382333,-16.582186821144106,-16.582186821144106
002401.SZSE,2025-07-15,—,二接三阳,2025,False,False,-12.985212569316095,-9.981515711645105,-12.985212569316095,-6.330868761552688,-9.981515711645105,-12.985212569316095,-4.297597042513857
002402.SZSE,2024-11-14,—,三接四阳,2024,True,False,3.2464076636508743,-8.408728046833414,3.2464076636508743,3.2464076636508743,-8.408728046833414,2.235231506120283,13.571048430015974
002402.SZSE,2025-09-24,—,二接三阴,2025,False,False,-13.358590018118921,-7.7417229451490766,-13.358590018118921,-7.758194696096199,-7.7417229451490766,-13.358590018118921,-20.639103936748484
002403.SZSE,2024-01-09,—,二接三阴,2024,True,True,-0.9361702127659521,10.042553191489368,10.042553191489368,-0.9361702127659521,-0.9361702127659521,-10.808510638297864,-10.808510638297864
002403.SZSE,2024-02-27,B3,三接四阳,2024,True,False,-9.680968096809671,-3.190319031903177,-9.680968096809671,-9.680968096809671,-3.190319031903177,-1.650165016501659,-0.660066006600668
002403.SZSE,2024-08-22,—,二接三阳,2024,True,False,-10.011778563015316,-5.771495877502952,-10.011778563015316,-10.011778563015316,-5.771495877502952,-18.963486454652532,-18.963486454652532
002403.SZSE,2024-11-07,—,三接四阴,2024,False,False,-11.351819757365678,-7.538994800693233,-11.351819757365678,-6.412478336221827,-7.538994800693233,-11.351819757365678,-16.291161178509526
