代码,买入日,方案点,四组,年,封住,缩量强趋势,E0,E1,E2,E3,E4,E5,E6
002199.SZSE,2024-06-14,—,二接三阳,2024,True,False,31.74603174603177,8.253968253968269,10.000000000000009,31.74603174603177,31.74603174603177,18.571428571428573,18.571428571428573
002199.SZSE,2024-06-17,—,三接四阳,2024,True,False,19.76911976911979,9.66810966810967,9.956709956709965,19.76911976911979,19.76911976911979,7.792207792207795,7.792207792207795
002199.SZSE,2024-10-18,—,二接三阳,2024,True,False,11.42557651991616,-5.974842767295585,9.958071278825997,11.42557651991616,-5.974842767295585,0.41928721174004924,0.41928721174004924
002199.SZSE,2024-10-21,—,三接四阳,2024,True,False,1.3346043851286904,0.19065776930409228,1.3346043851286904,1.3346043851286904,1.3346043851286904,-8.67492850333651,-8.67492850333651
002199.SZSE,2026-07-30,—,二接三阴,2026,False,False,-7.19619823489478,-10.59063136456212,-7.19619823489478,-3.3265444670739996,-10.59063136456212,-7.19619823489478,-16.496945010183296
002201.SZSE,2026-04-23,—,二接三阳,2026,False,False,-15.727002967359061,-15.727002967359061,-15.727002967359061,-12.166172106824924,-15.727002967359061,-15.727002967359061,-16.14243323442137
002202.SZSE,2026-01-08,—,二接三阴,2026,True,False,16.907713498622613,9.986225895316814,9.986225895316814,16.907713498622613,16.907713498622613,14.944903581267234,14.944903581267234
002202.SZSE,2026-01-09,—,三接四阴,2026,True,False,6.293049467752043,6.418284283030684,9.987476518472139,6.293049467752043,6.293049467752043,4.508453350031316,4.508453350031316
002204.SZSE,2025-03-24,—,三接四阳,2025,True,False,1.1688311688311748,0.0,1.1688311688311748,1.1688311688311748,1.1688311688311748,0.12987012987013546,11.298701298701296
002208.SZSE,2025-10-14,—,二接三阳,2025,True,False,-3.590664272890487,5.116696588868952,-3.590664272890487,-3.590664272890487,-3.590664272890487,16.786355475763017,6.014362657091565
002208.SZSE,2025-10-15,—,三接四阳,2025,False,False,6.204081632653069,-11.10204081632653,-3.591836734693876,-12.326530612244902,-11.10204081632653,6.204081632653069,16.816326530612248
002208.SZSE,2026-05-14,—,二接三阳,2026,True,False,4.8484848484848575,-0.9595959595959713,4.8484848484848575,4.8484848484848575,-0.9595959595959713,30.707070707070706,15.353535353535342
002209.SZSE,2024-03-04,—,三接四阳,2024,False,False,-24.636510500807763,-24.717285945072696,-24.636510500807763,-16.31663974151859,-24.717285945072696,-24.636510500807763,-24.555735056542815
002209.SZSE,2025-07-15,—,二接三阳,2025,True,False,1.4243323442136413,2.0178041543026604,10.02967359050444,1.4243323442136413,1.4243323442136413,-2.6112759643917016,-2.6112759643917016
002209.SZSE,2025-07-16,—,三接四阳,2025,True,False,-7.820927723840343,9.924487594390508,-7.820927723840343,-7.820927723840343,-7.820927723840343,-11.488673139158568,-11.488673139158568
002210.SZSE,2026-04-29,—,二接三阴,2026,True,False,-9.969788519637468,1.5105740181268867,-9.969788519637468,-9.969788519637468,-9.969788519637468,-0.6042296072507614,-0.9063444108761365
002212.SZSE,2025-08-25,—,二接三阳,2025,False,False,16.29364368845121,-8.325872873769026,0.71620411817368,-8.41539838854073,-8.325872873769026,16.29364368845121,6.535362578334825
002212.SZSE,2025-08-28,—,二接三阴,2025,False,False,-12.628487518355346,-4.552129221732737,-12.628487518355346,-4.625550660792943,-4.552129221732737,-12.628487518355346,-17.98825256975036
002213.SZSE,2024-12-06,—,二接三阳,2024,False,False,-17.443324937027715,-15.869017632241821,-17.443324937027715,-8.501259445843834,-15.869017632241821,-17.443324937027715,-18.765743073047858
002213.SZSE,2025-02-07,—,二接三阴,2025,True,False,-1.8161805173362744,0.7154650522839701,-1.8161805173362744,-1.8161805173362744,-1.8161805173362744,-8.75068794716568,-8.75068794716568
002213.SZSE,2025-10-28,—,二接三阳,2025,True,False,-5.117270788912586,-1.7412935323383172,-5.117270788912586,-5.117270788912586,-1.7412935323383172,-4.157782515991482,-4.157782515991482
002213.SZSE,2025-11-20,—,二接三阴,2025,True,False,-9.989082969432328,-9.989082969432328,-9.989082969432328,-9.989082969432328,-9.989082969432328,-18.99563318777293,-18.99563318777293
002218.SZSE,2024-05-24,—,二接三阴,2024,False,False,-14.155251141552515,-10.273972602739722,-14.155251141552515,-4.5662100456621,-10.273972602739722,-14.155251141552515,-14.155251141552515
002218.SZSE,2026-01-16,—,二接三阴,2026,False,False,-20.454545454545446,-24.675324675324685,-20.454545454545446,-16.3961038961039,-24.675324675324685,-20.454545454545446,-18.83116883116883
002218.SZSE,2026-01-27,—,二接三阳,2026,True,False,4.387291981845687,2.874432677760952,4.387291981845687,4.387291981845687,4.387291981845687,-0.7564296520423675,-0.7564296520423675
002218.SZSE,2026-01-28,B3,三接四阳,2026,False,False,-9.766162310866576,-5.364511691884455,-9.766162310866576,-5.089408528198058,-5.364511691884455,-9.766162310866576,-18.844566712517185
002219.SZSE,2024-10-09,—,二接三阳,2024,False,False,1.4388489208633004,-2.517985611510787,1.4388489208633004,-4.316546762589912,-2.517985611510787,1.4388489208633004,-6.1151079136690605
002222.SZSE,2023-11-08,—,二接三阳,2023,True,False,-9.09624413145539,4.460093896713624,-9.09624413145539,-9.09624413145539,-9.09624413145539,-4.81220657276995,-4.81220657276995
002226.SZSE,2025-07-23,—,二接三阳,2025,False,False,-15.637319316688568,-15.900131406044682,-15.637319316688568,-10.512483574244424,-15.900131406044682,-15.637319316688568,-18.922470433639948
002228.SZSE,2025-12-24,—,二接三阳,2025,True,True,6.386554621848739,10.084033613445364,10.084033613445364,6.386554621848739,6.386554621848739,-4.201680672268903,-4.201680672268903
002229.SZSE,2023-04-26,—,二接三阴,2023,True,False,0.11778563015312216,-2.2379269729092988,0.11778563015312216,0.11778563015312216,-2.2379269729092988,4.004711425206131,4.004711425206131
002229.SZSE,2023-05-29,—,二接三阳,2023,True,True,19.418156326673675,4.801962846126884,9.989484752891675,19.418156326673675,19.418156326673675,14.265685243603233,14.265685243603233
002229.SZSE,2023-05-30,—,三接四阳,2023,True,False,8.572339069471013,5.098789037603568,10.006373486297026,8.572339069471013,8.572339069471013,3.8878266411727314,3.8878266411727314
002229.SZSE,2024-10-28,—,二接三阴,2024,False,False,-10.945865556216528,-6.960142772159417,-10.945865556216528,-3.0933967876264123,-6.960142772159417,-10.945865556216528,-14.336704342653173
002229.SZSE,2025-04-29,—,二接三阳,2025,True,False,19.11357340720221,8.795013850415522,9.972299168975084,19.11357340720221,19.11357340720221,26.10803324099724,26.10803324099724
002229.SZSE,2025-04-30,—,三接四阳,2025,True,False,8.312342569269514,6.234256926952142,8.312342569269514,8.312342569269514,8.312342569269514,14.672544080604544,14.672544080604544
002229.SZSE,2026-08-13,—,二接三阴,2026,False,False,-11.549295774647883,-8.52112676056337,-11.549295774647883,-3.873239436619713,-8.52112676056337,-11.549295774647883,-2.6760563380281654
002232.SZSE,2023-10-31,—,三接四阳,2023,False,False,-17.589285714285708,-17.589285714285708,-17.589285714285708,-8.437499999999986,-17.589285714285708,-17.589285714285708,-22.455357142857135
002232.SZSE,2024-07-25,—,二接三阴,2024,False,False,37.32895457033387,0.16420361247948545,6.622879036672136,-3.065134099616851,37.32895457033387,37.32895457033387,30.706075533661735
002232.SZSE,2024-07-30,—,二接三阳,2024,True,False,6.448875689435729,4.921510394569362,6.448875689435729,6.448875689435729,6.448875689435729,1.3152312261349053,1.3152312261349053
002232.SZSE,2024-07-31,—,三接四阳,2024,False,False,-7.9059005013497945,-3.586579251831856,-7.9059005013497945,-3.239490937138445,-3.586579251831856,-7.9059005013497945,-2.9695333590435746
002232.SZSE,2024-09-24,—,二接三阳,2024,True,False,-5.276509386098427,-0.15220700152207556,-5.276509386098427,-5.276509386098427,-0.15220700152207556,-4.769152714358205,-4.769152714358205
002232.SZSE,2024-11-14,—,二接三阳,2024,False,False,-15.395049169209896,-8.273991183452011,-15.395049169209896,-6.00203458799593,-8.273991183452011,-15.395049169209896,-23.838589352322813
002232.SZSE,2025-08-28,—,二接三阳,2025,True,True,-7.972136222910208,0.23219814241486336,-7.972136222910208,-7.972136222910208,-7.972136222910208,-6.578947368421051,-6.578947368421051
002235.SZSE,2025-12-11,—,三接四阴,2025,True,False,-5.514705882352944,-4.264705882352937,-5.514705882352944,-5.514705882352944,-4.264705882352937,-4.411764705882348,-4.411764705882348
002239.SZSE,2023-11-20,—,二接三阳,2023,True,False,0.8086253369272267,9.7035040431267,9.973045822102433,0.8086253369272267,0.8086253369272267,-8.625336927223714,-8.625336927223714
002239.SZSE,2023-11-21,—,三接四阳,2023,True,False,-8.333333333333325,5.392156862745101,-8.333333333333325,-8.333333333333325,-8.333333333333325,-16.911764705882348,-16.911764705882348
002243.SZSE,2024-10-30,—,三接四阳,2024,True,False,2.516940948693125,4.356243949661165,2.516940948693125,2.516940948693125,2.516940948693125,-7.744433688286556,-7.744433688286556
002246.SZSE,2025-07-21,—,二接三阳,2025,True,True,1.3285641287685168,10.015329586101185,10.015329586101185,1.3285641287685168,1.3285641287685168,-8.022483392948388,-8.022483392948388
002247.SZSE,2024-11-07,—,三接四阴,2024,False,False,-15.526315789473678,-9.736842105263154,-15.526315789473678,-8.684210526315784,-9.736842105263154,-15.526315789473678,-7.105263157894736
002248.SZSE,2024-10-25,—,二接三阳,2024,True,False,12.61633919338161,0.10341261633919352,10.031023784901771,12.61633919338161,12.61633919338161,7.65253360910032,7.65253360910032
002248.SZSE,2024-10-28,—,三接四阳,2024,True,False,2.3496240601503793,2.2556390977443552,2.3496240601503793,2.3496240601503793,2.3496240601503793,-2.1616541353383534,-2.1616541353383534
002248.SZSE,2026-08-12,—,二接三阳,2026,True,False,-3.5332785538208733,-2.136400986031217,-3.5332785538208733,-3.5332785538208733,-2.136400986031217,-3.2046014790468424,-3.2046014790468424
002250.SZSE,2025-05-30,—,二接三阳,2025,True,False,18.26086956521742,5.65217391304349,10.000000000000009,18.26086956521742,18.26086956521742,39.13043478260872,30.108695652173935
002250.SZSE,2025-06-03,—,三接四阳,2025,True,False,7.509881422924924,5.2371541501976315,7.509881422924924,7.509881422924924,7.509881422924924,26.4822134387352,18.28063241106721
002251.SZSE,2025-04-23,—,二接三阳,2025,True,False,11.019736842105265,3.7828947368421018,10.032894736842103,11.019736842105265,11.019736842105265,13.322368421052634,13.322368421052634
002251.SZSE,2025-04-24,—,三接四阳,2025,True,False,0.8968609865470878,0.5979073243647326,10.01494768310911,0.8968609865470878,0.8968609865470878,2.9895366218235964,2.9895366218235964
002253.SZSE,2024-04-26,—,二接三阳,2024,True,False,-1.037509976057449,3.75099760574622,9.976057462090981,-1.037509976057449,-1.037509976057449,-2.5538707102952807,-2.5538707102952807
002253.SZSE,2024-04-29,—,三接四阳,2024,True,False,-10.01451378809869,9.941944847605221,-10.01451378809869,-10.01451378809869,-10.01451378809869,-11.393323657474586,-11.393323657474586
002253.SZSE,2024-10-30,—,二接三阳,2024,True,False,-1.0009099181073622,4.6405823475887065,10.009099181073712,-1.0009099181073622,-1.0009099181073622,-10.919017288444055,-10.919017288444055
002253.SZSE,2024-10-31,—,三接四阳,2024,True,False,-10.008271298593874,4.135649296939614,-10.008271298593874,-10.008271298593874,-10.008271298593874,-19.023986765922253,-19.023986765922253
002254.SZSE,2026-06-09,—,二接三阳,2026,True,False,-8.461947844598194,-0.9579563597658325,-8.461947844598194,-8.461947844598194,-0.9579563597658325,-3.8850452368280997,0.6918573709419951
002256.SZSE,2025-09-01,—,二接三阳,2025,True,False,-0.5649717514124353,9.887005649717517,9.887005649717517,-0.5649717514124353,-0.5649717514124353,-10.451977401129941,-10.451977401129941
002256.SZSE,2025-09-02,—,三接四阳,2025,True,False,-9.511568123393321,0.25706940874035134,-9.511568123393321,-9.511568123393321,-9.511568123393321,-18.508997429305918,-18.508997429305918
002261.SZSE,2024-10-09,—,二接三阳,2024,True,False,-5.000000000000004,2.499999999999991,-5.000000000000004,-5.000000000000004,-5.000000000000004,-5.099999999999993,-5.099999999999993
002261.SZSE,2025-02-07,—,二接三阴,2025,True,False,34.35692033822877,10.01335113484647,10.01335113484647,34.35692033822877,34.35692033822877,41.433021806853596,47.797062750333794
002263.SZSE,2025-06-26,—,二接三阳,2025,True,False,23.46041055718475,9.97067448680351,9.97067448680351,23.46041055718475,23.46041055718475,14.956011730205265,14.956011730205265
002263.SZSE,2025-06-27,A1,三接四阳,2025,True,False,12.26666666666667,1.3333333333333197,10.133333333333328,12.26666666666667,12.26666666666667,4.533333333333323,4.533333333333323
002265.SZSE,2024-12-04,—,二接三阳,2024,True,False,27.242744063324544,5.54089709762533,10.026385224274414,27.242744063324544,27.242744063324544,67.67810026385226,39.973614775725586
002265.SZSE,2024-12-05,A1,三接四阳,2024,True,True,15.64748201438848,10.011990407673865,10.011990407673865,15.64748201438848,15.64748201438848,52.39808153477219,27.218225419664254
002265.SZSE,2024-12-12,—,二接三阳,2024,True,True,-0.9738994935722611,6.739384495520051,10.011686793922859,-0.9738994935722611,-0.9738994935722611,-10.868718348266471,-10.868718348266471
002265.SZSE,2024-12-13,—,三接四阳,2024,True,False,-9.985835694050982,2.6912181303116123,-9.985835694050982,-9.985835694050982,-9.985835694050982,-18.98016997167139,-18.98016997167139
002265.SZSE,2025-07-21,—,二接三阳,2025,True,False,6.8415359653867025,3.0016224986479267,6.8415359653867025,6.8415359653867025,6.8415359653867025,3.677663601947012,3.677663601947012
002266.SZSE,2025-07-23,—,二接三阳,2025,True,False,-4.026845637583887,10.067114093959727,-4.026845637583887,-4.026845637583887,-4.026845637583887,-10.5145413870246,-10.5145413870246
002266.SZSE,2025-07-24,—,三接四阳,2025,False,False,-18.699186991869922,-12.60162601626017,-18.699186991869922,-12.804878048780488,-12.60162601626017,-18.699186991869922,-23.57723577235773
002268.SZSE,2024-02-08,—,二接三阴,2024,False,False,-2.4819027921406445,-2.6887280248190204,-2.4819027921406445,-3.1540847983453912,-2.6887280248190204,-2.4819027921406445,-2.585315408479838
002269.SZSE,2024-12-03,—,二接三阳,2024,True,False,-9.83606557377048,-8.606557377049185,-9.83606557377048,-9.83606557377048,-8.606557377049185,-8.606557377049185,-8.606557377049185
002269.SZSE,2025-09-05,—,二接三阳,2025,False,False,-8.21917808219177,-6.164383561643827,-8.21917808219177,-6.5068493150684965,-6.164383561643827,-8.21917808219177,-13.013698630136982
002271.SZSE,2024-10-08,—,二接三阳,2024,False,False,-10.085695451549103,-2.109426499670408,-10.085695451549103,-0.06591957811470373,-2.109426499670408,-10.085695451549103,-12.261041529334204
002272.SZSE,2025-08-19,—,二接三阴,2025,True,False,6.381798002219763,5.382907880133181,6.381798002219763,6.381798002219763,6.381798002219763,-4.273029966703657,-4.273029966703657
002272.SZSE,2025-08-20,—,三接四阴,2025,False,False,-12.96670030272452,-4.086781029263364,-12.96670030272452,-3.2795156407668946,-4.086781029263364,-12.96670030272452,-4.238143289606455
002272.SZSE,2026-05-20,—,二接三阴,2026,True,False,-9.98396150761829,-1.5236567762630382,-9.98396150761829,-9.98396150761829,-1.5236567762630382,-3.368083400160382,-0.9623095429029727
002276.SZSE,2025-02-28,—,二接三阳,2025,True,True,-4.728789986091808,-0.9735744089012566,-4.728789986091808,-4.728789986091808,-0.9735744089012566,11.474269819193328,4.798331015299029
002277.SZSE,2023-11-02,—,二接三阳,2023,False,False,-17.002237136465325,-12.751677852348987,-17.002237136465325,-12.527964205816545,-12.751677852348987,-17.002237136465325,-8.7248322147651
002278.SZSE,2024-07-30,—,二接三阳,2024,False,False,-12.144212523719155,-17.4573055028463,-12.144212523719155,-8.349146110056916,-17.4573055028463,-12.144212523719155,-12.713472485768495
002278.SZSE,2025-03-17,—,二接三阳,2025,True,False,37.48378728923476,8.041504539559007,9.987029831387817,37.48378728923476,37.48378728923476,43.83916990920882,43.83916990920882
002278.SZSE,2025-03-18,—,三接四阳,2025,True,False,25.0,10.023584905660377,10.023584905660377,25.0,25.0,30.77830188679245,30.77830188679245
002278.SZSE,2025-10-23,—,三接四阴,2025,True,False,6.4896755162241915,0.2949852507374562,6.4896755162241915,6.4896755162241915,6.4896755162241915,5.899705014749257,17.10914454277286
002279.SZSE,2023-08-23,—,二接三阴,2023,False,False,-16.11111111111111,-11.111111111111116,-16.11111111111111,-7.1111111111111125,-11.111111111111116,-16.11111111111111,-24.0
002281.SZSE,2024-03-04,—,二接三阴,2024,True,False,-2.340308370044053,0.08259911894272776,-2.340308370044053,-2.340308370044053,-2.340308370044053,4.350220264317173,4.350220264317173
002285.SZSE,2024-09-30,—,二接三阳,2024,True,False,5.617977528089879,10.1123595505618,5.617977528089879,5.617977528089879,5.617977528089879,-4.868913857677903,-4.868913857677903
002285.SZSE,2024-10-08,—,三接四阳,2024,False,False,-13.605442176870742,-10.20408163265305,-13.605442176870742,-4.081632653061229,-10.20408163265305,-13.605442176870742,-18.707482993197278
002285.SZSE,2024-11-07,—,二接三阳,2024,True,False,-8.999999999999996,2.499999999999991,-8.999999999999996,-8.999999999999996,-8.999999999999996,-12.5,-12.5
002287.SZSE,2025-08-01,—,二接三阳,2025,True,False,3.142115883539942,10.002882675122503,3.142115883539942,3.142115883539942,3.142115883539942,-7.149034303833945,-7.149034303833945
002287.SZSE,2025-08-04,—,三接四阳,2025,False,False,-15.592243186582799,-10.927672955974831,-15.592243186582799,-6.2368972746331135,-10.927672955974831,-15.592243186582799,-24.004192872117393
002290.SZSE,2024-02-20,—,二接三阴,2024,True,False,2.3711340206185705,3.5051546391752675,2.3711340206185705,2.3711340206185705,2.3711340206185705,5.360824742268067,5.360824742268067
002290.SZSE,2024-11-12,—,二接三阳,2024,False,False,-3.6049382716049405,-6.37037037037037,-3.6049382716049405,-5.432098765432103,-6.37037037037037,-3.6049382716049405,-4.543209876543219
002290.SZSE,2025-02-20,—,二接三阳,2025,True,True,0.20781379883625384,9.975062344139651,0.20781379883625384,0.20781379883625384,0.20781379883625384,-0.7896924355777157,10.224438902743138
002291.SZSE,2024-12-17,—,二接三阴,2024,False,False,-4.545454545454541,-7.3122529644268575,6.027667984189744,-3.6561264822134287,-7.3122529644268575,-4.545454545454541,-14.130434782608692
002291.SZSE,2025-01-17,—,三接四阴,2025,False,False,-15.065243179122179,-15.065243179122179,-15.065243179122179,-5.575326215895604,-15.065243179122179,-15.065243179122179,-19.928825622775804
002292.SZSE,2023-04-11,—,二接三阴,2023,True,False,8.868144690781786,7.701283547257876,10.035005834305721,8.868144690781786,8.868144690781786,2.683780630105015,2.683780630105015
002292.SZSE,2023-04-12,—,三接四阴,2023,True,False,-1.0604453870625585,5.302226935312837,9.968186638388122,-1.0604453870625585,-1.0604453870625585,-6.680805938494161,-6.680805938494161
002295.SZSE,2025-09-26,—,二接三阳,2025,True,False,-9.696969696969692,-2.3569023569023573,-9.696969696969692,-9.696969696969692,-2.3569023569023573,-0.942760942760934,-0.6734006734006703
002296.SZSE,2024-04-23,—,二接三阳,2024,False,False,-4.752066115702469,4.752066115702491,4.752066115702491,-4.752066115702469,-4.752066115702469,-4.752066115702469,-2.9958677685950286
002297.SZSE,2025-12-26,—,二接三阴,2025,False,False,-9.537784299339691,-8.65737344093912,-9.537784299339691,-9.097578870139401,-8.65737344093912,-9.537784299339691,-14.013206162876013
002297.SZSE,2026-04-16,—,三接四阴,2026,True,False,18.097014925373145,5.783582089552253,10.012437810945297,18.097014925373145,18.097014925373145,26.181592039800993,26.181592039800993
002297.SZSE,2026-06-23,—,二接三阳,2026,False,False,-1.9230769230769384,-7.634032634032639,-1.9230769230769384,-4.370629370629375,-7.634032634032639,-1.9230769230769384,-3.525641025641024
002298.SZSE,2024-11-12,—,二接三阳,2024,False,False,-16.954022988505745,-14.080459770114938,-16.954022988505745,-14.224137931034486,-14.080459770114938,-16.954022988505745,-20.833333333333336
002298.SZSE,2025-04-29,—,二接三阴,2025,False,False,-3.0354131534569895,-12.310286677908932,-3.0354131534569895,-7.251264755480602,-12.310286677908932,-3.0354131534569895,1.6863406408094583
002298.SZSE,2025-06-06,—,二接三阳,2025,True,False,-3.39622641509435,-1.2578616352201366,-3.39622641509435,-3.39622641509435,-1.2578616352201366,-2.515723270440251,6.2893081761006275
002300.SZSE,2025-03-26,—,三接四阳,2025,True,False,-9.371293001186242,0.8303677342823335,-9.371293001186242,-9.371293001186242,-9.371293001186242,-18.38671411625148,-18.38671411625148
002300.SZSE,2025-12-05,B3,三接四阳,2025,True,False,0.19305019305020377,6.081081081081097,0.19305019305020377,0.19305019305020377,0.19305019305020377,-4.440154440154432,-4.440154440154432
002300.SZSE,2025-12-16,—,二接三阴,2025,True,False,-9.969088098918078,-5.873261205564139,-9.969088098918078,-9.969088098918078,-5.873261205564139,-18.701700154559507,-18.701700154559507
002301.SZSE,2024-11-29,—,三接四阳,2024,True,False,5.641592920353999,-2.3230088495575174,9.95575221238938,5.641592920353999,-2.3230088495575174,-4.867256637168138,-4.867256637168138
002302.SZSE,2024-08-27,—,二接三阴,2024,True,False,15.999999999999993,10.000000000000009,10.000000000000009,15.999999999999993,15.999999999999993,4.461538461538472,4.461538461538472
002302.SZSE,2025-07-23,—,二接三阴,2025,False,False,-11.34663341645884,-11.34663341645884,-11.34663341645884,-6.608478802992512,-11.34663341645884,-11.34663341645884,-16.957605985037404
002307.SZSE,2025-08-12,—,二接三阴,2025,True,False,1.7921146953404854,0.5376344086021501,1.7921146953404854,1.7921146953404854,1.7921146953404854,-8.422939068100355,-8.422939068100355
002309.SZSE,2025-11-13,—,二接三阳,2025,True,False,-6.872037914691931,0.9478672985782088,-6.872037914691931,-6.872037914691931,-6.872037914691931,-5.450236966824629,-5.450236966824629
002309.SZSE,2026-03-25,—,三接四阳,2026,True,False,-6.508875739644971,-5.128205128205144,-6.508875739644971,-6.508875739644971,-5.128205128205144,-14.595660749506912,-14.595660749506912
002310.SZSE,2023-07-21,—,二接三阳,2023,True,False,4.8458149779735615,10.13215859030836,4.8458149779735615,4.8458149779735615,4.8458149779735615,3.9647577092510877,3.9647577092510877
002310.SZSE,2023-07-24,A1,三接四阳,2023,False,False,-5.600000000000005,-8.399999999999997,-5.600000000000005,-4.800000000000004,-8.399999999999997,-5.600000000000005,4.0000000000000036
002310.SZSE,2026-03-23,—,二接三阴,2026,True,False,-1.0443864229765065,0.26109660574411553,-1.0443864229765065,-1.0443864229765065,-1.0443864229765065,-0.7832898172323799,-0.7832898172323799
002312.SZSE,2024-02-08,—,二接三阴,2024,True,False,-3.268945022288272,3.714710252600306,-3.268945022288272,-3.268945022288272,-3.268945022288272,-4.30906389301634,-4.30906389301634
002312.SZSE,2024-10-30,—,二接三阳,2024,True,True,10.198135198135194,10.023310023310007,10.023310023310007,10.198135198135194,10.198135198135194,33.216783216783206,21.212121212121215
002312.SZSE,2024-10-31,—,三接四阳,2024,True,False,0.15889830508475367,4.237288135593231,0.15889830508475367,0.15889830508475367,0.15889830508475367,21.080508474576277,10.169491525423746
002313.SZSE,2023-11-07,—,二接三阳,2023,True,False,-7.509881422924902,3.063241106719383,-7.509881422924902,-7.509881422924902,-7.509881422924902,-10.079051383399207,-10.079051383399207
002313.SZSE,2023-12-04,—,二接三阳,2023,True,False,-9.872340425531911,-7.063829787234043,-9.872340425531911,-9.872340425531911,-7.063829787234043,-17.021276595744684,-17.021276595744684
002313.SZSE,2024-02-27,—,三接四阳,2024,True,False,-9.97876857749469,1.8046709129511562,-9.97876857749469,-9.97876857749469,-9.97876857749469,-8.067940552016983,-8.067940552016983
002313.SZSE,2024-03-12,—,二接三阴,2024,True,False,-1.4592274678111528,3.519313304721039,-1.4592274678111528,-1.4592274678111528,-1.4592274678111528,-11.244635193133046,-11.244635193133046
002313.SZSE,2024-03-13,—,三接四阴,2024,False,False,-19.344773790951642,-16.30265210608424,-19.344773790951642,-10.45241809672387,-16.30265210608424,-19.344773790951642,-11.310452418096729
002313.SZSE,2024-10-29,—,二接三阳,2024,False,False,-6.25,-13.0859375,-6.25,-10.83984374999999,-13.0859375,-6.25,-8.30078125
002313.SZSE,2025-02-17,—,二接三阴,2025,False,False,-17.67537826685006,-17.67537826685006,-17.67537826685006,-8.52819807427785,-17.67537826685006,-17.67537826685006,-16.16231086657497
002313.SZSE,2025-08-07,—,二接三阳,2025,True,False,6.5441176470588225,2.941176470588247,10.000000000000009,6.5441176470588225,6.5441176470588225,-0.14705882352941124,-0.14705882352941124
002313.SZSE,2025-08-08,A1,三接四阳,2025,True,False,-3.141711229946531,-3.54278074866311,-3.141711229946531,-3.141711229946531,-3.54278074866311,-9.224598930481287,-9.224598930481287
002315.SZSE,2023-05-05,—,二接三阴,2023,True,False,3.9253695178095294,3.6588320814150643,3.9253695178095294,3.9253695178095294,3.9253695178095294,11.703416525321053,11.703416525321053
002316.SZSE,2023-04-19,—,二接三阴,2023,False,False,-11.428571428571443,-14.621848739495801,-11.428571428571443,-7.89915966386554,-14.621848739495801,-11.428571428571443,-17.47899159663866
002316.SZSE,2024-02-28,—,二接三阳,2024,True,False,3.658536585365857,-3.455284552845528,3.658536585365857,3.658536585365857,-3.455284552845528,-6.300813008130069,-6.300813008130069
002316.SZSE,2026-01-12,—,二接三阴,2026,True,False,-10.031847133757966,-4.458598726114649,-10.031847133757966,-10.031847133757966,-4.458598726114649,-14.649681528662416,-14.649681528662416
002319.SZSE,2024-02-02,—,二接三阴,2024,False,False,-15.482954545454541,-15.482954545454541,-15.482954545454541,-6.107954545454541,-15.482954545454541,-15.482954545454541,-23.934659090909083
002321.SZSE,2024-11-27,—,二接三阴,2024,False,False,-5.190311418685123,-9.342560553633216,-5.190311418685123,-8.650519031141869,-9.342560553633216,-5.190311418685123,-11.418685121107263
002328.SZSE,2026-04-13,—,二接三阳,2026,False,False,12.410071942446056,0.0,6.474820143884896,-3.237410071942437,12.410071942446056,12.410071942446056,20.503597122302164
002329.SZSE,2026-08-12,—,二接三阴,2026,True,False,1.6666666666666607,10.000000000000009,10.000000000000009,1.6666666666666607,1.6666666666666607,3.809523809523818,3.809523809523818
002329.SZSE,2026-08-13,—,三接四阴,2026,True,False,-7.575757575757591,-9.956709956709952,-7.575757575757591,-7.575757575757591,-9.956709956709952,-5.627705627705626,-5.627705627705626
002331.SZSE,2023-11-27,—,二接三阳,2023,True,False,-0.989208633093519,7.014388489208634,9.982014388489224,-0.989208633093519,-0.989208633093519,-10.881294964028765,-10.881294964028765
002331.SZSE,2023-11-28,—,三接四阳,2023,True,True,-9.975470155355692,9.97547015535567,-9.975470155355692,-9.975470155355692,-9.975470155355692,-18.969746524938678,-18.969746524938678
002331.SZSE,2025-05-14,—,二接三阴,2025,False,False,-17.382617382617383,-9.990009990009984,-17.382617382617383,-8.191808191808192,-9.990009990009984,-17.382617382617383,-20.379620379620377
002333.SZSE,2024-01-19,—,二接三阴,2024,False,False,-25.63218390804597,-25.63218390804597,-25.63218390804597,-17.356321839080447,-25.63218390804597,-25.63218390804597,-27.586206896551722
002338.SZSE,2025-05-09,—,二接三阳,2025,True,False,-2.2265246853823806,-3.1945788964181987,-2.2265246853823806,-2.2265246853823806,-3.1945788964181987,-12.003872216844137,-12.003872216844137
002339.SZSE,2024-05-13,—,二接三阴,2024,True,False,2.759526938239154,9.98685939553219,9.98685939553219,2.759526938239154,2.759526938239154,-6.176084099868606,-6.176084099868606
002339.SZSE,2024-05-14,—,三接四阴,2024,True,True,-6.571087216248495,7.526881720430123,-6.571087216248495,-6.571087216248495,-6.571087216248495,-14.69534050179211,-14.69534050179211
002339.SZSE,2024-12-19,—,二接三阳,2024,False,False,-20.187793427230048,-17.370892018779337,-20.187793427230048,-11.36150234741785,-17.370892018779337,-20.187793427230048,-28.169014084507037
002342.SZSE,2026-01-13,—,三接四阴,2026,True,False,5.342362678705803,-2.1820917983446098,5.342362678705803,5.342362678705803,-2.1820917983446098,-5.191873589164786,-5.191873589164786
